draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_20_rep_tru,pre_20_dem_bid,adv_20,arv_20,county_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2476,2,896714, 2,0.8603,718074,0.000160561,0.920,0.12667,793616,28745,23309,1595, 8467,270,2468,38244,644561,23349,15557,1360,6976,207,1634,24430,272839,122906,122906,272839,0,122906,272839,0.3106,0.3106,0,0,0,0.104
2477,1,893960, 2,0.9704,713545,0.003231281,0.928,0.30216,803198,36279,11366,1609, 6196,161,2114,33037,647510,28987, 7882,1416,5081,126,1274,21269,272384,112128,112128,272384,0,112128,272384,0.2916,0.2916,0,0,0,0.104
2477,2,899756, 2,0.9704,719387,0.003231281,0.928,0.12403,795636,28470,23461,1578, 8707,268,2538,39098,645530,23015,15601,1345,7152,207,1707,24830,272998,123856,123856,272998,0,123856,272998,0.3121,0.3121,0,0,0,0.104
2478,1,898475, 2,0.8714,716269,0.001802961,0.936,0.21558,806980,35689,11391,1624, 6395,150,2224,34022,650270,28302, 7829,1419,5217,119,1356,21757,274146,113601,113601,274146,0,113601,274146,0.2930,0.2930,0,0,0,0.104
2478,2,895241, 2,0.8714,716663,0.001802961,0.936,0.15164,791854,29060,23436,1563, 8508,279,2428,38113,642770,23700,15654,1342,7016,214,1625,24342,271236,122383,122383,271236,0,122383,271236,0.3109,0.3109,0,0,0,0.104
2479,1,892984, 2,0.9043,711594,0.004319524,0.940,0.22807,801961,35474,11303,1626, 6389,156,2196,33879,646003,28090, 7774,1422,5222,123,1335,21625,271073,113916,113916,271073,0,113916,271073,0.2959,0.2959,0,0,0,0.104
2479,2,900732, 2,0.9043,721338,0.004319524,0.940,0.14128,796873,29275,23524,1561, 8514,273,2456,38256,647037,23912,15709,1339,7011,210,1646,24474,274309,122068,122068,274309,0,122068,274309,0.3080,0.3080,0,0,0,0.104
2480,1,900418, 2,0.8999,717604,0.003969413,0.944,0.28769,809023,35462,11360,1647, 6444,152,2176,34154,651663,28088, 7811,1450,5259,118,1332,21883,272906,114039,114039,272906,0,114039,272906,0.2947,0.2947,0,0,0,0.104
2480,2,893298, 2,0.8999,715328,0.003969413,0.944,0.14310,789811,29287,23467,1540, 8459,277,2476,37981,641377,23914,15672,1311,6974,215,1649,24216,272476,121945,121945,272476,0,121945,272476,0.3092,0.3092,0,0,0,0.104
2481,1,895669, 2,0.8973,714190,0.001325739,0.932,0.25846,803463,36379,11516,1633, 6425,156,2177,33920,647400,29015, 7952,1437,5251,123,1332,21680,270759,113869,113869,270759,0,113869,270759,0.2960,0.2960,0,0,0,0.104
2481,2,898047, 2,0.8973,718742,0.001325739,0.932,0.13049,795371,28370,23311,1554, 8478,273,2475,38215,645640,22987,15531,1324,6982,210,1649,24419,274623,122115,122115,274623,0,122115,274623,0.3078,0.3078,0,0,0,0.104
2482,1,892451, 2,0.9496,713656,0.004913821,0.904,0.24106,801140,36887,11431,1650, 6131,150,2152,32910,647047,29550, 7965,1445,5031,112,1329,21177,270872,112638,112638,270872,0,112638,270872,0.2937,0.2937,0,0,0,0.104
2482,2,901265, 2,0.9496,719276,0.004913821,0.904,0.10749,797694,27862,23396,1537, 8772,279,2500,39225,645993,22452,15518,1316,7202,221,1652,24922,274510,123346,123346,274510,0,123346,274510,0.3100,0.3100,0,0,0,0.104
2483,1,898912, 2,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
2483,2,894804, 2,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
2484,1,896634, 2,0.8884,714535,0.000249761,0.948,0.25291,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
2484,2,897082, 2,0.8884,718397,0.000249761,0.948,0.16021,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
2485,1,893894, 2,0.9798,713446,0.003304871,0.944,0.36608,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
2485,2,899822, 2,0.9798,719486,0.003304871,0.944,0.13906,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
2486,1,895656, 2,0.8880,713881,0.001340234,0.928,0.18655,804520,35525,11285,1644, 6408,146,2200,33928,648112,28143, 7801,1443,5226,114,1342,21700,272489,113526,113526,272489,0,113526,272489,0.2941,0.2941,0,0,0,0.104
2486,2,898060, 2,0.8880,719051,0.001340234,0.928,0.14606,794314,29224,23542,1543, 8495,283,2452,38207,644928,23859,15682,1318,7007,219,1639,24399,272893,122458,122458,272893,0,122458,272893,0.3097,0.3097,0,0,0,0.104
2487,1,896460, 2,0.8968,714788,0.000443771,0.940,0.30729,804364,36300,11533,1617, 6427,163,2175,33881,648085,28946, 7959,1422,5259,130,1331,21656,271666,113756,113756,271666,0,113756,271666,0.2951,0.2951,0,0,0,0.104
2487,2,897256, 2,0.8968,718144,0.000443771,0.940,0.13103,794470,28449,23294,1570, 8476,266,2477,38254,644955,23056,15524,1339,6974,203,1650,24443,273716,122228,122228,273716,0,122228,273716,0.3087,0.3087,0,0,0,0.104
2488,1,896896, 2,0.8793,714854,0.000042370,0.944,0.24030,805666,35528,11362,1621, 6392,152,2211,33964,649093,28142, 7811,1416,5216,119,1350,21707,273891,113734,113734,273891,0,113734,273891,0.2934,0.2934,0,0,0,0.104
2488,2,896820, 2,0.8793,718078,0.000042370,0.944,0.16517,793168,29221,23465,1566, 8511,277,2441,38171,643947,23860,15672,1345,7017,214,1631,24392,271491,122250,122250,271491,0,122250,271491,0.3105,0.3105,0,0,0,0.104
2489,1,892765, 2,0.9042,711389,0.004563710,0.948,0.32042,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
2489,2,900951, 2,0.9042,721543,0.004563710,0.948,0.14599,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
2490,1,900467, 2,0.8812,717765,0.004024048,0.940,0.26470,808720,35999,11464,1621, 6414,163,2177,33909,651396,28650, 7893,1430,5242,130,1346,21678,273560,113638,113638,273560,0,113638,273560,0.2935,0.2935,0,0,0,0.104
2490,2,893249, 2,0.8812,715167,0.004024048,0.940,0.13303,790114,28750,23363,1566, 8489,266,2475,38226,641644,23352,15590,1331,6991,203,1635,24421,271822,122346,122346,271822,0,122346,271822,0.3104,0.3104,0,0,0,0.104
2491,1,894040, 2,0.9049,712681,0.003142080,0.948,0.24265,801595,36160,11667,1617, 6533,144,2258,34066,646032,28669, 8050,1412,5343,109,1358,21708,270701,115439,115439,270701,0,115439,270701,0.2990,0.2990,0,0,0,0.104
2491,2,899676, 2,0.9049,720251,0.003142080,0.948,0.17931,797239,28589,23160,1570, 8370,285,2394,38069,647008,23333,15433,1349,6890,224,1623,24391,274681,120545,120545,274681,0,120545,274681,0.3050,0.3050,0,0,0,0.104
2492,1,896658, 2,0.8969,714601,0.000223001,0.936,0.28753,805127,35906,11436,1609, 6443,159,2154,33824,648342,28559, 7892,1418,5267,125,1326,21672,271751,113077,113077,271751,0,113077,271751,0.2938,0.2938,0,0,0,0.104
2492,2,897058, 2,0.8969,718331,0.000223001,0.936,0.12969,793707,28843,23391,1578, 8460,270,2498,38311,644698,23443,15591,1343,6966,208,1655,24427,273631,122907,122907,273631,0,122907,273631,0.3100,0.3100,0,0,0,0.104
2493,1,895534, 2,0.9807,714960,0.001476265,0.936,0.27232,804647,36311,11395,1628, 6178,154,2136,33085,648862,29015, 7898,1424,5066,119,1288,21288,272025,112631,112631,272025,0,112631,272025,0.2928,0.2928,0,0,0,0.104
2493,2,898182, 2,0.9807,717972,0.001476265,0.936,0.12500,794187,28438,23432,1559, 8725,275,2516,39050,644178,22987,15585,1337,7167,214,1693,24811,273357,123353,123353,273357,0,123353,273357,0.3109,0.3109,0,0,0,0.104
2494,1,898912, 2,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
2494,2,894804, 2,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
2495,1,892571, 2,0.8768,711279,0.004780021,0.948,0.27555,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
2495,2,901145, 2,0.8768,721653,0.004780021,0.948,0.14561,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
2496,1,895222, 2,0.7232,716042,0.001824146,0.900,0.11971,808429,30877,11288,1548, 6169,169,2245,34497,654256,24198, 7708,1360,5032,123,1375,21990,273029,117782,117782,273029,0,117782,273029,0.3014,0.3014,0,0,0,0.104
2496,2,898494, 2,0.7232,716890,0.001824146,0.900,0.15689,790405,33872,23539,1639, 8734,260,2407,37638,638784,27804,15775,1401,7201,210,1606,24109,272353,118202,118202,272353,0,118202,272353,0.3027,0.3027,0,0,0,0.104
2497,1,900273, 2,0.6048,715358,0.003807738,0.924,0.10484,796488,37763,20661,1677, 5917,142,2316,35309,641047,30618,13645,1435,4888,116,1467,22142,278910,106314,106314,278910,0,106314,278910,0.2760,0.2760,0,0,0,0.104
2497,2,893443, 2,0.6048,717574,0.003807738,0.924,0.25757,802346,26986,14166,1510, 8986,287,2336,36826,651993,21384, 9838,1326,7345,217,1514,23957,266472,129670,129670,266472,0,129670,266472,0.3273,0.3273,0,0,0,0.104
2498,1,899025, 2,0.9705,717930,0.002416213,0.936,0.29538,808566,35746,11272,1654, 6186,148,2197,33256,652426,28392, 7762,1442,5066,113,1339,21390,272904,113856,113856,272904,0,113856,272904,0.2944,0.2944,0,0,0,0.104
2498,2,894691, 2,0.9705,715002,0.002416213,0.936,0.12687,790268,29003,23555,1533, 8717,281,2455,38879,640614,23610,15721,1319,7167,220,1642,24709,272478,122128,122128,272478,0,122128,272478,0.3095,0.3095,0,0,0,0.104
2499,1,898789, 2,0.8803,716357,0.002153072,0.924,0.21378,807541,35463,11357,1631, 6405,161,2195,34036,650573,28102, 7788,1435,5230,130,1351,21748,273258,113919,113919,273258,0,113919,273258,0.2942,0.2942,0,0,0,0.104
2499,2,894927, 2,0.8803,716575,0.002153072,0.924,0.11965,791293,29286,23470,1556, 8498,268,2457,38099,642467,23900,15695,1326,7003,203,1630,24351,272124,122065,122065,272124,0,122065,272124,0.3097,0.3097,0,0,0,0.104
2500,1,898916, 2,0.9162,718683,0.002294678,0.904,0.19286,806922,37005,11638,1624, 6211,149,2190,33177,651568,29651, 8092,1420,5102,113,1357,21380,272765,112744,112744,272765,0,112744,272765,0.2925,0.2925,0,0,0,0.104
2500,2,894800, 2,0.9162,714249,0.002294678,0.904,0.09544,791912,27744,23189,1563, 8692,280,2462,38958,641472,22351,15391,1341,7131,220,1624,24719,272617,123240,123240,272617,0,123240,272617,0.3113,0.3113,0,0,0,0.104
2501,1,893718, 3,0.9047,712164,0.003501112,0.944,0.24603,802572,35461,11321,1635, 6426,146,2186,33971,646417,28077, 7807,1432,5246,114,1328,21743,270734,113651,113651,270734,0,113651,270734,0.2957,0.2957,0,0,0,0.104
2501,2,899998, 3,0.9047,720768,0.003501112,0.944,0.15675,796262,29288,23506,1552, 8477,283,2466,38164,646623,23925,15676,1329,6987,219,1653,24356,274648,122333,122333,274648,0,122333,274648,0.3082,0.3082,0,0,0,0.104
2502,1,896903, 3,0.8885,714540,0.000050175,0.944,0.28075,806316,35078,11255,1620, 6430,159,2163,33882,649270,27722, 7711,1428,5247,125,1334,21703,272481,113177,113177,272481,0,113177,272481,0.2935,0.2935,0,0,0,0.104
2502,2,896813, 3,0.8885,718392,0.000050175,0.944,0.13941,792518,29671,23572,1567, 8473,270,2489,38253,643770,24280,15772,1333,6986,208,1647,24396,272901,122807,122807,272901,0,122807,272901,0.3103,0.3103,0,0,0,0.104
2503,1,893894, 3,0.9798,713446,0.003304871,0.944,0.36608,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
2503,2,899822, 3,0.9798,719486,0.003304871,0.944,0.13906,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
2504,1,893253, 3,0.9044,711599,0.004019588,0.944,0.27819,802924,35017,11197,1611, 6417,163,2160,33764,646537,27667, 7684,1420,5246,129,1331,21585,270210,113349,113349,270210,0,113349,270210,0.2955,0.2955,0,0,0,0.104
2504,2,900463, 3,0.9044,721333,0.004019588,0.944,0.13184,795910,29732,23630,1576, 8486,266,2492,38371,646503,24335,15799,1341,6987,204,1650,24514,275172,122635,122635,275172,0,122635,275172,0.3083,0.3083,0,0,0,0.104
2505,1,895828, 3,0.8700,714102,0.001148454,0.940,0.25785,804071,36123,11456,1617, 6406,152,2177,33826,647680,28772, 7888,1426,5232,119,1338,21647,272059,112616,112616,272059,0,112616,272059,0.2928,0.2928,0,0,0,0.104
2505,2,897888, 3,0.8700,718830,0.001148454,0.940,0.13425,794763,28626,23371,1570, 8497,277,2475,38309,645360,23230,15595,1335,7001,214,1643,24452,273323,123368,123368,273323,0,123368,273323,0.3110,0.3110,0,0,0,0.104
2506,1,899979, 3,0.8810,717555,0.003479927,0.944,0.28692,807604,36349,11564,1635, 6424,152,2183,34068,650637,28986, 7983,1439,5247,119,1338,21806,273514,113629,113629,273514,0,113629,273514,0.2935,0.2935,0,0,0,0.104
2506,2,893737, 3,0.8810,715377,0.003479927,0.944,0.14280,791230,28400,23263,1552, 8479,277,2469,38067,642403,23016,15500,1322,6986,214,1643,24293,271868,122355,122355,271868,0,122355,271868,0.3104,0.3104,0,0,0,0.104
2507,1,894712, 3,0.8693,713617,0.002392798,0.912,0.15809,802427,36582,11513,1632, 6400,146,2209,33803,646703,29208, 7981,1432,5224,115,1342,21612,272490,112920,112920,272490,0,112920,272490,0.2930,0.2930,0,0,0,0.104
2507,2,899004, 3,0.8693,719315,0.002392798,0.912,0.12051,796407,28167,23314,1555, 8503,283,2443,38332,646337,22794,15502,1329,7009,218,1639,24487,272892,123064,123064,272892,0,123064,272892,0.3108,0.3108,0,0,0,0.104
2508,1,896903, 3,0.8885,714540,0.000050175,0.944,0.28075,806316,35078,11255,1620, 6430,159,2163,33882,649270,27722, 7711,1428,5247,125,1334,21703,272481,113177,113177,272481,0,113177,272481,0.2935,0.2935,0,0,0,0.104
2508,2,896813, 3,0.8885,718392,0.000050175,0.944,0.13941,792518,29671,23572,1567, 8473,270,2489,38253,643770,24280,15772,1333,6986,208,1647,24396,272901,122807,122807,272901,0,122807,272901,0.3103,0.3103,0,0,0,0.104
2509,1,899088, 3,0.9827,717557,0.002486458,0.948,0.36685,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
2509,2,894628, 3,0.9827,715375,0.002486458,0.948,0.13474,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
2510,1,899549, 3,0.9829,717804,0.003000475,0.944,0.27782,809596,35407,11221,1633, 6160,160,2145,33227,652711,28101, 7724,1427,5050,123,1295,21373,274511,113066,113066,274511,0,113066,274511,0.2917,0.2917,0,0,0,0.104
2510,2,894167, 3,0.9829,715128,0.003000475,0.944,0.12358,789238,29342,23606,1554, 8743,269,2507,38908,640329,23901,15759,1334,7183,210,1686,24726,270871,122918,122918,270871,0,122918,270871,0.3121,0.3121,0,0,0,0.104
2511,1,892961, 3,0.8771,712174,0.004345169,0.932,0.24860,804023,34403,11162,1579, 6385,171,2085,33153,647882,27319, 7690,1398,5220,135,1289,21241,273018,111411,111411,273018,0,111411,273018,0.2898,0.2898,0,0,0,0.104
2511,2,900755, 3,0.8771,720758,0.004345169,0.932,0.11863,794811,30346,23665,1608, 8518,258,2567,38982,645158,24683,15793,1363,7013,198,1692,24858,272364,124573,124573,272364,0,124573,272364,0.3138,0.3138,0,0,0,0.104
2512,1,897090, 3,0.9066,714964,0.000258681,0.936,0.23156,805896,35469,11339,1622, 6425,152,2195,33992,649191,28081, 7820,1417,5248,118,1336,21753,272553,114044,114044,272553,0,114044,272553,0.2950,0.2950,0,0,0,0.104
2512,2,896626, 3,0.9066,717968,0.000258681,0.936,0.14682,792938,29280,23488,1565, 8478,277,2457,38143,643849,23921,15663,1344,6985,215,1645,24346,272829,121940,121940,272829,0,121940,272829,0.3089,0.3089,0,0,0,0.104
2513,1,892515, 3,0.8405,711393,0.004842461,0.924,0.25350,802885,34610,11393,1562, 6451,174,2101,33339,646632,27502, 7830,1382,5281,141,1300,21325,272307,111738,111738,272307,0,111738,272307,0.2910,0.2910,0,0,0,0.104
2513,2,901201, 3,0.8405,721539,0.004842461,0.924,0.12620,795949,30139,23434,1625, 8452,255,2551,38796,646408,24500,15653,1379,6952,192,1681,24774,273075,124246,124246,273075,0,124246,273075,0.3127,0.3127,0,0,0,0.104
2514,1,893269, 3,0.9719,712519,0.004001748,0.936,0.28818,803403,35495,11217,1624, 6180,154,2117,33079,647422,28188, 7742,1423,5072,117,1283,21272,271471,112271,112271,271471,0,112271,271471,0.2926,0.2926,0,0,0,0.104
2514,2,900447, 3,0.9719,720413,0.004001748,0.936,0.12479,795431,29254,23610,1563, 8723,275,2535,39056,645618,23814,15741,1338,7161,216,1698,24827,273911,123713,123713,273911,0,123713,273911,0.3111,0.3111,0,0,0,0.104
2515,1,899947, 3,0.9082,717173,0.003444246,0.936,0.24414,808548,35474,11369,1647, 6438,148,2188,34135,651246,28085, 7838,1444,5258,114,1328,21860,273098,114219,114219,273098,0,114219,273098,0.2949,0.2949,0,0,0,0.104
2515,2,893769, 3,0.9082,715759,0.003444246,0.936,0.14997,790286,29275,23458,1540, 8465,281,2464,38000,641794,23917,15645,1317,6975,219,1653,24239,272284,121765,121765,272284,0,121765,272284,0.3090,0.3090,0,0,0,0.104
2516,1,893075, 3,0.9043,712178,0.004218059,0.940,0.20028,800818,36182,11644,1616, 6504,148,2282,33881,645665,28691, 8047,1405,5321,113,1376,21560,271517,115497,115497,271517,0,115497,271517,0.2984,0.2984,0,0,0,0.104
2516,2,900641, 3,0.9043,720754,0.004218059,0.940,0.17117,798016,28567,23183,1571, 8399,281,2370,38254,647375,23311,15436,1356,6912,220,1605,24539,273865,120487,120487,273865,0,120487,273865,0.3055,0.3055,0,0,0,0.104
2517,1,892984, 3,0.9043,711594,0.004319524,0.940,0.22807,801961,35474,11303,1626, 6389,156,2196,33879,646003,28090, 7774,1422,5222,123,1335,21625,271073,113916,113916,271073,0,113916,271073,0.2959,0.2959,0,0,0,0.104
2517,2,900732, 3,0.9043,721338,0.004319524,0.940,0.14128,796873,29275,23524,1561, 8514,273,2456,38256,647037,23912,15709,1339,7011,210,1646,24474,274309,122068,122068,274309,0,122068,274309,0.3080,0.3080,0,0,0,0.104
2518,1,895991, 3,0.8880,714491,0.000966708,0.940,0.26536,803728,36447,11553,1617, 6419,152,2199,33876,647661,29063, 7988,1412,5241,119,1339,21668,272677,113702,113702,272677,0,113702,272677,0.2943,0.2943,0,0,0,0.104
2518,2,897725, 3,0.8880,718441,0.000966708,0.940,0.16586,795106,28302,23274,1570, 8484,277,2453,38259,645379,22939,15495,1349,6992,214,1642,24431,272705,122282,122282,272705,0,122282,272705,0.3096,0.3096,0,0,0,0.104
2519,1,892765, 3,0.9042,711389,0.004563710,0.948,0.32042,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
2519,2,900951, 3,0.9042,721543,0.004563710,0.948,0.14599,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
2520,1,896391, 3,0.8795,714639,0.000520707,0.928,0.22213,804992,35698,11386,1621, 6404,152,2213,33925,648710,28309, 7819,1416,5226,119,1344,21696,273284,113538,113538,273284,0,113538,273284,0.2935,0.2935,0,0,0,0.104
2520,2,897325, 3,0.8795,718293,0.000520707,0.928,0.14655,793842,29051,23441,1566, 8499,277,2439,38210,644330,23693,15664,1345,7007,214,1637,24403,272098,122446,122446,272098,0,122446,272098,0.3103,0.3103,0,0,0,0.104
2521,1,900418, 3,0.8999,717604,0.003969413,0.944,0.28769,809023,35462,11360,1647, 6444,152,2176,34154,651663,28088, 7811,1450,5259,118,1332,21883,272906,114039,114039,272906,0,114039,272906,0.2947,0.2947,0,0,0,0.104
2521,2,893298, 3,0.8999,715328,0.003969413,0.944,0.14310,789811,29287,23467,1540, 8459,277,2476,37981,641377,23914,15672,1311,6974,215,1649,24216,272476,121945,121945,272476,0,121945,272476,0.3092,0.3092,0,0,0,0.104
2522,1,893253, 3,0.9044,711599,0.004019588,0.944,0.27819,802924,35017,11197,1611, 6417,163,2160,33764,646537,27667, 7684,1420,5246,129,1331,21585,270210,113349,113349,270210,0,113349,270210,0.2955,0.2955,0,0,0,0.104
2522,2,900463, 3,0.9044,721333,0.004019588,0.944,0.13184,795910,29732,23630,1576, 8486,266,2492,38371,646503,24335,15799,1341,6987,204,1650,24514,275172,122635,122635,275172,0,122635,275172,0.3083,0.3083,0,0,0,0.104
2523,1,892721, 3,0.9670,712945,0.004612770,0.936,0.27560,802462,35777,11244,1642, 6163,139,2195,33099,647568,28415, 7750,1430,5043,102,1338,21299,271566,113219,113219,271566,0,113219,271566,0.2942,0.2942,0,0,0,0.104
2523,2,900995, 3,0.9670,719987,0.004612770,0.936,0.14674,796372,28972,23583,1545, 8740,290,2457,39036,645472,23587,15733,1331,7190,231,1643,24800,273816,122765,122765,273816,0,122765,273816,0.3096,0.3096,0,0,0,0.104
2524,1,896389, 3,0.8968,714596,0.000522937,0.940,0.25885,804164,36363,11542,1624, 6415,152,2190,33939,647808,28982, 7982,1420,5243,119,1330,21712,272614,113644,113644,272614,0,113644,272614,0.2942,0.2942,0,0,0,0.104
2524,2,897327, 3,0.8968,718336,0.000522937,0.940,0.14834,794670,28386,23285,1563, 8488,277,2462,38196,645232,23020,15501,1341,6990,214,1651,24387,272768,122340,122340,272768,0,122340,272768,0.3096,0.3096,0,0,0,0.104
2525,1,897641, 3,0.8879,715199,0.000873048,0.924,0.23145,806310,35427,11400,1619, 6436,163,2189,34097,649395,28061, 7815,1424,5263,130,1337,21774,271787,114109,114109,271787,0,114109,271787,0.2957,0.2957,0,0,0,0.104
2525,2,896075, 3,0.8879,717733,0.000873048,0.924,0.11627,792524,29322,23427,1568, 8467,266,2463,38038,643645,23941,15668,1337,6970,203,1644,24325,273595,121875,121875,273595,0,121875,273595,0.3082,0.3082,0,0,0,0.104
2526,1,899234, 3,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
2526,2,894482, 3,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
2527,1,897391, 3,0.6344,717554,0.000594297,0.900,0.13540,812172,28961,11447,1470, 6104,205,2246,34786,656821,22764, 7851,1297,4967,152,1404,22298,272211,120403,120403,272211,0,120403,272211,0.3067,0.3067,0,0,0,0.104
2527,2,896325, 3,0.6344,715378,0.000594297,0.900,0.16582,786662,35788,23380,1717, 8799,224,2406,37349,636219,29238,15632,1464,7266,181,1577,23801,273171,115581,115581,273171,0,115581,273171,0.2973,0.2973,0,0,0,0.104
2528,1,894458, 3,0.9414,714337,0.002676009,0.932,0.24063,803929,35942,11356,1622, 6199,144,2213,33053,648717,28573, 7852,1409,5081,107,1359,21239,272445,113379,113379,272445,0,113379,272445,0.2939,0.2939,0,0,0,0.104
2528,2,899258, 3,0.9414,718595,0.002676009,0.932,0.14071,794905,28807,23471,1565, 8704,285,2439,39082,644323,23429,15631,1352,7152,226,1622,24860,272937,122605,122605,272937,0,122605,272937,0.3100,0.3100,0,0,0,0.104
2529,1,894708, 3,0.5752,708537,0.002397258,0.916,0.12743,797170,33742,20279,1636, 5255,138,2200,34288,638868,27427,13307,1398,4319,114,1388,21716,287541,101764,101764,287541,0,101764,287541,0.2614,0.2614,0,0,0,0.104
2529,2,899008, 3,0.5752,724395,0.002397258,0.916,0.18106,801664,31007,14548,1551, 9648,291,2452,37847,654172,24575,10176,1363,7914,219,1593,24383,257841,134220,134220,257841,0,134220,257841,0.3423,0.3423,0,0,0,0.104
2530,1,898514, 3,0.8988,716170,0.001846446,0.940,0.20612,807135,35551,11354,1632, 6430,150,2203,34059,650247,28158, 7826,1426,5244,118,1345,21806,272931,114175,114175,272931,0,114175,272931,0.2949,0.2949,0,0,0,0.104
2530,2,895202, 3,0.8988,716762,0.001846446,0.940,0.14690,791699,29198,23473,1555, 8473,279,2449,38076,642793,23844,15657,1335,6989,215,1636,24293,272451,121809,121809,272451,0,121809,272451,0.3090,0.3090,0,0,0,0.104
2531,1,892571, 3,0.8768,711279,0.004780021,0.948,0.27555,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
2531,2,901145, 3,0.8768,721653,0.004780021,0.948,0.14561,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
2532,1,899736, 3,0.8721,717659,0.003208981,0.940,0.28794,807243,36512,11589,1621, 6426,152,2197,33996,650611,29150, 8001,1425,5250,119,1344,21759,273454,113423,113423,273454,0,113423,273454,0.2932,0.2932,0,0,0,0.104
2532,2,893980, 3,0.8721,715273,0.003208981,0.940,0.14359,791591,28237,23238,1566, 8477,277,2455,38139,642429,22852,15482,1336,6983,214,1637,24340,271928,122561,122561,271928,0,122561,271928,0.3107,0.3107,0,0,0,0.104
