draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_20_rep_tru,pre_20_dem_bid,adv_20,arv_20,county_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
862,2,897008, 1,0.8515,717640,0.000167251,0.932,0.13699,792421,29709,23426,1592, 8500,271,2515,38574,643087,24095,15613,1356,7003,208,1686,24592,269979,124100,124100,269979,0,124100,269979,0.3149,0.3149,0,0,0,0.104
863,1,896067, 1,1.0000,715682,0.000881968,0.940,0.26271,805369,36345,11331,1632, 6132,155,2136,32967,649695,29039, 7866,1426,5030,116,1294,21216,273523,112947,112947,273523,0,112947,273523,0.2923,0.2923,0,0,0,0.104
863,2,897649, 1,1.0000,717250,0.000881968,0.940,0.13358,793465,28404,23496,1555, 8771,274,2516,39168,643345,22963,15617,1335,7203,217,1687,24883,271859,123037,123037,271859,0,123037,271859,0.3116,0.3116,0,0,0,0.104
864,1,892391, 1,0.8680,711884,0.004980722,0.944,0.24392,803227,34567,11189,1580, 6396,169,2093,33170,647372,27477, 7716,1403,5229,135,1290,21262,272878,111236,111236,272878,0,111236,272878,0.2896,0.2896,0,0,0,0.104
864,2,901325, 1,0.8680,721048,0.004980722,0.944,0.12100,795607,30182,23638,1607, 8507,260,2559,38965,645668,24525,15767,1358,7004,198,1691,24837,272504,124748,124748,272504,0,124748,272504,0.3140,0.3140,0,0,0,0.104
865,1,898912, 1,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
865,2,894804, 1,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
866,1,892765, 1,0.9042,711389,0.004563710,0.948,0.32042,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
866,2,900951, 1,0.9042,721543,0.004563710,0.948,0.14599,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
867,1,892391, 1,0.8680,711884,0.004980722,0.944,0.24392,803227,34567,11189,1580, 6396,169,2093,33170,647372,27477, 7716,1403,5229,135,1290,21262,272878,111236,111236,272878,0,111236,272878,0.2896,0.2896,0,0,0,0.104
867,2,901325, 1,0.8680,721048,0.004980722,0.944,0.12100,795607,30182,23638,1607, 8507,260,2559,38965,645668,24525,15767,1358,7004,198,1691,24837,272504,124748,124748,272504,0,124748,272504,0.3140,0.3140,0,0,0,0.104
868,1,897914, 1,0.9555,716396,0.001177444,0.932,0.26390,807739,35564,11315,1626, 6197,159,2154,33160,651086,28255, 7813,1421,5086,124,1308,21303,273571,112833,112833,273571,0,112833,273571,0.2920,0.2920,0,0,0,0.104
868,2,895802, 1,0.9555,716536,0.001177444,0.932,0.13090,791095,29185,23512,1561, 8706,270,2498,38975,641954,23747,15670,1340,7147,209,1673,24796,271811,123151,123151,271811,0,123151,271811,0.3118,0.3118,0,0,0,0.104
869,1,899234, 1,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
869,2,894482, 1,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
870,1,896896, 1,0.8793,714854,0.000042370,0.944,0.24030,805666,35528,11362,1621, 6392,152,2211,33964,649093,28142, 7811,1416,5216,119,1350,21707,273891,113734,113734,273891,0,113734,273891,0.2934,0.2934,0,0,0,0.104
870,2,896820, 1,0.8793,718078,0.000042370,0.944,0.16517,793168,29221,23465,1566, 8511,277,2441,38171,643947,23860,15672,1345,7017,214,1631,24392,271491,122250,122250,271491,0,122250,271491,0.3105,0.3105,0,0,0,0.104
871,1,900103, 1,0.9757,718144,0.003618187,0.932,0.24405,809881,35539,11298,1639, 6177,156,2148,33265,652805,28222, 7792,1429,5069,121,1308,21398,274136,113216,113216,274136,0,113216,274136,0.2923,0.2923,0,0,0,0.104
871,2,893613, 1,0.9757,714788,0.003618187,0.932,0.11735,788953,29210,23529,1548, 8726,273,2504,38870,640235,23780,15691,1332,7164,212,1673,24701,271246,122768,122768,271246,0,122768,271246,0.3116,0.3116,0,0,0,0.104
872,1,897764, 1,0.9850,716570,0.001010193,0.936,0.19692,807029,35819,11724,1633, 6155,151,2158,33095,650935,28429, 8056,1429,5046,112,1300,21263,274236,113263,113263,274236,0,113263,274236,0.2923,0.2923,0,0,0,0.104
872,2,895952, 1,0.9850,716362,0.001010193,0.936,0.12908,791805,28930,23103,1554, 8748,278,2494,39040,642105,23573,15427,1332,7187,221,1681,24836,271146,122721,122721,271146,0,122721,271146,0.3116,0.3116,0,0,0,0.104
873,1,898098, 1,0.8435,715827,0.001382605,0.916,0.28496,810529,32713,11400,1540, 6334,176,2096,33310,652210,26212, 7854,1375,5180,142,1319,21535,272806,113207,113207,272806,0,113207,272806,0.2933,0.2933,0,0,0,0.104
873,2,895618, 1,0.8435,717105,0.001382605,0.916,0.09708,788305,32036,23427,1647, 8569,253,2556,38825,640830,25790,15629,1386,7053,191,1662,24564,272576,122777,122777,272576,0,122777,272576,0.3106,0.3106,0,0,0,0.104
874,1,899549, 1,0.9829,717804,0.003000475,0.944,0.27782,809596,35407,11221,1633, 6160,160,2145,33227,652711,28101, 7724,1427,5050,123,1295,21373,274511,113066,113066,274511,0,113066,274511,0.2917,0.2917,0,0,0,0.104
874,2,894167, 1,0.9829,715128,0.003000475,0.944,0.12358,789238,29342,23606,1554, 8743,269,2507,38908,640329,23901,15759,1334,7183,210,1686,24726,270871,122918,122918,270871,0,122918,270871,0.3121,0.3121,0,0,0,0.104
875,1,898463, 1,0.9748,716630,0.001789581,0.940,0.28939,808402,35501,11239,1628, 6180,158,2125,33230,651399,28188, 7755,1425,5072,121,1291,21379,273605,112737,112737,273605,0,112737,273605,0.2918,0.2918,0,0,0,0.104
875,2,895253, 1,0.9748,716302,0.001789581,0.940,0.12109,790432,29248,23588,1559, 8723,271,2527,38905,641641,23814,15728,1336,7161,212,1690,24720,271777,123247,123247,271777,0,123247,271777,0.3120,0.3120,0,0,0,0.104
876,1,898912, 1,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
876,2,894804, 1,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
877,1,899088, 1,0.9827,717557,0.002486458,0.948,0.36685,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
877,2,894628, 1,0.9827,715375,0.002486458,0.948,0.13474,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
878,1,899966, 1,0.7532,717358,0.003465432,0.920,0.25579,814491,30102,11729,1595, 6139,186,2125,33599,656031,23821, 8064,1405,5004,147,1330,21556,274162,114037,114037,274162,0,114037,274162,0.2938,0.2938,0,0,0,0.104
878,2,893750, 1,0.7532,715574,0.003465432,0.920,0.12653,784343,34647,23098,1592, 8764,243,2527,38536,637009,28181,15419,1356,7229,186,1651,24543,271220,121947,121947,271220,0,121947,271220,0.3102,0.3102,0,0,0,0.104
879,1,896067, 1,1.0000,715682,0.000881968,0.940,0.26271,805369,36345,11331,1632, 6132,155,2136,32967,649695,29039, 7866,1426,5030,116,1294,21216,273523,112947,112947,273523,0,112947,273523,0.2923,0.2923,0,0,0,0.104
879,2,897649, 1,1.0000,717250,0.000881968,0.940,0.13358,793465,28404,23496,1555, 8771,274,2516,39168,643345,22963,15617,1335,7203,217,1687,24883,271859,123037,123037,271859,0,123037,271859,0.3116,0.3116,0,0,0,0.104
880,1,901270, 1,0.6683,714227,0.004919396,0.932,0.10494,798468,36129,20529,1648, 6403,143,2411,35539,641459,28850,13394,1407,5269,118,1529,22201,279797,108634,108634,279797,0,108634,279797,0.2797,0.2797,0,0,0,0.104
880,2,892446, 1,0.6683,718705,0.004919396,0.932,0.24672,800366,28620,14298,1539, 8500,286,2241,36596,651581,23152,10089,1354,6964,215,1452,23898,265585,127350,127350,265585,0,127350,265585,0.3241,0.3241,0,0,0,0.104
881,1,895978, 1,0.8882,714398,0.000981203,0.940,0.19203,803543,36224,11631,1626, 6515,144,2272,34023,647727,28735, 8044,1423,5323,109,1372,21665,272456,115314,115314,272456,0,115314,272456,0.2974,0.2974,0,0,0,0.104
881,2,897738, 1,0.8882,718534,0.000981203,0.940,0.17175,795291,28525,23196,1561, 8388,285,2380,38112,645313,23267,15439,1338,6910,224,1609,24434,272926,120670,120670,272926,0,120670,272926,0.3066,0.3066,0,0,0,0.104
882,1,894552, 1,0.9415,715307,0.002571199,0.912,0.25328,803305,36701,11438,1624, 6151,156,2173,33004,648833,29355, 7952,1423,5049,120,1341,21234,272015,113089,113089,272015,0,113089,272015,0.2937,0.2937,0,0,0,0.104
882,2,899164, 1,0.9415,717625,0.002571199,0.912,0.10858,795529,28048,23389,1563, 8752,273,2479,39131,644207,22647,15531,1338,7184,213,1640,24865,273367,122895,122895,273367,0,122895,273367,0.3101,0.3101,0,0,0,0.104
883,1,894032, 1,0.6013,711245,0.003151000,0.904,0.14459,781388,43061,20893,1782, 6579,169,2589,37571,631123,34430,13608,1520,5418,136,1600,23410,274323,118665,118665,274323,0,118665,274323,0.3020,0.3020,0,0,0,0.104
883,2,899684, 1,0.6013,721687,0.003151000,0.904,0.10508,817446,21688,13934,1405, 8324,260,2063,34564,661917,17572, 9875,1241,6815,197,1381,22689,271059,117319,117319,271059,0,117319,271059,0.3021,0.3021,0,0,0,0.104
884,1,893197, 1,0.8865,712317,0.004082029,0.936,0.20099,804509,33979,11094,1598, 6392,169,2115,33341,648428,26850, 7629,1407,5220,135,1290,21358,274163,112364,112364,274163,0,112364,274163,0.2907,0.2907,0,0,0,0.104
884,2,900519, 1,0.8865,720615,0.004082029,0.936,0.12644,794325,30770,23733,1589, 8511,260,2537,38794,644612,25152,15854,1354,7013,198,1691,24741,271219,123620,123620,271219,0,123620,271219,0.3131,0.3131,0,0,0,0.104
885,1,900103, 1,0.9757,718144,0.003618187,0.932,0.24405,809881,35539,11298,1639, 6177,156,2148,33265,652805,28222, 7792,1429,5069,121,1308,21398,274136,113216,113216,274136,0,113216,274136,0.2923,0.2923,0,0,0,0.104
885,2,893613, 1,0.9757,714788,0.003618187,0.932,0.11735,788953,29210,23529,1548, 8726,273,2504,38870,640235,23780,15691,1332,7164,212,1673,24701,271246,122768,122768,271246,0,122768,271246,0.3116,0.3116,0,0,0,0.104
886,1,901243, 1,0.8817,718485,0.004889291,0.932,0.18648,809984,35536,11335,1625, 6414,157,2215,33977,652627,28155, 7827,1422,5232,125,1358,21739,275593,113937,113937,275593,0,113937,275593,0.2925,0.2925,0,0,0,0.104
886,2,892473, 1,0.8817,714447,0.004889291,0.932,0.13892,788850,29213,23492,1562, 8489,272,2437,38158,640413,23847,15656,1339,7001,208,1623,24360,269789,122047,122047,269789,0,122047,269789,0.3115,0.3115,0,0,0,0.104
887,1,898524, 1,0.5167,722778,0.001857596,0.888,0.11207,802877,30581,13996,1490, 9753,278,2483,37066,653896,24157, 9742,1322,7981,210,1609,23861,259257,133966,133966,259257,0,133966,259257,0.3407,0.3407,0,0,0,0.104
887,2,895192, 1,0.5167,710154,0.001857596,0.888,0.11954,795957,34168,20831,1697, 5150,151,2169,35069,639144,27845,13741,1439,4252,123,1372,22238,286125,102018,102018,286125,0,102018,286125,0.2628,0.2628,0,0,0,0.104
888,1,894677, 1,0.8967,712805,0.002431823,0.932,0.23350,804163,35099,11212,1621, 6422,161,2168,33831,647593,27744, 7690,1429,5242,129,1340,21638,270588,113480,113480,270588,0,113480,270588,0.2955,0.2955,0,0,0,0.104
888,2,899039, 1,0.8967,720127,0.002431823,0.932,0.12792,794671,29650,23615,1566, 8481,268,2484,38304,645447,24258,15793,1332,6991,204,1641,24461,274794,122504,122504,274794,0,122504,274794,0.3083,0.3083,0,0,0,0.104
889,1,896755, 1,0.8608,714956,0.000114845,0.908,0.23405,806463,34909,11485,1581, 6452,169,2111,33585,649656,27793, 7916,1393,5289,134,1294,21481,272749,112511,112511,272749,0,112511,272749,0.2920,0.2920,0,0,0,0.104
889,2,896961, 1,0.8608,717976,0.000114845,0.908,0.10842,792371,29840,23342,1606, 8451,260,2541,38550,643384,24209,15567,1368,6944,199,1687,24618,272633,123473,123473,272633,0,123473,272633,0.3117,0.3117,0,0,0,0.104
890,1,892765, 1,0.9042,711389,0.004563710,0.948,0.32042,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
890,2,900951, 1,0.9042,721543,0.004563710,0.948,0.14599,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
891,1,896634, 1,0.8884,714535,0.000249761,0.948,0.25291,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
891,2,897082, 1,0.8884,718397,0.000249761,0.948,0.16021,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
892,1,893581, 1,0.6375,710773,0.003653867,0.896,0.13772,782134,42473,20630,1745, 6642,171,2588,37198,631713,33777,13390,1486,5484,136,1609,23178,273644,117408,117408,273644,0,117408,273644,0.3002,0.3002,0,0,0,0.104
892,2,900135, 1,0.6375,722159,0.003653867,0.896,0.09021,816700,22276,14197,1442, 8261,258,2064,34937,661327,18225,10093,1275,6749,197,1372,22921,271738,118576,118576,271738,0,118576,271738,0.3038,0.3038,0,0,0,0.104
893,1,899234, 1,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
893,2,894482, 1,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
894,1,894580, 1,0.9832,713967,0.002539978,0.936,0.17990,803942,35815,11696,1623, 6151,153,2159,33041,648396,28419, 8046,1421,5042,116,1303,21224,273611,113119,113119,273611,0,113119,273611,0.2925,0.2925,0,0,0,0.104
894,2,899136, 1,0.9832,718965,0.002539978,0.936,0.12472,794892,28934,23131,1564, 8752,276,2493,39094,644644,23583,15437,1340,7191,217,1678,24875,271771,122865,122865,271771,0,122865,271771,0.3113,0.3113,0,0,0,0.104
895,1,892765, 1,0.9042,711389,0.004563710,0.948,0.32042,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
895,2,900951, 1,0.9042,721543,0.004563710,0.948,0.14599,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
896,1,899474, 1,0.8813,717340,0.002916850,0.936,0.27035,806930,36519,11588,1635, 6436,152,2185,34029,650254,29153, 7991,1439,5257,119,1332,21795,272907,113433,113433,272907,0,113433,272907,0.2936,0.2936,0,0,0,0.104
896,2,894242, 1,0.8813,715592,0.002916850,0.936,0.12968,791904,28230,23239,1552, 8467,277,2467,38106,642786,22849,15492,1322,6976,214,1649,24304,272475,122551,122551,272475,0,122551,272475,0.3102,0.3102,0,0,0,0.104
897,1,900173, 1,0.9083,717665,0.003696237,0.936,0.29676,807834,36290,11541,1636, 6457,152,2167,34096,650735,28925, 7992,1440,5279,118,1324,21852,272176,113939,113939,272176,0,113939,272176,0.2951,0.2951,0,0,0,0.104
897,2,893543, 1,0.9083,715267,0.003696237,0.936,0.13361,791000,28459,23286,1551, 8446,277,2485,38039,642305,23077,15491,1321,6954,215,1657,24247,273206,122045,122045,273206,0,122045,273206,0.3088,0.3088,0,0,0,0.104
898,1,898912, 1,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
898,2,894804, 1,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
899,1,896259, 1,0.9061,714781,0.000667887,0.932,0.18590,803905,36186,11672,1626, 6508,146,2281,33935,648204,28701, 8057,1413,5325,109,1373,21599,272142,115641,115641,272142,0,115641,272142,0.2982,0.2982,0,0,0,0.104
899,2,897457, 1,0.9061,718151,0.000667887,0.932,0.15303,794929,28563,23155,1561, 8395,283,2371,38200,644836,23301,15426,1348,6908,224,1608,24500,273240,120343,120343,273240,0,120343,273240,0.3058,0.3058,0,0,0,0.104
900,1,899903, 1,0.5860,715120,0.003395186,0.920,0.11799,795888,37692,20720,1678, 5888,139,2325,35573,640587,30586,13670,1429,4884,116,1469,22379,278655,106194,106194,278655,0,106194,278655,0.2759,0.2759,0,0,0,0.104
900,2,893813, 1,0.5860,717812,0.003395186,0.920,0.22121,802946,27057,14107,1509, 9015,290,2327,36562,652453,21416, 9813,1332,7349,217,1512,23720,266727,129790,129790,266727,0,129790,266727,0.3273,0.3273,0,0,0,0.104
901,1,900728, 1,0.9836,719071,0.004315064,0.932,0.25879,809646,36317,11417,1632, 6178,158,2144,33236,652839,29015, 7911,1426,5066,123,1296,21395,274159,113097,113097,274159,0,113097,274159,0.2920,0.2920,0,0,0,0.104
901,2,892988, 1,0.9836,713861,0.004315064,0.932,0.11599,789188,28432,23410,1555, 8725,271,2508,38899,640201,22987,15572,1335,7167,210,1685,24704,271223,122887,122887,271223,0,122887,271223,0.3118,0.3118,0,0,0,0.104
902,1,898912, 1,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
902,2,894804, 1,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
903,1,899234, 1,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
903,2,894482, 1,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
904,1,899088, 1,0.9827,717557,0.002486458,0.948,0.36685,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
904,2,894628, 1,0.9827,715375,0.002486458,0.948,0.13474,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
905,1,894909, 1,0.9728,714033,0.002173142,0.936,0.25641,804882,35533,11276,1635, 6177,152,2140,33114,648828,28222, 7779,1427,5069,117,1300,21291,272002,112750,112750,272002,0,112750,272002,0.2930,0.2930,0,0,0,0.104
905,2,898807, 1,0.9728,718899,0.002173142,0.936,0.12629,793952,29216,23551,1552, 8726,277,2512,39021,644212,23780,15704,1334,7164,216,1681,24808,273380,123234,123234,273380,0,123234,273380,0.3107,0.3107,0,0,0,0.104
906,1,899234, 1,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
906,2,894482, 1,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
907,1,899088, 1,0.9827,717557,0.002486458,0.948,0.36685,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
907,2,894628, 1,0.9827,715375,0.002486458,0.948,0.13474,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
908,1,899947, 1,0.9082,717173,0.003444246,0.936,0.24414,808548,35474,11369,1647, 6438,148,2188,34135,651246,28085, 7838,1444,5258,114,1328,21860,273098,114219,114219,273098,0,114219,273098,0.2949,0.2949,0,0,0,0.104
908,2,893769, 1,0.9082,715759,0.003444246,0.936,0.14997,790286,29275,23458,1540, 8465,281,2464,38000,641794,23917,15645,1317,6975,219,1653,24239,272284,121765,121765,272284,0,121765,272284,0.3090,0.3090,0,0,0,0.104
909,1,896658, 1,0.8969,714601,0.000223001,0.936,0.28753,805127,35906,11436,1609, 6443,159,2154,33824,648342,28559, 7892,1418,5267,125,1326,21672,271751,113077,113077,271751,0,113077,271751,0.2938,0.2938,0,0,0,0.104
909,2,897058, 1,0.8969,718331,0.000223001,0.936,0.12969,793707,28843,23391,1578, 8460,270,2498,38311,644698,23443,15591,1343,6966,208,1655,24427,273631,122907,122907,273631,0,122907,273631,0.3100,0.3100,0,0,0,0.104
910,1,893340, 1,0.9598,713333,0.003922583,0.928,0.26873,803059,35716,11243,1639, 6169,138,2192,33184,647981,28350, 7749,1426,5049,103,1329,21346,271625,113337,113337,271625,0,113337,271625,0.2944,0.2944,0,0,0,0.104
