draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2280,1,549658, 1,0.6778,436648,0.0017651149,0.9671,0.1930,148867,289964,44933,1746,24178,171,8727,31072,103697,250366,33771,1351,19850,138,6480,20995,122898, 62143,106695,47608, 91672,48322,118948,111361,39212,140063, 70453,146430, 55468, 62143,122898,45048,107168, 62962,143247,2,3,119724, 53867,0.6897,0.6901,1.0000,2.000,0,-0.25606
2280,2,547721, 1,0.6778,450946,0.0017651149,0.9671,0.2635, 33234,464086,10453,1767,14189,149,2665,21178, 22291,392069, 8153,1348,11562,117,1973,13433,129627,118398,124782,96812,106450,91611,155403,135915,80081,167422,129469,182143,109387,118398,129627,89501,130638,119428,174783,2,3,143106,104294,0.5784,0.5735,1.0000,2.000,0,-0.25606
2281,1,551413, 1,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
2281,2,545966, 1,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
2282,1,548328, 1,0.6930,439033,0.0006588426,0.9680,0.2726,118704,328827,39312,1516,20263,164,8525,31017, 82172,281548,29348,1151,17288,126,6370,21030,117153, 76836,103831,58806, 89201,57060,120483,110260,48467,137118, 86782,145616, 69487, 76836,117153,54779,105944, 78136,141368,2,2,117666, 66240,0.6398,0.6394,1.0000,2.000,0,-0.25606
2282,2,549051, 1,0.6930,448561,0.0006588426,0.9680,0.2481, 63397,425223,16074,1997,18104,156,2867,21233, 43816,360887,12576,1548,14124,129,2083,13398,135372,103706,127646,85614,108921,82873,153867,137016,70826,170367,113140,182958, 95368,103706,135372,79770,131862,104254,176661,2,2,145164, 91921,0.6123,0.6084,1.0000,2.000,0,-0.25606
2283,1,551294, 1,0.6233,438039,0.0047467648,0.9667,0.3155,137632,314271,39063,1554,23098,147,7541,27988, 95314,268535,29146,1182,19332,111,5553,18866,116782, 76521,102599,59071, 87396,59193,119483,108652,49075,133921, 87203,142908, 69687, 76521,116782,55781,104532, 78447,138415,2,4,115963, 66792,0.6345,0.6336,1.0000,2.000,0,-0.25606
2283,2,546085, 1,0.6233,449555,0.0047467648,0.9667,0.2175, 44469,439779,16323,1959,15269,173,3851,24262, 30674,373900,12778,1517,12080,144,2900,15562,135743,104021,128878,85349,110726,80740,154867,138625,70218,173564,112719,185666, 95167,104021,135743,78768,133274,103943,179614,2,4,146867, 91369,0.6165,0.6129,1.0000,2.000,0,-0.25606
2284,1,547323, 1,0.8109,440326,0.0024904796,0.9649,0.2030,109442,340755,36026,1398,20110,156,8315,31121, 75741,292304,26943,1065,16950,116,6226,20981,123381, 74434,109640,57189, 96493,53655,126047,116039,46745,146096, 82283,154154, 65637, 74434,123381,52530,112055, 73961,150125,2,1,124550, 63323,0.6629,0.6629,1.0000,2.000,0,-0.25606
2284,2,550056, 1,0.8109,447268,0.0024904796,0.9649,0.2341, 72659,413295,19360,2115,18257,164,3077,21129, 50247,350131,14981,1634,14462,139,2227,13447,129144,106108,121838,87231,101629,86278,148303,131237,72548,161390,117639,174420, 99218,106108,129144,82019,125751,108429,167904,2,1,138280, 94838,0.5932,0.5887,1.0000,2.000,0,-0.25606
2285,1,545985, 1,0.6382,436978,0.0049290172,0.9675,0.3503,117107,332766,37220,1428,20026,165,7704,29569, 80955,284529,27603,1068,17063,127,5731,19902,115451, 80149,102588,61365, 87743,59581,120357,109459,50659,135606, 90125,144639, 72439, 80149,115451,57202,105037, 81283,140123,2,2,116549, 69053,0.6280,0.6270,1.0000,2.000,0,-0.25606
2285,2,551394, 1,0.6382,450616,0.0049290172,0.9675,0.2919, 64994,421284,18166,2085,18341,155,3688,22681, 45033,357906,14321,1631,14349,128,2722,14526,137075,100393,128890,83056,110379,80352,153993,137817,68634,171880,109797,183934, 92416,100393,137075,77347,132769,101106,177906,2,2,146281, 89108,0.6214,0.6179,1.0000,2.000,0,-0.25606
2286,1,550969, 1,0.5793,443498,0.0041544444,0.9615,0.2095,123987,323786,40216,1651,21993,154,8284,30898, 87068,279216,30470,1299,18115,129,6175,21026,130632, 69310,115588,54528, 99129,54549,130340,121567,44498,152568, 77158,160257, 61899, 69310,130632,51192,116656, 69529,156412,4,2,130012, 60323,0.6831,0.6826,1.0000,2.000,0,-0.25606
2286,2,546410, 1,0.5793,444096,0.0041544444,0.9615,0.2408, 58114,430264,15170,1862,16374,166,3108,21352, 38920,363219,11454,1400,13297,126,2278,13402,121894,111232,115889,89892, 98993,85384,144011,125709,74795,154918,122764,168316,102956,111232,121894,83357,121150,112861,161617,4,2,132819, 97838,0.5758,0.5714,1.0000,2.000,0,-0.25606
2287,1,547918, 1,0.6447,433863,0.0014060776,0.9602,0.2349,140790,304449,40550,1639,21268,162,8396,30664, 97691,259744,30382,1263,17633,126,6224,20800,118541, 67641,103500,52070, 89453,50828,116229,108649,43194,135969, 78302,142477, 63290, 67641,118541,48698,104457, 70798,139223,2,3,116403, 59221,0.6628,0.6637,1.0000,2.000,0,-0.25606
2287,2,549461, 1,0.6447,453731,0.0014060776,0.9602,0.2504, 41311,449601,14836,1874,17099,158,2996,21586, 28297,382691,11542,1436,13779,129,2229,13628,133984,112901,127977,92350,108669,89105,158122,138627,76099,171516,121620,186097,101565,112901,133984,85851,133348,111592,178806,2,3,146428, 98940,0.5968,0.5918,1.0000,2.000,0,-0.25606
2288,1,550434, 1,0.5436,448744,0.0031793938,0.9710,0.2790, 67156,407167,23048,1996,13404,178,7162,30323, 46526,346746,17593,1534,10744,144,5337,20120,138221, 90721,128107,74416,112798,68153,149248,136309,60996,172887, 99167,181993, 83567, 90721,138221,67855,131616, 91367,177439,2,2,145652, 79503,0.6469,0.6452,1.0000,2.000,0,-0.25606
2288,2,546945, 1,0.5436,438850,0.0031793938,0.9710,0.5207,114945,346883,32338,1517,24963,142,4230,21927, 79462,295689,24331,1165,20668,111,3116,14308,114304, 89821,103370,70004, 85324,71780,125102,110967,58297,134599,100755,146581, 81288, 89821,114304,66694,106190, 91023,140590,2,2,117178, 78658,0.5983,0.5950,1.0000,2.000,0,-0.25606
2289,1,548805, 1,0.6105,432562,0.0002105016,0.9736,0.3782,146786,301501,41764,1577,21248,164,7619,28146,101548,257573,30859,1171,17093,123,5585,18610,113939, 76534, 99268,58583, 82647,60382,116715,105313,48655,130980, 86585,140234, 68336, 76534,113939,55873,100985, 77462,135608,2,3,112728, 66512,0.6289,0.6272,1.0000,2.000,0,-0.25606
2289,2,548574, 1,0.6105,455032,0.0002105016,0.9736,0.3150, 35315,452549,13622,1936,17119,156,3773,24104, 24440,384862,11065,1528,14319,132,2868,15818,138587,104008,132210,85838,115476,79551,157636,141963,70637,176505,113337,188340, 96519,104008,138587,78675,136821,104928,182421,2,3,150102, 91649,0.6209,0.6179,1.0000,2.000,0,-0.25606
2290,1,546600, 1,0.5822,435800,0.0038081647,0.9623,0.4600,125112,328086,34817,1390,22446,137,7159,27453, 86305,279987,25956,1045,18684,101,5290,18432,114539, 81703,101907,63022, 85992,63238,120438,108629,52387,133199, 92438,143171, 74212, 81703,114539,59549,104241, 83327,138185,2,4,115411, 71167,0.6186,0.6169,1.0000,2.000,0,-0.25606
2290,2,550779, 1,0.5822,451794,0.0038081647,0.9623,0.2667, 56989,425964,20569,2123,15921,183,4233,24797, 39683,362448,15968,1654,12728,154,3163,15996,137986, 98839,129571,81399,112130,76695,153912,138647,66905,174287,107484,185402, 90643, 98839,137986,74999,133565, 99063,179844,2,4,147419, 86994,0.6289,0.6259,1.0000,2.000,0,-0.25606
2291,1,551249, 1,0.5837,442055,0.0046647512,0.9567,0.1785,125621,321299,39055,1707,23781,161,8335,31290, 87803,276249,29614,1332,19503,133,6189,21232,125436, 70086,111080,54751, 94610,54972,126059,117023,44857,146503, 78873,154432, 63341, 70086,125436,51527,112193, 71108,150467,2,4,125021, 61146,0.6716,0.6710,1.0000,2.000,0,-0.25606
2291,2,546130, 1,0.5837,445539,0.0046647512,0.9567,0.2216, 56480,432751,16331,1806,14586,159,3057,20960, 38185,366186,12310,1367,11909,122,2264,13196,127090,110455,120398,89669,103512,84961,148291,130253,74436,160983,121049,174142,101514,110455,127090,83022,125613,111282,167562,2,4,137810, 97015,0.5869,0.5827,1.0000,2.000,0,-0.25606
2292,1,547248, 1,0.7233,434704,0.0026271689,0.9775,0.3133,146286,292930,43517,1658,23485,165,8704,30503,101560,252553,32408,1261,19669,125,6458,20670,117938, 66221,102084,49890, 88145,49704,115868,107146,41089,134052, 75012,141548, 58395, 66221,117938,46895,103310, 66704,137801,1,4,115254, 56718,0.6702,0.6706,1.0000,2.000,0,-0.25606
2292,2,550131, 1,0.7233,452890,0.0026271689,0.9775,0.2833, 35815,461120,11869,1855,14882,155,2688,21747, 24428,389882, 9516,1438,11743,130,1995,13758,134588,114321,129394,94530,109977,90229,158483,140130,78204,173433,124910,187025,106460,114321,134588,87654,134496,115685,180228,1,4,147576,101443,0.5926,0.5880,1.0000,2.000,0,-0.25606
2293,1,551413, 1,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
2293,2,545966, 1,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
2294,1,549907, 1,0.6704,435947,0.0022189235,0.9736,0.3815,144371,300673,41950,1583,23438,162,8216,29514,100105,257757,31190,1190,19587,122,6058,19938,116294, 70316,101039,53435, 86388,53709,115837,106334,44338,132491, 80160,140499, 63242, 70316,116294,50494,102399, 71703,136496,1,4,114126, 60866,0.6522,0.6520,1.0000,2.000,0,-0.25606
2294,2,547472, 1,0.6704,451647,0.0022189235,0.9736,0.2926, 37730,453377,13436,1930,14929,158,3176,22736, 25883,384678,10734,1509,11825,133,2395,14490,136232,110226,130438,90985,111734,86224,158514,140942,74955,174994,119762,188074,101612,110226,136232,84054,135407,110687,181533,1,4,148704, 97294,0.6045,0.6003,1.0000,2.000,0,-0.25606
2295,1,546276, 1,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
2295,2,551103, 1,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
2296,1,551291, 1,0.6777,442982,0.0047412972,0.9567,0.2023,127266,319740,41072,1650,22010,171,8384,30998, 89457,275509,31177,1293,18140,138,6242,21026,132541, 66540,116841,52567,101735,51839,130297,122068,43241,154728, 73876,161267, 59435, 66540,132541,49216,117735, 66656,157997,3,4,131354, 57916,0.6940,0.6940,1.0000,2.000,0,-0.25606
2296,2,546088, 1,0.6777,444612,0.0047412972,0.9567,0.2365, 54835,434310,14314,1863,16357,149,3008,21252, 36531,366926,10747,1406,13272,117,2211,13402,119984,114001,114637,91854, 96387,88094,144053,125208,76052,152757,126046,167307,105420,114001,119984,85333,120071,115734,160032,3,4,131476,100245,0.5674,0.5623,1.0000,2.000,0,-0.25606
2297,1,546417, 1,0.7403,433453,0.0041416867,0.9788,0.3969,144928,293712,43543,1667,22814,168,8750,30835,100770,252127,32543,1280,19186,131,6509,20907,119302, 63555,103532,48442, 89831,47251,115717,108418,39865,135918, 72897,142132, 57903, 63555,119302,45186,104374, 65401,139026,1,2,116407, 54985,0.6792,0.6803,1.0000,2.000,0,-0.25606
2297,2,550962, 1,0.7403,454141,0.0041416867,0.9788,0.3659, 37173,460338,11843,1846,15553,152,2642,21415, 25218,390308, 9381,1419,12226,124,1944,13521,133223,116987,127945,95979,108291,92682,158634,138858,79428,171567,127025,186441,106952,116987,133223,89362,133432,116989,179003,1,2,146423,103176,0.5866,0.5815,1.0000,2.000,0,-0.25606
2298,1,548172, 1,0.7866,444935,0.0009431564,0.9563,0.2206, 66952,402355,23684,1302,15409,167,7514,30789, 45335,342446,17737, 989,12394,129,5642,20263,130085, 92586,119860,74111,104499,68451,142743,128667,60449,161419,101078,171969, 83010, 92586,130085,67671,123942, 92045,166694,3,2,137035, 79947,0.6315,0.6293,1.0000,2.000,0,-0.25606
2298,2,549207, 1,0.7866,442659,0.0009431564,0.9563,0.2141,115149,351695,31702,2211,22958,153,3878,21461, 80653,299989,24187,1710,19018,126,2811,14165,122440, 87956,111618,70309, 93623,71482,131607,118609,58844,146067, 98843,156605, 81845, 87956,122440,66878,113863, 90345,151336,3,2,125795, 78214,0.6166,0.6140,1.0000,2.000,0,-0.25606
2299,1,550970, 1,0.6972,439603,0.0041562669,0.9667,0.3600,128186,322920,38455,1444,20826,153,8473,30513, 88678,276500,28643,1089,17550,114,6327,20702,117187, 75679,103494,57774, 88903,56161,119672,109732,47610,136074, 85613,144506, 68313, 75679,117187,53849,105450, 76964,140291,2,2,117081, 65191,0.6423,0.6421,1.0000,2.000,0,-0.25606
2299,2,546409, 1,0.6972,447991,0.0041562669,0.9667,0.3109, 53915,431130,16931,2069,17541,167,2919,21737, 37310,365935,13281,1610,13862,141,2126,13726,135338,104863,127983,86646,109220,83772,154678,137544,71683,171412,114309,184067, 96542,104863,135338,80700,132356,105426,177739,2,2,145749, 92970,0.6105,0.6065,1.0000,2.000,0,-0.25606
2300,1,549253, 1,0.5841,440265,0.0010269925,0.9580,0.2464,129433,320050,37685,1648,22460,157,7964,29856, 90541,275218,28544,1306,18371,128,5856,20301,129734, 69899,114387,55961, 98128,56474,129476,120163,45997,150914, 78082,158659, 63017, 69899,129734,52811,115538, 70550,154786,3,1,128780, 61571,0.6765,0.6757,1.0000,2.000,0,-0.25606
2300,2,548126, 1,0.5841,447329,0.0010269925,0.9580,0.2129, 52668,434000,17701,1865,15907,163,3428,22394, 35447,367217,13380,1393,13041,127,2597,14127,122791,110643,117091,88459, 99994,83459,144874,127113,73295,156572,121840,169914,101838,110643,122791,81738,122268,111840,163243,3,1,134050, 96590,0.5812,0.5771,1.0000,2.000,0,-0.25606
2301,1,546580, 1,0.6946,437031,0.0038446152,0.9723,0.3877,122616,323080,39594,1518,20213,164,8521,30874, 84879,276796,29530,1154,17236,126,6367,20943,116812, 75053,103153,57297, 88801,55582,119276,109388,47192,136094, 84804,144411, 67682, 75053,116812,53358,105154, 76244,140253,2,2,116848, 64601,0.6440,0.6437,1.0000,2.000,0,-0.25606
2301,2,550799, 1,0.6946,450563,0.0038446152,0.9723,0.3111, 59485,430970,15792,1995,18154,156,2871,21376, 41109,365639,12394,1545,14176,129,2086,13485,135713,105489,128324,87123,109322,84351,155075,137888,72101,171391,115118,184163, 97173,105489,135713,81191,132652,106145,177776,2,2,145982, 93560,0.6094,0.6054,1.0000,2.000,0,-0.25606
2302,1,546046, 1,0.6443,432420,0.0048178432,0.9732,0.3901,149475,292015,42409,1577,24361,165,7660,28384,103859,250690,31540,1190,20323,126,5602,19090,116627, 67822,101023,51487, 86451,51850,114882,106050,42757,132355, 77284,139851, 61024, 67822,116627,48698,102100, 69155,136103,1,2,113891, 58704,0.6599,0.6600,1.0000,2.000,0,-0.25606
2302,2,551333, 1,0.6443,455174,0.0048178432,0.9732,0.3012, 32626,462035,12977,1936,14006,155,3732,23866, 22129,391745,10384,1509,11089,129,2851,15338,135898,112720,130455,92933,111671,88083,159469,141227,76536,175131,122638,188723,103831,112720,135898,85851,135706,113235,181926,1,2,148939, 99457,0.5996,0.5952,1.0000,2.000,0,-0.25606
2303,1,548988, 1,0.7326,436132,0.0005440235,0.9814,0.4085,141286,302115,42604,1625,21873,168,8667,30650, 98020,259364,31708,1228,18461,128,6451,20772,117891, 68038,102417,51426, 88780,49883,116157,107764,42299,134656, 77548,141865, 61296, 68038,117891,47870,103779, 69423,138261,1,2,115647, 58415,0.6644,0.6652,1.0000,2.000,0,-0.25606
2303,2,548391, 1,0.7326,451462,0.0005440235,0.9814,0.3593, 40815,451935,12782,1888,16494,152,2725,21600, 27968,383071,10216,1471,12951,127,2002,13656,134634,112504,129060,92994,109343,90050,158194,139512,76994,172829,122374,186709,103559,112504,134634,86679,134027,112966,179768,1,2,147183, 99746,0.5961,0.5912,1.0000,2.000,0,-0.25606
2304,1,551413, 1,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
2304,2,545966, 1,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
2305,1,548338, 1,0.7326,438013,0.0006406173,0.9645,0.2544,142774,300247,43141,1806,20727,179,8546,30918, 99917,259520,32490,1403,17215,144,6308,21016,130725, 59815,113772,46911,100795,45355,124874,117782,38912,150644, 67122,155788, 53626, 59815,130725,43727,114305, 60375,153216,1,1,127768, 51956,0.7109,0.7119,1.0000,2.000,0,-0.25606
2305,2,549041, 1,0.7326,449581,0.0006406173,0.9645,0.2510, 39327,453803,12245,1707,17640,141,2846,21332, 26071,382915, 9434,1296,14197,111,2145,13412,121800,120727,117706,97509, 97327,94578,149476,129495,80381,156842,132800,172785,111228,120727,121800,90822,123501,122015,164813,1,1,135062,106205,0.5598,0.5539,1.0000,2.000,0,-0.25606
2306,1,550285, 1,0.8957,443148,0.0029078377,0.9671,0.2101,103909,346027,37700,1487,20477,178,8557,31950, 72148,296106,28341,1143,17327,137,6439,21507,127662, 73331,113225,57014,100669,52657,129147,119410,46699,151351, 81068,158406, 65360, 73331,127662,52124,115613, 73215,154879,2,2,128553, 62687,0.6722,0.6725,1.0000,2.000,0,-0.25606
2306,2,547094, 1,0.8957,444446,0.0029078377,0.9671,0.2846, 78192,408023,17686,2026,17890,142,2835,20300, 53840,346329,13583,1556,14085,118,2014,12921,124863,107211,118253,87406, 97453,87276,145203,127866,72594,156134,118854,170168, 99495,107211,124863,82425,122193,109175,163151,2,2,134277, 95474,0.5844,0.5795,1.0000,2.000,0,-0.25606
2307,1,549155, 1,0.7174,435735,0.0008483851,0.9792,0.3386,147197,293947,43545,1652,23657,165,8613,30379,102144,253081,32399,1255,19796,125,6374,20561,118249, 66881,102381,50484, 88207,50487,116481,107465,41640,134346, 75768,141961, 59015, 66881,118249,47537,103633, 67393,138154,1,3,115584, 57379,0.6683,0.6685,1.0000,2.000,0,-0.25606
2307,2,548224, 1,0.7174,451859,0.0008483851,0.9792,0.2876, 34904,460103,11841,1861,14710,155,2779,21871, 23844,389354, 9525,1444,11616,130,2079,13867,134276,113661,129097,93936,109916,89446,157870,139811,77653,173140,124154,186613,105840,113661,134276,87011,134173,114997,179875,1,3,147246,100782,0.5937,0.5892,1.0000,2.000,0,-0.25606
2308,1,551034, 1,0.5918,439660,0.0042729084,0.9662,0.4549,123584,330809,37551,1456,21363,161,7399,28711, 85548,282331,27846,1084,18028,123,5442,19258,115354, 81991,102213,63078, 86477,62880,120805,109004,52412,134730, 92422,144417, 74146, 81991,115354,59457,104624, 83285,139574,2,3,116143, 71155,0.6201,0.6185,1.0000,2.000,0,-0.25606
2308,2,546345, 1,0.5918,447934,0.0042729084,0.9662,0.2857, 58517,423241,17835,2057,17004,159,3993,23539, 40440,360104,14078,1615,13384,132,3011,15170,137171, 98551,129264,81343,111645,77053,153545,138272,66881,172756,107500,184156, 90709, 98551,137171,75092,133182, 99105,178455,2,3,146687, 87006,0.6277,0.6246,1.0000,2.000,0,-0.25606
2309,1,549469, 1,0.6233,436922,0.0014206578,0.9719,0.4179,147904,295015,42242,1674,26666,157,7692,28119,102825,254183,31832,1297,22058,123,5671,18933,119749, 69052,104491,53167, 88521,55552,119690,109709,44111,135970, 78069,144406, 61170, 69052,119749,50944,105602, 69620,140188,2,3,117505, 60186,0.6613,0.6604,1.0000,2.000,0,-0.25606
2309,2,547910, 1,0.6233,450672,0.0014206578,0.9719,0.2412, 34197,459035,13144,1839,11701,163,3700,24131, 23163,388252,10092,1402, 9354,132,2782,15495,132776,111490,126986,91254,109601,84381,154660,137567,75181,171515,121853,184167,103685,111490,132776,83605,132204,112769,177841,2,3,145325, 97975,0.5973,0.5936,1.0000,2.000,0,-0.25606
2310,1,547902, 1,0.7336,435395,0.0014352380,0.9810,0.3765,141439,300836,42652,1625,21920,168,8654,30608, 98147,258465,31749,1228,18493,128,6442,20743,117628, 67624,102202,51051, 88641,49538,115881,107567,41908,134299, 77061,141539, 60742, 67624,117628,47500,103572, 68902,137920,1,2,115394, 57987,0.6656,0.6663,1.0000,2.000,0,-0.25606
2310,2,549477, 1,0.7336,452199,0.0014352380,0.9810,0.3382, 40662,453214,12734,1888,16447,152,2738,21642, 27841,383970,10175,1471,12919,127,2011,13685,134897,112917,129275,93369,109481,90395,158469,139709,77385,173186,122861,187034,104113,112917,134897,87049,134233,113487,180109,1,2,147436,100174,0.5954,0.5906,1.0000,2.000,0,-0.25606
2311,1,546382, 1,0.7380,433021,0.0042054750,0.9511,0.1105,145196,293861,43613,1695,22247,156,8608,31006,100970,252320,32624,1310,18333,123,6390,20951,124691, 59009,107751,45094, 94903,43243,118427,112257,36755,142196, 67385,147577, 53168, 59009,124691,41698,108334, 60277,144887,4,2,121115, 50775,0.7046,0.7063,1.0000,2.000,0,-0.25606
2311,2,550997, 1,0.7380,454573,0.0042054750,0.9511,0.2534, 36905,460189,11773,1818,16120,164,2784,21244, 25018,390115, 9300,1389,13079,132,2063,13477,127834,121533,123726,99326,103219,96690,155923,135019,82538,165289,132537,180996,111687,121533,127834,92851,129472,122113,173142,4,2,141716,107386,0.5689,0.5629,1.0000,2.000,0,-0.25606
2312,1,549164, 1,0.7084,440915,0.0008647878,0.9641,0.2505,113997,333627,39040,1471,21167,164,8536,31162, 79174,285626,29305,1135,17992,127,6423,21133,119722, 77072,106529,59177, 91406,57782,123085,112961,48813,140341, 86832,148756, 69692, 77072,119722,55258,108495, 78263,144549,2,3,120400, 66561,0.6440,0.6435,1.0000,2.000,0,-0.25606
2312,2,548215, 1,0.7084,446679,0.0008647878,0.9641,0.2440, 68104,420423,16346,2042,17200,156,2856,21088, 46814,356809,12619,1564,13420,128,2030,13295,132803,103470,124948,85244,106716,82151,151265,134315,70480,167144,113090,179818, 95163,103470,132803,79291,129311,104126,173480,2,3,142430, 91600,0.6086,0.6046,1.0000,2.000,0,-0.25606
2313,1,548801, 1,0.6105,436652,0.0002032115,0.9714,0.4184,138297,308726,39888,1494,24627,157,7470,28142, 96088,264800,29747,1114,20443,119,5486,18855,115917, 75024,101702,57751, 85528,59491,118744,107601,47985,133431, 84425,142261, 66935, 75024,115917,55076,103393, 75681,137847,2,3,115026, 65268,0.6380,0.6365,1.0000,2.000,0,-0.25606
2313,2,548578, 1,0.6105,450942,0.0002032115,0.9714,0.3025, 43804,445324,15498,2019,13740,163,3922,24108, 29900,377635,12177,1585,10969,136,2967,15573,136608,105518,129776,86669,112594,80442,155607,139676,71307,174054,115497,186312, 97920,105518,136608,79473,134413,106709,180183,2,3,147804, 92893,0.6141,0.6109,1.0000,2.000,0,-0.25606
2314,1,546934, 1,0.7979,435582,0.0031994416,0.9671,0.1880,126424,317284,40565,1528,21343,160,8558,31072, 87968,270992,30381,1172,17609,122,6402,20936,125350, 67223,109722,51880, 96398,49423,122968,115107,42553,145079, 76297,151219, 61382, 67223,125350,47952,111048, 68841,148150,3,2,123692, 58126,0.6803,0.6813,1.0000,2.000,0,-0.25606
2314,2,550445, 1,0.7979,452012,0.0031994416,0.9671,0.3064, 55677,436766,14821,1985,17024,160,2834,21178, 38020,371443,11543,1527,13803,133,2051,13492,127175,113318,121755,92541,101724,90510,151382,132169,76740,162406,123625,177354,103472,113318,127175,86597,126758,113549,169880,3,2,139138,100035,0.5817,0.5764,1.0000,2.000,0,-0.25606
2315,1,546497, 1,0.7427,437136,0.0039958847,0.9714,0.3150,126606,312780,41676,1615,24008,171,8666,30975, 88235,268524,31481,1250,20070,135,6513,20928,120941, 69684,106629,53872, 91019,54181,121325,112239,44425,140005, 78719,147191, 62925, 69684,120941,50826,107803, 70823,143598,2,3,119907, 60634,0.6642,0.6638,1.0000,2.000,0,-0.25606
2315,2,550882, 1,0.7427,450458,0.0039958847,0.9714,0.3244, 55495,441270,13710,1898,14359,149,2726,21275, 37753,373911,10443,1449,11342,120,1940,13500,131584,110858,124848,90548,107103,85752,153025,135037,74868,167481,121203,181382,101930,110858,131584,83722,130003,111567,174431,2,3,142923, 97527,0.5944,0.5902,1.0000,2.000,0,-0.25606
2316,1,548495, 1,0.7409,435203,0.0003544810,0.9797,0.3990,145257,295157,43678,1672,22851,168,8770,30942,100988,253426,32650,1284,19220,131,6519,20985,119686, 63910,103904,48666, 90126,47482,116150,108800,40068,136443, 73284,142717, 58185, 63910,119686,45406,104745, 65736,139580,1,2,116832, 55265,0.6789,0.6799,1.0000,2.000,0,-0.25606
2316,2,548884, 1,0.7409,452391,0.0003544810,0.9797,0.3663, 36844,458893,11708,1841,15516,152,2622,21308, 25000,389009, 9274,1415,12192,124,1934,13443,132839,116632,127573,95754,107996,92451,158201,138476,79224,171043,126638,185857,106670,116632,132839,89143,133061,116654,178449,1,2,145998,102896,0.5866,0.5814,1.0000,2.000,0,-0.25606
2317,1,549125, 1,0.5501,433624,0.0007937094,0.9641,0.4382,127852,330280,35415,1429,18953,138,7178,27880, 87618,280046,25925,1052,15216, 99,5250,18418,110107, 86303, 97399,65905, 80705,66130,117343,104567,54898,129163, 97601,140198, 78039, 86303,110107,62311,100003, 87822,134681,2,3,111355, 74813,0.5981,0.5957,1.0000,2.000,0,-0.25606
