draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1589,2,550466, 1,0.5093,435906,0.0032377146,0.9662,0.5184,124753,337704,33471,1430,20465,134,6406,26103, 85459,286541,24696,1062,16286, 99,4668,17095,110965, 90570, 99176,70049, 80917,71895,121110,106859,58375,130724,101999,142770, 81846, 90570,110965,66773,102015, 91924,136747,2,3,113218, 79122,0.5886,0.5850,1.0000,2.000,0,-0.25606
1590,1,550226, 1,0.6577,441831,0.0028003087,0.9649,0.3838,102941,353816,33168,1321,20127,155,8219,30479, 70627,301814,24643,1003,16952,115,6145,20532,115416, 87318,103754,67168, 87440,66432,124027,111366,55549,137192, 97782,147829, 78538, 87318,115416,63050,106647, 88162,142511,2,3,118147, 75465,0.6102,0.6081,1.0000,2.000,0,-0.25606
1590,2,547153, 1,0.6577,445763,0.0028003087,0.9649,0.2965, 79160,400234,22218,2192,18240,165,3173,21771, 55361,340621,17281,1696,14460,140,2308,13896,137109, 93224,127723,77253,110682,73501,150323,135910,63744,170294,102140,180744, 86316, 93224,137109,71498,131159, 94228,175518,2,3,144684, 82696,0.6363,0.6337,1.0000,2.000,0,-0.25606
1591,1,547723, 1,0.7539,436705,0.0017614698,0.9632,0.2887,126271,317098,40686,1550,21914,164,8649,31391, 87663,271163,30461,1196,18452,129,6462,21179,123032, 68592,108299,53054, 94397,51034,122515,113990,43524,143134, 77434,149851, 62176, 68592,123032,49204,109800, 69806,146493,2,2,122174, 59302,0.6732,0.6736,1.0000,2.000,0,-0.25606
1591,2,549656, 1,0.7539,450889,0.0017614698,0.9632,0.3059, 55830,436952,14700,1963,16453,156,2743,20859, 38325,371272,11463,1503,12960,126,1991,13249,129493,111950,123178,91366,103725,88899,151836,133286,75769,164351,122488,178723,102679,111950,129493,85344,128006,112584,171536,2,2,140657, 98859,0.5873,0.5824,1.0000,2.000,0,-0.25606
1592,1,547831, 1,0.6868,438181,0.0015646372,0.9602,0.1992,116952,328814,37067,1538,24123,160,8269,30908, 81145,281152,28008,1204,19626,128,6165,20753,127210, 72433,112681,57191, 96847,56653,128753,118965,46801,148801, 80725,156534, 65247, 72433,127210,53549,114312, 72987,152667,3,2,127113, 63175,0.6680,0.6672,1.0000,2.000,0,-0.25606
1592,2,549548, 1,0.6868,449413,0.0015646372,0.9602,0.2325, 65149,425236,18319,1975,14244,160,3123,21342, 44843,361283,13916,1495,11786,127,2288,13675,125316,108109,118796,87230,101275,83280,145597,128311,72492,158685,119197,172039, 99608,108109,125316,81000,123494,109403,165362,3,2,135717, 94986,0.5883,0.5843,1.0000,2.000,0,-0.25606
1593,1,548328, 1,0.6930,439033,0.0006588426,0.9680,0.2726,118704,328827,39312,1516,20263,164,8525,31017, 82172,281548,29348,1151,17288,126,6370,21030,117153, 76836,103831,58806, 89201,57060,120483,110260,48467,137118, 86782,145616, 69487, 76836,117153,54779,105944, 78136,141368,2,2,117666, 66240,0.6398,0.6394,1.0000,2.000,0,-0.25606
1593,2,549051, 1,0.6930,448561,0.0006588426,0.9680,0.2481, 63397,425223,16074,1997,18104,156,2867,21233, 43816,360887,12576,1548,14124,129,2083,13398,135372,103706,127646,85614,108921,82873,153867,137016,70826,170367,113140,182958, 95368,103706,135372,79770,131862,104254,176661,2,2,145164, 91921,0.6123,0.6084,1.0000,2.000,0,-0.25606
1594,1,549056, 1,0.6614,445382,0.0006679552,0.9671,0.2407, 95391,365506,29846,2181,17950,199,7611,30372, 67040,312440,22809,1682,15116,162,5698,20435,139237, 74342,125810,61270,113435,55185,141340,131750,50447,167970, 82615,173711, 69584, 74342,139237,55634,128083, 76099,170840,2,2,141894, 65574,0.6839,0.6841,1.0000,1.833,0,-0.17253
1594,2,548323, 1,0.6614,442212,0.0006679552,0.9671,0.4584, 86710,388544,25540,1332,20417,121,3781,21878, 58948,329995,19115,1017,16296, 93,2755,13993,113288,106200,105667,83150, 84687,84747,133010,115526,68846,139515,117307,154863, 95271,106200,113288,78914,109723,106290,147189,2,2,120937, 92587,0.5664,0.5608,0.8333,1.833,0,-0.17253
1595,1,549632, 1,0.5251,433810,0.0017177292,0.9680,0.5035,137683,319306,37436,1512,20991,145,6592,25967, 94876,271357,27618,1122,16851,109,4801,17076,113158, 85062, 99960,65779, 82635,67451,119907,106934,54840,131050, 96310,141814, 77106, 85062,113158,62690,102358, 86709,136433,2,3,113637, 74425,0.6043,0.6016,1.0000,2.000,0,-0.25606
1595,2,547747, 1,0.5251,453784,0.0017177292,0.9680,0.2782, 44418,434744,17950,2001,17376,175,4800,26283, 31112,371078,14306,1577,14561,146,3652,17352,139368, 95480,131518,78642,115487,72482,154443,140342,64453,176435,103612,186759, 87749, 95480,139368,71859,135447, 95680,181596,2,3,149193, 83736,0.6405,0.6382,1.0000,2.000,0,-0.25606
1596,1,546504, 1,0.7349,433312,0.0039831271,0.9749,0.3511,145384,293117,43441,1678,23146,167,8741,30830,100966,251614,32479,1288,19433,131,6493,20908,119061, 63341,103308,48276, 89538,47204,115368,108074,39824,135620, 72783,141841, 57803, 63341,119061,45102,104071, 65294,138731,1,3,116115, 54871,0.6791,0.6802,1.0000,2.000,0,-0.25606
1596,2,550875, 1,0.7349,454282,0.0039831271,0.9749,0.3457, 36717,460933,11945,1835,15221,153,2651,21420, 25022,390821, 9445,1411,11979,124,1960,13520,133464,117201,128169,96144,108585,92729,158982,139202,79469,171865,127139,186733,107052,117201,133464,89447,133735,117096,179298,1,3,146715,103290,0.5868,0.5817,1.0000,2.000,0,-0.25606
1597,1,548130, 1,0.7363,435503,0.0010197024,0.9823,0.4410,148199,290326,44504,1680,23645,168,8781,30827,103034,250468,33257,1290,19868,130,6530,20926,120012, 63285,103876,47584, 90322,46646,116298,108680,39077,136177, 71923,142965, 56099, 63285,120012,44436,104794, 64012,139571,1,2,116904, 54102,0.6836,0.6847,1.0000,2.000,0,-0.25606
1597,2,549249, 1,0.7363,452091,0.0010197024,0.9823,0.3210, 33902,463724,10882,1833,14722,152,2611,21423, 22954,391967, 8667,1409,11544,125,1923,13502,132513,117257,127601,96836,107800,93287,158052,138596,80216,171309,127999,185609,108756,117257,132513,90112,133012,118378,178458,1,2,145926,104059,0.5837,0.5786,1.0000,2.000,0,-0.25606
1598,1,551238, 1,0.6567,442698,0.0046447034,0.9710,0.4042,109537,346021,35487,1380,19365,155,8325,30968, 75537,295869,26479,1042,16461,117,6241,20952,116649, 82657,104595,63229, 89274,61328,122940,111783,52108,138301, 92800,147861, 74593, 82657,116649,58889,107148, 83698,143082,2,2,118772, 71119,0.6255,0.6244,1.0000,2.000,0,-0.25606
1598,2,546141, 1,0.6567,444896,0.0046447034,0.9710,0.3156, 72564,408029,19899,2133,19002,165,3067,21282, 50451,346566,15445,1657,14951,138,2212,13476,135876, 97885,126882,81191,108848,78605,151411,135493,67185,169184,107122,180712, 90262, 97885,135876,75660,130658, 98692,174948,2,2,144058, 87042,0.6234,0.6199,1.0000,2.000,0,-0.25606
1599,1,551413, 1,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
1599,2,545966, 1,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
1600,1,549909, 1,0.6363,438860,0.0022225685,0.9610,0.2845,124662,325342,38778,1479,21469,159,8123,29897, 86297,278048,28897,1120,18144,121,6013,20220,115860, 78318,102469,60157, 87075,60011,119881,108799,49925,134987, 88523,144153, 70700, 78318,115860,56698,104556, 79613,139571,2,4,116175, 67939,0.6310,0.6299,1.0000,2.000,0,-0.25606
1600,2,547470, 1,0.6363,448734,0.0022225685,0.9610,0.2278, 57439,428708,16608,2034,16898,161,3269,22353, 39691,364387,13027,1579,13268,134,2440,14208,136665,102224,129008,84263,111047,79922,154469,138477,69368,172499,111399,184420, 94155,102224,136665,77850,133250,102777,178459,2,4,146655, 90222,0.6191,0.6157,1.0000,2.000,0,-0.25606
1601,1,547059, 1,0.5792,437860,0.0029716260,0.9667,0.3342,133083,310275,40879,1641,27389,154,6779,26859, 92612,267360,30871,1276,22608,121,5041,17971,121592, 73821,107650,57256, 90641,59672,124436,113461,47438,139774, 82680,149235, 65308, 73821,121592,54789,109046, 73995,144504,2,4,120970, 64362,0.6527,0.6512,1.0000,2.000,0,-0.25606
1601,2,550320, 1,0.5792,449734,0.0029716260,0.9667,0.2293, 49018,443775,14507,1872,10978,166,4613,25391, 33376,375075,11053,1423, 8804,134,3412,16457,130933,106721,123827,87165,107481,80261,149915,133815,71854,167712,117242,179339, 99547,106721,130933,79759,128760,108395,173525,2,4,141860, 93799,0.6020,0.5988,1.0000,2.000,0,-0.25606
1602,1,546568, 1,0.5498,448150,0.0038664855,0.9563,0.2410, 82512,383365,26469,1852,21739,168,5191,25272, 58018,329363,20652,1467,17860,142,3910,16738,138158, 84446,127109,69741,109555,68233,147463,134603,57169,167840, 92300,177530, 76363, 84446,138158,65048,129682, 84332,172684,3,2,143180, 74708,0.6571,0.6548,1.0000,2.000,0,-0.25606
1602,2,550811, 1,0.5498,439444,0.0038664855,0.9563,0.1740, 99589,370685,28917,1661,16628,152,6201,26978, 67970,313072,21272,1232,13552,113,4543,17690,114368, 96096,104368,74680, 88567,71699,126888,112673,62123,139646,107622,151044, 88492, 96096,114368,69501,108124, 98058,145345,3,2,119651, 83452,0.5891,0.5865,1.0000,2.000,0,-0.25606
1603,1,549907, 1,0.6245,436905,0.0022189235,0.9680,0.3246,137595,313038,39048,1550,23085,147,7529,27915, 95289,267491,29138,1178,19319,111,5548,18831,116563, 76101,102334,58679, 87180,58823,119056,108335,48745,133532, 86692,142474, 69236, 76101,116563,55416,104226, 77965,138004,2,4,115639, 66379,0.6353,0.6344,1.0000,2.000,0,-0.25606
1603,2,547472, 1,0.6245,450689,0.0022189235,0.9680,0.2300, 44506,441012,16338,1963,15282,173,3863,24335, 30699,374944,12786,1521,12093,144,2905,15597,135963,104441,129143,85742,110942,81110,155294,138941,70548,173953,113230,186100, 95619,104441,135963,79133,133580,104424,180025,2,4,147191, 91782,0.6159,0.6123,1.0000,2.000,0,-0.25606
1604,1,548801, 1,0.6105,436652,0.0002032115,0.9714,0.4184,138297,308726,39888,1494,24627,157,7470,28142, 96088,264800,29747,1114,20443,119,5486,18855,115917, 75024,101702,57751, 85528,59491,118744,107601,47985,133431, 84425,142261, 66935, 75024,115917,55076,103393, 75681,137847,2,3,115026, 65268,0.6380,0.6365,1.0000,2.000,0,-0.25606
1604,2,548578, 1,0.6105,450942,0.0002032115,0.9714,0.3025, 43804,445324,15498,2019,13740,163,3922,24108, 29900,377635,12177,1585,10969,136,2967,15573,136608,105518,129776,86669,112594,80442,155607,139676,71307,174054,115497,186312, 97920,105518,136608,79473,134413,106709,180183,2,3,147804, 92893,0.6141,0.6109,1.0000,2.000,0,-0.25606
1605,1,547481, 1,0.6847,433683,0.0022025207,0.9745,0.2549,152269,285554,44857,1688,23554,167,8724,30668,105823,246278,33495,1298,19427,128,6452,20782,119761, 63048,103358,47396, 89246,47807,115674,107888,39167,135646, 71777,142479, 55869, 63048,119761,44790,104041, 63824,139063,1,2,116293, 54177,0.6822,0.6830,1.0000,2.000,0,-0.25606
1605,2,549898, 1,0.6847,453911,0.0022025207,0.9745,0.2749, 29832,468496,10529,1825,14813,153,2668,21582, 20165,396157, 8429,1401,11985,127,2001,13646,132764,117494,128119,97024,108876,92126,158677,139388,80126,171840,128145,186095,108986,117494,132764,89758,133765,118566,178966,1,2,146537,103984,0.5849,0.5799,1.0000,2.000,0,-0.25606
1606,1,549510, 1,0.5121,437834,0.0014953813,0.9641,0.4792,132947,328382,34246,1518,24396,143,5122,22756, 92024,280049,25688,1151,20161,111,3705,14945,114429, 85448,101922,66617, 84602,68460,122351,109013,55470,132492, 96383,143429, 77445, 85448,114429,63516,104471, 86915,137961,2,3,115462, 74971,0.6063,0.6035,1.0000,2.000,0,-0.25606
1606,2,547869, 1,0.5121,449760,0.0014953813,0.9641,0.2705, 49154,425668,21140,1995,13971,177,6270,29494, 33964,362386,16236,1548,11251,144,4748,19483,138096, 95094,129555,77803,113520,71473,151999,138263,63823,174993,103539,185145, 87410, 95094,138096,71033,133334, 95475,180068,2,3,147368, 83190,0.6392,0.6371,1.0000,2.000,0,-0.25606
1607,1,551413, 1,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
1607,2,545966, 1,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
1608,1,547032, 1,0.5198,433279,0.0030208342,0.9584,0.4160,122381,337469,32317,1347,19353,145,6801,27219, 84177,285918,23839, 993,15381,112,4994,17865,111060, 90180, 99780,69563, 81452,71280,121325,107371,57967,131662,101537,143461, 81266, 90180,111060,66270,102481, 91403,137561,2,3,113730, 78632,0.5912,0.5878,1.0000,2.000,0,-0.25606
1608,2,550347, 1,0.5198,454315,0.0030208342,0.9584,0.2692, 59720,416581,23069,2166,19014,175,4591,25031, 41811,356517,18085,1706,16031,143,3459,16563,141465, 90362,131697,74857,116670,68652,153025,139905,61326,175824, 98385,185113, 83589, 90362,141465,68279,135325, 90987,180468,2,3,149100, 79529,0.6521,0.6505,1.0000,2.000,0,-0.25606
1609,1,547902, 1,0.7336,435395,0.0014352380,0.9810,0.3765,141439,300836,42652,1625,21920,168,8654,30608, 98147,258465,31749,1228,18493,128,6442,20743,117628, 67624,102202,51051, 88641,49538,115881,107567,41908,134299, 77061,141539, 60742, 67624,117628,47500,103572, 68902,137920,1,2,115394, 57987,0.6656,0.6663,1.0000,2.000,0,-0.25606
1609,2,549477, 1,0.7336,452199,0.0014352380,0.9810,0.3382, 40662,453214,12734,1888,16447,152,2738,21642, 27841,383970,10175,1471,12919,127,2011,13685,134897,112917,129275,93369,109481,90395,158469,139709,77385,173186,122861,187034,104113,112917,134897,87049,134233,113487,180109,1,2,147436,100174,0.5954,0.5906,1.0000,2.000,0,-0.25606
1610,1,549979, 1,0.8594,444942,0.0023501452,0.9615,0.1895, 92798,361847,33978,1303,19871,169,8358,31655, 64150,309787,25532, 993,16775,126,6305,21274,126413, 79762,113444,61668,100186,57366,131487,120357,50504,151712, 87468,160211, 70310, 79762,126413,56513,116369, 78891,155962,2,2,129116, 67845,0.6555,0.6551,1.0000,2.000,0,-0.25606
1610,2,547400, 1,0.8594,442652,0.0023501452,0.9615,0.2501, 89303,392203,21408,2210,18496,151,3034,20595, 61838,332648,16392,1706,14637,129,2148,13154,126113,100780,118033,82753, 97936,82567,142864,126919,68789,155774,112454,168363, 94545,100780,126113,78036,121437,103499,162068,2,2,133714, 90315,0.5969,0.5927,1.0000,2.000,0,-0.25606
1611,1,547730, 1,0.5854,443500,0.0017487122,0.9610,0.2158, 60849,416472,19841,1813,14111,186,6229,28229, 41116,351535,14763,1336,11595,143,4641,18371,123777,101521,115758,82125,100702,75897,140343,124741,68165,156396,112296,166835, 94739,101521,123777,75396,120386,103518,161616,4,2,132651, 89124,0.5981,0.5952,1.0000,2.000,0,-0.25606
1611,2,549649, 1,0.5854,444094,0.0017487122,0.9610,0.2364,121252,337578,35545,1700,24256,134,5163,24021, 84872,290900,27161,1363,19817,112,3812,16057,128749, 79021,115720,62295, 97420,64036,134007,122536,51127,151089, 87626,161738, 70116, 79021,128749,59153,117420, 78871,156414,4,2,130180, 69037,0.6535,0.6515,1.0000,2.000,0,-0.25606
1612,1,546276, 1,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
1612,2,551103, 1,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
1613,1,547949, 1,0.5007,453186,0.0013495793,0.9597,0.2442, 52613,421961,21701,2026,18050,175,5101,26322, 36793,361170,17004,1587,15155,140,3862,17475,140345, 91572,131371,75595,115919,69568,153060,139733,61905,176141, 98995,185493, 84014, 91572,140345,69023,135021, 91505,180816,2,3,148866, 80275,0.6497,0.6477,1.0000,2.000,0,-0.25606
1613,2,549430, 1,0.5007,434408,0.0013495793,0.9597,0.4289,129488,332089,33685,1487,20317,145,6291,25928, 89195,281265,24920,1112,16257,115,4591,16953,112181, 88970,100106,68826, 82203,70365,121290,107544,57388,131344,100927,143081, 80841, 88970,112181,65526,102785, 90885,137213,2,3,113964, 77886,0.5940,0.5909,1.0000,2.000,0,-0.25606
1614,1,551413, 1,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
1614,2,545966, 1,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
1615,1,550251, 1,0.8664,446349,0.0028458718,0.9537,0.1658, 81474,376822,31253,1393,19233,159,8225,31692, 56086,321856,23490,1044,16350,120,6211,21192,125694, 82324,113795,64411, 99704,60048,132568,121064,52804,152135, 90575,160741, 73794, 82324,125694,59088,116783, 82186,156438,3,3,129386, 70659,0.6468,0.6459,1.0000,2.000,0,-0.25606
1615,2,547128, 1,0.8664,441245,0.0028458718,0.9537,0.1960,100627,377228,24133,2120,19134,161,3167,20558, 69902,320579,18434,1655,15062,135,2242,13236,126831, 98218,117682,80009, 98418,79885,141782,126212,66488,155351,109347,167833, 91060, 98218,126831,75460,121023,100204,161591,3,3,133444, 87502,0.6040,0.6002,1.0000,2.000,0,-0.25606
1616,1,551378, 1,0.7382,438160,0.0048998568,0.9827,0.4235,147910,294004,44392,1675,23498,168,8792,30939,102855,253418,33176,1286,19754,130,6542,20999,120589, 64359,104469,48431, 90845,47363,117171,109392,39769,137001, 73177,143924, 57172, 64359,120589,45188,105469, 65175,140463,1,2,117627, 55045,0.6812,0.6822,1.0000,2.000,0,-0.25606
1616,2,546001, 1,0.7382,449434,0.0048998568,0.9827,0.3241, 34191,460046,10994,1838,14869,152,2600,21311, 23133,389017, 8748,1413,11658,125,1911,13429,131936,116183,127009,95990,107277,92570,157179,137884,79524,170485,126745,184650,107683,116183,131936,89360,132337,117214,177566,1,2,145203,103116,0.5847,0.5796,1.0000,2.000,0,-0.25606
1617,1,549465, 1,0.5336,452301,0.0014133677,0.9662,0.2227, 41426,436786,19184,1907,14273,186,6247,29456, 28713,370605,14783,1460,12174,150,4787,19629,135319, 98123,127282,80302,112377,73293,150098,136078,66318,171114,108063,180756, 92010, 98123,135319,73304,131459,100037,175935,2,2,144718, 86352,0.6263,0.6243,1.0000,2.000,0,-0.25606
1617,2,547914, 1,0.5336,435293,0.0014133677,0.9662,0.3703,140675,317264,36202,1606,24094,134,5145,22794, 97275,271830,27141,1239,19238,105,3666,14799,117207, 82418,104196,64119, 85745,66640,124252,111198,52975,136372, 91859,147817, 72845, 82418,117207,61244,106347, 82352,142095,2,2,118112, 71809,0.6219,0.6189,1.0000,2.000,0,-0.25606
1618,1,547756, 1,0.6224,447135,0.0017013265,0.9623,0.2341, 76310,387521,26750,2105,16666,195,7457,30752, 53476,330918,20550,1620,14171,160,5591,20649,139454, 80612,127720,66448,114323,60168,145581,134667,54515,171260, 88570,178284, 74705, 80612,139454,60377,130572, 81638,174772,2,3,144470, 70836,0.6710,0.6704,1.0000,2.000,0,-0.25606
1618,2,549623, 1,0.6224,440459,0.0017013265,0.9623,0.4173,105791,366529,28636,1408,21701,125,3935,21498, 72512,311517,21374,1079,17241, 95,2862,13779,113071, 99930,103758,77972, 83799,79765,128769,112609,64778,136226,111352,150290, 90150, 99930,113071,74171,107234,100752,143258,2,3,118360, 87325,0.5754,0.5707,1.0000,2.000,0,-0.25606
1619,1,548945, 1,0.6834,438001,0.0004656550,0.9636,0.1960,136306,302989,43183,1660,24977,167,8663,31000, 95024,261210,32576,1287,20418,132,6465,20889,123393, 67099,108176,51872, 91957,53712,122447,113348,42868,142055, 75391,149305, 59586, 67099,123393,49484,108981, 67489,145680,2,3,121526, 58421,0.6753,0.6748,1.0000,2.000,0,-0.25606
