draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1041,2,917752, 1,0.7174,663361,0.001958560,0.9932,0.2901,171213,684443, 5711, 9780, 8858,1778,3454,32515,106890,513805,4097, 7139, 7296,1244,2362,20528,200401, 68130,221851, 70241,170203, 84024,180950, 73658,175437, 80806,268958,101815,257801,103608,211126, 69185,175531, 79496,263380,102712,1,2, 83183,210800,0.2830,0.2844,0,0,0,0.1884
1042,1,920914, 1,0.6867,712543,0.001480067,0.9926,0.1785, 69405,762838, 9706, 9142,17771,1691,4801,45560, 45743,605014,6346, 6819,14222,1243,3590,29566,206186,121571,225127,117728,188741,146942,201277,129433,192633,141031,281147,185025,276716,182069,215657,119650,194218,139135,278932,183547,1,0,146257,224546,0.3944,0.3943,0,0,0,0.1884
1042,2,918192, 1,0.6867,663857,0.001480067,0.9926,0.2187,170002,687685, 5079, 9761, 8265,1710,3442,32248,105957,516452,3600, 7116, 6786,1199,2337,20410,202868, 68195,223889, 70520,172919, 84141,183513, 73850,178021, 81005,272971,101995,261728,103794,213378, 69358,178152, 79665,267350,102896,1,0, 83357,213701,0.2806,0.2820,0,0,0,0.1884
1043,1,918558, 1,0.9171,695003,0.001082047,0.9866,0.2353,104677,738478, 5427, 8976,10981,1537,4643,43839, 65620,577287,3631, 6660, 9020,1112,3335,28338,220342, 95897,235610, 93873,197565,115662,207968,101678,201767,110615,300559,145593,293502,143857,227977, 94886,202435,109318,297030,144725,1,3,115311,236758,0.3275,0.3279,0,0,0,0.1884
1043,2,920548, 1,0.9171,681397,0.001082047,0.9866,0.3309,134730,712045, 9358, 9927,15055,1864,3600,33969, 86080,544179,6315, 7275,11988,1330,2592,21638,188712, 93869,213406, 94375,164095,115420,176822,101605,168886,111421,253559,141427,244943,142006,201058, 94122,169936,109483,249252,141717,1,3,114304,201489,0.3620,0.3627,0,0,0,0.1884
1044,1,920395, 1,0.7169,711162,0.000915662,0.9932,0.2393, 68280,765564, 8631, 8960,17021,1592,4835,45512, 44505,606503,5522, 6643,13591,1171,3586,29641,210609,121656,229114,118061,193109,146961,205471,129600,196887,141188,287425,184976,282811,182061,219862,119859,198490,139250,285118,183519,1,0,146358,229346,0.3896,0.3894,0,0,0,0.1884
1044,2,918711, 1,0.7169,665238,0.000915662,0.9932,0.3263,171127,684959, 6154, 9943, 9015,1809,3408,32296,107195,514963,4424, 7292, 7417,1271,2341,20335,198445, 68110,219902, 70188,168551, 84121,179319, 73683,173766, 80848,266693,102044,255634,103802,209174, 69149,173880, 79551,261164,102924,1,0, 83257,208902,0.2850,0.2864,0,0,0,0.1884
1045,1,922047, 1,0.8331,703338,0.002712187,0.9823,0.1808,106603,737445, 6737, 9449,11395,1538,4770,44110, 67451,581706,4359, 7000, 9332,1098,3500,28892,213002,108033,229785,105703,191363,128656,202376,113727,195312,123783,286808,159951,280448,158007,221393,106868,196351,122055,283628,158979,1,2,128266,228441,0.3596,0.3600,0,0,0,0.1884
1045,2,917059, 1,0.8331,673062,0.002712187,0.9823,0.3533,132804,713078, 8048, 9454,14641,1863,3473,33698, 84249,539760,5587, 6935,11676,1344,2427,21084,196053, 81733,219231, 82546,170297,102426,182413, 89556,175342, 98253,267310,127069,257997,127856,207642, 82139,176019, 96746,262654,127463,1,2,101349,209806,0.3257,0.3265,0,0,0,0.1884
1046,1,916233, 1,0.7146,709296,0.003610450,0.9942,0.2285, 66323,763275, 9054, 9053,17131,1615,4781,45001, 43668,605341,5835, 6757,13673,1197,3566,29259,207913,121322,226472,117690,191197,146660,203484,129295,194880,140881,283786,184770,279388,181757,217193,119507,196521,138946,281587,183264,1,0,146054,226731,0.3918,0.3916,0,0,0,0.1884
1046,2,922873, 1,0.7146,667104,0.003610450,0.9942,0.2882,173084,687248, 5731, 9850, 8905,1786,3462,32807,108032,516125,4111, 7178, 7335,1245,2361,20717,201141, 68444,222544, 70558,170463, 84422,181306, 73987,175773, 81155,270332,102250,259056,104106,211842, 69501,175849, 79855,264695,103179,1,0, 83560,211517,0.2832,0.2847,0,0,0,0.1884
1047,1,923099, 1,0.8221,704971,0.003856221,0.9872,0.1813,108134,736748, 6777, 9538,11448,1599,4799,44056, 68243,582335,4349, 7071, 9395,1162,3509,28907,215953,104705,231744,102957,192962,125764,204002,111062,197365,120569,290258,155491,283120,154045,223849,103832,198110,119131,286689,154769,1,2,124942,230771,0.3512,0.3517,0,0,0,0.1884
1047,2,916007, 1,0.8221,671429,0.003856221,0.9872,0.3196,131273,713775, 8008, 9365,14588,1802,3444,33752, 83457,539131,5597, 6864,11613,1280,2418,21069,193101, 85061,217272, 85291,168698,105318,180788, 92221,173288,101467,263860,131528,255324,131818,205186, 85176,174260, 99669,259593,131674,1,2,104672,207476,0.3353,0.3360,0,0,0,0.1884
1048,1,917343, 1,0.7152,710004,0.002403342,0.9942,0.2277, 67001,763503, 9108, 9063,17195,1634,4777,45062, 44082,605512,5860, 6768,13720,1203,3567,29292,207607,121335,226131,117723,190721,146810,203061,129380,194456,140974,284006,185017,279539,182004,216869,119529,196081,139054,281772,183511,1,1,146178,226502,0.3922,0.3921,0,0,0,0.1884
1048,2,921763, 1,0.7152,666396,0.002403342,0.9942,0.2877,172406,687020, 5677, 9840, 8841,1767,3466,32746,107618,515954,4086, 7167, 7288,1239,2360,20684,201448, 68431,222885, 70525,170938, 84272,181728, 73903,176198, 81062,270112,102003,258906,103860,212166, 69478,176289, 79746,264509,102932,1,1, 83437,211745,0.2827,0.2841,0,0,0,0.1884
1049,1,918885, 1,0.7161,711918,0.000726440,0.9932,0.2303, 68837,763624, 8924, 9153,16732,1611,4799,45205, 45225,606483,5759, 6829,13389,1196,3584,29453,209133,120828,227202,117401,191309,145952,203553,128814,195111,140228,284688,183334,279946,180525,218168,119115,196659,138331,282317,181930,1,1,145298,227276,0.3900,0.3899,0,0,0,0.1884
1049,2,920221, 1,0.7161,664482,0.000726440,0.9932,0.3066,170570,686899, 5861, 9750, 9304,1790,3444,32603,106475,514983,4187, 7106, 7619,1246,2343,20523,199921, 68938,221814, 70847,170351, 85130,181237, 74469,175543, 81808,269430,103686,258499,105338,210868, 69893,175712, 80469,263965,104512,1,1, 84317,210971,0.2855,0.2869,0,0,0,0.1884
1050,1,922931, 1,0.7183,714515,0.003673524,0.9942,0.2370, 68090,767609, 9069, 9127,17178,1629,4809,45420, 44782,609014,5848, 6813,13719,1204,3578,29557,209160,121713,227640,118134,191985,147187,204388,129737,195760,141356,285899,185339,281300,182423,218400,119924,197379,139426,283599,183881,1,0,146556,228018,0.3913,0.3911,0,0,0,0.1884
1050,2,916175, 1,0.7183,661885,0.003673524,0.9942,0.3032,171317,682914, 5716, 9776, 8858,1772,3434,32388,106918,512452,4098, 7122, 7289,1238,2349,20419,199894, 68053,221376, 70114,169675, 83895,180402, 73546,174893, 80680,268219,101681,257145,103440,210635, 69083,174991, 79374,262683,102562,1,0, 83059,210229,0.2832,0.2846,0,0,0,0.1884
1051,1,917773, 1,0.7155,710549,0.001935723,0.9938,0.2296, 68980,762021, 9019, 9136,17066,1596,4780,45175, 45283,604820,5811, 6820,13624,1186,3564,29441,208202,121132,226631,117651,190060,146328,202371,129046,193873,140518,282552,183788,277725,181072,217417,119392,195436,138630,280139,182430,1,1,145648,225915,0.3920,0.3918,0,0,0,0.1884
1051,2,921333, 1,0.7155,665851,0.001935723,0.9938,0.3061,170427,688502, 5766, 9767, 8970,1805,3463,32633,106417,516646,4135, 7115, 7384,1256,2363,20535,200852, 68634,222385, 70598,171600, 84755,182418, 74237,176780, 81518,271566,103232,260720,104791,211618, 69616,176934, 80170,266143,104012,1,1, 83966,212332,0.2834,0.2847,0,0,0,0.1884
1052,1,922274, 1,0.7179,714096,0.002959046,0.9938,0.2334, 69186,765986, 9011, 9154,17090,1602,4803,45442, 45456,607991,5803, 6836,13646,1180,3576,29608,209296,121090,227513,117569,191633,146303,203932,129036,195442,140515,285839,183997,281116,181197,218405,119330,197004,138618,283478,182597,1,1,145672,227824,0.3900,0.3899,0,0,0,0.1884
1052,2,916832, 1,0.7179,662304,0.002959046,0.9938,0.3103,170221,684537, 5774, 9749, 8946,1799,3440,32366,106244,513475,4143, 7099, 7362,1262,2351,20368,199759, 68676,221503, 70680,170027, 84779,180857, 74247,175212, 81521,268279,103023,257329,104667,210631, 69678,175366, 80183,262804,103845,1,1, 83942,210424,0.2852,0.2865,0,0,0,0.1884
1053,1,919970, 1,0.6966,711885,0.000453481,0.9918,0.1944, 67668,764109, 9557, 9126,17587,1678,4789,45456, 44542,605867,6240, 6796,14060,1233,3575,29572,206732,121350,225496,117589,189645,146705,201941,129363,193359,140910,281953,184713,277389,181751,216114,119470,194983,138992,279671,183232,1,1,146055,225216,0.3934,0.3932,0,0,0,0.1884
1053,2,919136, 1,0.6966,664515,0.000453481,0.9918,0.2187,171739,686414, 5228, 9777, 8449,1723,3454,32352,107158,515599,3706, 7139, 6948,1209,2352,20404,202323, 68416,223520, 70659,172014, 84377,182848, 73920,177295, 81126,272165,102307,261056,104112,212921, 69537,177387, 79808,266611,103210,1,1, 83560,213032,0.2817,0.2832,0,0,0,0.1884
1054,1,924008, 1,0.5409,689667,0.004844745,0.9916,0.3443,145126,696034,11027, 4899,18084,2201,4359,42278, 91751,540933,7108, 3866,14310,1543,3135,27021,186181,105382,201056,103036,170937,132360,186085,112957,176293,125480,250364,165040,244189,165017,193618,104210,177773,123600,247277,165029,1,0,129896,202157,0.3912,0.3901,0,0,0,0.1884
1054,2,915098, 1,0.5409,686733,0.004844745,0.9916,0.1867, 94281,754489, 3758,14004, 7952,1200,3884,35530, 59949,580533,2838,10069, 6698, 899,2792,22955,222873, 84384,247960, 85213,190723, 98722,198705, 90325,194361, 96556,303754,121980,294255,120846,235417, 84798,194597, 95201,299005,121413,1,0, 99718,236090,0.2969,0.2991,0,0,0,0.1884
1055,1,921141, 1,0.8951,698884,0.001726926,0.9914,0.1861,106394,738843, 5818, 9319,10809,1504,4715,43739, 66911,579449,3784, 6886, 8877,1086,3422,28469,218534,100298,233849, 98327,195435,120028,205982,105836,199609,114995,296060,149997,289027,148250,226192, 99313,200343,113619,292543,149124,1,3,119676,234070,0.3383,0.3388,0,0,0,0.1884
1055,2,917965, 1,0.8951,677516,0.001726926,0.9914,0.3304,133013,711680, 8967, 9584,15227,1897,3528,34069, 84789,542017,6162, 7049,12131,1356,2505,21507,190520, 89468,215167, 89922,166225,111054,178807, 97447,171045,107041,258058,137023,249418,137613,202843, 89695,172027,105181,253739,137319,1,3,109938,204178,0.3500,0.3507,0,0,0,0.1884
1056,1,918759, 1,0.5126,691329,0.000863463,0.9916,0.2040, 86423,764488, 3769,14089, 8027,1214,4036,36713, 54763,589135,2867,10127, 6761, 927,2917,23832,226141, 85364,250548, 86419,195156,100459,203050, 91816,198727, 98160,307860,123468,298280,122501,238345, 85892,198979, 96812,303070,122985,1,1,101170,239966,0.2966,0.2985,0,0,0,0.1884
1056,2,920347, 1,0.5126,685071,0.000863463,0.9916,0.4503,152984,686035,11016, 4814,18009,2187,4207,41095, 96937,532331,7079, 3808,14247,1515,3010,26144,182913,104402,198468,101829,166504,130623,181740,111467,171926,123876,246258,163552,240165,163362,190690,103116,173391,121989,243212,163457,1,1,128445,198281,0.3931,0.3921,0,0,0,0.1884
1057,1,918898, 1,0.8712,698029,0.000712303,0.9906,0.1867,106716,736369, 5859, 9404,10487,1500,4739,43824, 67077,578434,3859, 6947, 8608,1086,3444,28574,217059,101967,232538,100097,194366,122038,204998,107750,198470,117080,293306,151925,286419,150174,224799,101032,199279,115622,289862,151050,1,2,121576,232450,0.3434,0.3439,0,0,0,0.1884
1057,2,920208, 1,0.8712,678371,0.000712303,0.9906,0.3318,132691,714154, 8926, 9499,15549,1901,3504,33984, 84623,543032,6087, 6988,12400,1356,2483,21402,191996, 87799,216478, 88152,167293,109044,179792, 95532,172183,104956,260812,135095,252026,135689,204237, 87976,173091,103178,256420,135393,1,2,108038,205798,0.3443,0.3450,0,0,0,0.1884
1058,1,923568, 1,0.5766,689593,0.004366252,0.9892,0.2390,144048,696128,10935, 4954,18164,2211,4410,42718, 91024,541145,7074, 3914,14409,1548,3158,27321,186953,105269,201727,102852,171932,132282,186982,112895,177285,125385,252246,165094,246289,164927,194340,104061,178734,123521,249268,165011,1,1,129815,203344,0.3896,0.3886,0,0,0,0.1884
1058,2,915538, 1,0.5766,686807,0.004366252,0.9892,0.1832, 95359,754395, 3850,13949, 7872,1190,3833,35090, 60676,580321,2872,10021, 6599, 894,2769,22655,222101, 84497,247289, 85396,189728, 98800,197808, 90388,193368, 96651,301872,121926,292155,120936,234696, 84947,193636, 95280,297014,121431,1,1, 99799,234903,0.2982,0.3003,0,0,0,0.1884
1059,1,919350, 1,0.7163,712356,0.000220759,0.9946,0.2319, 68265,764218, 8963, 9113,17139,1614,4807,45231, 44924,606924,5770, 6801,13673,1198,3568,29498,209242,121377,227696,117815,192224,146555,204508,129282,195967,140797,285619,184575,281116,181546,218469,119597,197567,138878,283368,183061,1,0,145993,228052,0.3903,0.3902,0,0,0,0.1884
1059,2,919756, 1,0.7163,664044,0.000220759,0.9946,0.3086,171142,686305, 5822, 9790, 8897,1787,3436,32577,106776,514542,4176, 7134, 7335,1244,2359,20478,199812, 68389,221320, 70433,169436, 84527,180282, 74001,174687, 81239,268499,102445,257328,104317,210566, 69411,174803, 79923,262914,103381,1,0, 83621,210195,0.2846,0.2860,0,0,0,0.1884
1060,1,915377, 1,0.5213,681847,0.004541337,0.9918,0.4456,147658,685779,11040, 4844,18075,2204,4272,41505, 93315,532251,7110, 3829,14297,1536,3069,26440,182264,104393,197652,101865,167080,130941,182192,111700,172412,124167,245316,163669,239461,163458,189958,103129,173896,122270,242388,163564,1,0,128599,198053,0.3937,0.3926,0,0,0,0.1884
1060,2,923729, 1,0.5213,694553,0.004541337,0.9918,0.2149, 91749,764744, 3745,14059, 7961,1197,3971,36303, 58385,589215,2836,10106, 6711, 906,2858,23536,226790, 85373,251364, 86383,194580,100142,202597, 91582,198241, 97869,308802,123351,298984,122405,239077, 85878,198474, 96531,303894,122879,1,0,101015,240194,0.2961,0.2981,0,0,0,0.1884
1061,1,916862, 1,0.5413,684225,0.002926422,0.9916,0.3177,143471,690954,11015, 4856,18063,2195,4308,42000, 90660,536885,7098, 3831,14291,1539,3094,26827,184492,104797,199325,102462,169473,131661,184494,112367,174741,124841,248330,164334,242283,164251,191908,103630,176237,122956,245306,164293,1,0,129245,200447,0.3920,0.3909,0,0,0,0.1884
1061,2,922244, 1,0.5413,692175,0.002926422,0.9916,0.1836, 95936,759569, 3770,14047, 7973,1206,3935,35808, 61040,584581,2848,10104, 6717, 903,2833,23149,224562, 84969,249691, 85786,192187, 99421,200296, 90916,195913, 97195,305788,122686,296162,121612,237127, 85377,196134, 95844,300976,122149,1,0,100369,237800,0.2968,0.2989,0,0,0,0.1884
1062,1,919350, 1,0.7163,712356,0.000220759,0.9946,0.2319, 68265,764218, 8963, 9113,17139,1614,4807,45231, 44924,606924,5770, 6801,13673,1198,3568,29498,209242,121377,227696,117815,192224,146555,204508,129282,195967,140797,285619,184575,281116,181546,218469,119597,197567,138878,283368,183061,1,0,145993,228052,0.3903,0.3902,0,0,0,0.1884
1062,2,919756, 1,0.7163,664044,0.000220759,0.9946,0.3086,171142,686305, 5822, 9790, 8897,1787,3436,32577,106776,514542,4176, 7134, 7335,1244,2359,20478,199812, 68389,221320, 70433,169436, 84527,180282, 74001,174687, 81239,268499,102445,257328,104317,210566, 69411,174803, 79923,262914,103381,1,0, 83621,210195,0.2846,0.2860,0,0,0,0.1884
1063,1,919044, 1,0.7162,711545,0.000553530,0.9944,0.2395, 66868,765266, 9059, 9066,17155,1616,4793,45221, 44039,607001,5840, 6772,13691,1198,3579,29425,208655,121472,227111,117884,191597,146883,203948,129481,195340,141074,285220,184984,280685,182033,217884,119679,196963,139146,282952,183509,1,1,146259,227507,0.3913,0.3912,0,0,0,0.1884
1063,2,920062, 1,0.7162,664855,0.000553530,0.9944,0.2969,172539,685257, 5726, 9837, 8881,1785,3450,32587,107661,514465,4106, 7163, 7317,1244,2348,20551,200399, 68294,221905, 70364,170063, 84199,180842, 73801,175314, 80962,268898,102036,257760,103830,211152, 69329,175407, 79654,263330,102934,1,1, 83355,210740,0.2834,0.2849,0,0,0,0.1884
1064,1,919629, 1,0.7391,690024,0.000082649,0.9892,0.1448,143528,707115, 4777, 9620, 8419,1456,4321,40393, 90044,552021,3272, 7093, 6946,1012,3088,26548,219308, 82398,233104, 81389,186654, 96887,196109, 85971,191561, 92720,290319,118302,279936,118722,226206, 81894,191443, 91858,285127,118512,1,0, 96627,228141,0.2975,0.2988,0,0,0,0.1884
1064,2,919477, 1,0.7391,686376,0.000082649,0.9892,0.2087, 95879,743408,10008, 9283,17617,1945,3922,37415, 61656,569445,6674, 6842,14062,1430,2839,23428,189746,107368,215912,106859,175006,134195,188680,117312,179092,129316,263799,168718,258509,167141,202829,107114,180927,126942,261155,167931,1,0,132987,210106,0.3876,0.3874,0,0,0,0.1884
1065,1,916763, 1,0.7149,710000,0.003034083,0.9936,0.2318, 68269,761902, 8896, 9115,17019,1597,4772,45193, 44791,604888,5745, 6815,13572,1183,3551,29455,208747,121160,227140,117590,191272,146121,203471,128957,194988,140436,284361,183738,279757,180805,217944,119376,196578,138505,282059,182271,1,2,145544,227104,0.3906,0.3905,0,0,0,0.1884
1065,2,922343, 1,0.7149,666400,0.003034083,0.9936,0.3085,171138,688621, 5889, 9788, 9017,1804,3471,32615,106909,516578,4201, 7120, 7436,1259,2376,20521,200308, 68605,221876, 70658,170388, 84961,181319, 74325,175666, 81600,269757,103282,258688,105058,211092, 69632,175792, 80296,264223,104171,1,2, 84070,211143,0.2848,0.2861,0,0,0,0.1884
1066,1,923865, 1,0.7188,713606,0.004689235,0.9924,0.2159, 68872,767491, 9255, 9050,17297,1665,4797,45438, 45103,607714,5944, 6747,13816,1222,3576,29484,207769,121655,226628,118044,190816,147389,203226,129833,194592,141475,284945,186053,280361,183028,217199,119851,196213,139566,282653,184541,1,2,146783,226904,0.3928,0.3926,0,0,0,0.1884
1066,2,915241, 1,0.7188,662794,0.004689235,0.9924,0.2431,170535,683032, 5530, 9853, 8739,1736,3446,32370,106597,513752,4002, 7188, 7192,1220,2351,20492,201285, 68111,222388, 70204,170843, 83693,181564, 73449,176062, 80561,269173,100967,258084,102835,211837, 69157,176158, 79235,263629,101902,1,2, 82831,211343,0.2816,0.2830,0,0,0,0.1884
1067,1,916121, 1,0.9661,688411,0.003732248,0.9904,0.1829,108268,732703, 5002, 9301,11060,1554,4661,43572, 67623,568966,3411, 6870, 9066,1104,3347,28024,220607, 86562,234433, 84914,195440,105619,205381, 92439,200021,100397,302209,132671,294086,131847,227520, 85738,200282, 99485,298147,132259,1,2,104921,236024,0.3077,0.3082,0,0,0,0.1884
1067,2,922985, 1,0.9661,687989,0.003732248,0.9904,0.3228,131139,717820, 9783, 9602,14976,1847,3582,34236, 84077,552500,6535, 7065,11942,1338,2580,21952,188447,103204,214583,103335,166220,125463,179409,110844,170632,121639,251909,154349,244358,154016,201515,103269,172088,119316,248134,154183,1,2,124693,202223,0.3814,0.3819,0,0,0,0.1884
1068,1,917086, 1,0.7151,709990,0.002682825,0.9936,0.2215, 67275,763016, 9061, 9097,17134,1618,4771,45114, 44242,605359,5840, 6785,13678,1197,3554,29335,207584,121342,226058,117740,190588,146723,202924,129335,194321,140917,283731,184800,279245,181849,216821,119542,195945,138992,281488,183324,1,1,146101,226349,0.3923,0.3921,0,0,0,0.1884
1068,2,922020, 1,0.7151,666410,0.002682825,0.9936,0.2888,172132,687507, 5724, 9806, 8902,1783,3472,32694,107458,516107,4106, 7150, 7330,1245,2373,20641,201470, 68424,222958, 70508,171072, 84359,181866, 73948,176333, 81119,270387,102220,259199,104014,212214, 69466,176425, 79809,264794,103118,1,1, 83513,211898,0.2827,0.2841,0,0,0,0.1884
1069,1,914973, 1,0.8396,698355,0.004980681,0.9848,0.2426,104286,734112, 6333, 9016,11016,1510,4885,43815, 66072,578977,4167, 6687, 9069,1083,3586,28714,211446,106777,228079,104441,189944,127327,200732,112447,193842,122307,285934,158082,279602,156113,219762,105610,194841,120693,282768,157097,1,2,126785,227082,0.3583,0.3587,0,0,0,0.1884
1069,2,924133, 1,0.8396,678045,0.004980681,0.9848,0.3737,135121,716411, 8452, 9887,15020,1891,3358,33993, 85628,542489,5779, 7248,11939,1359,2341,21262,197609, 82989,220937, 83807,171716,103755,184057, 90836,176811, 99729,268184,128938,258843,129750,209273, 83398,177529, 98107,263514,129345,1,2,102829,211166,0.3275,0.3282,0,0,0,0.1884
1070,1,918247, 1,0.7157,710933,0.001420255,0.9940,0.2281, 68990,762456, 9011, 9125,17067,1599,4789,45210, 45317,605138,5812, 6806,13626,1186,3571,29477,208682,121207,227027,117734,190213,146351,202549,129040,194030,140541,282631,183800,277825,181082,217855,119471,195599,138644,280228,182441,1,1,145679,226136,0.3918,0.3917,0,0,0,0.1884
1070,2,920859, 1,0.7157,665467,0.001420255,0.9940,0.3041,170417,688067, 5774, 9778, 8969,1802,3454,32598,106383,516328,4134, 7129, 7382,1256,2356,20499,200372, 68558,221989, 70515,171447, 84731,182240, 74243,176623, 81495,271487,103220,260620,104781,211181, 69537,176771, 80156,266054,104001,1,1, 83935,212111,0.2835,0.2849,0,0,0,0.1884
1071,1,923784, 1,0.7187,714938,0.004601149,0.9944,0.2332, 69344,767156, 9045, 9136,17197,1612,4799,45495, 45526,608624,5833, 6818,13726,1198,3576,29637,209551,121565,227999,118000,191700,146816,204057,129463,195496,141008,285321,184706,280595,181864,218775,119783,197085,139095,282958,183285,1,0,146203,227816,0.3909,0.3908,0,0,0,0.1884
1071,2,915322, 1,0.7187,661462,0.004601149,0.9944,0.3104,170063,683367, 5740, 9767, 8839,1789,3444,32313,106174,512842,4113, 7117, 7282,1244,2351,20339,199504, 68201,221017, 70249,169960, 84266,180733, 73820,175158, 81028,268797,102314,257849,103999,210260, 69225,175285, 79705,263324,103157,1,0, 83411,210431,0.2839,0.2853,0,0,0,0.1884
1072,1,923382, 1,0.9452,694706,0.004163980,0.9868,0.1701,109221,738232, 5382, 9358,10964,1546,4614,44065, 68247,574155,3610, 6914, 8968,1108,3313,28391,221732, 89934,236282, 88075,197346,109228,207424, 95729,201655,104146,302419,137261,294851,136041,229007, 89005,202143,103034,298634,136651,1,2,108630,237385,0.3139,0.3144,0,0,0,0.1884
1072,2,915724, 1,0.9452,681694,0.004163980,0.9868,0.4047,130186,712291, 9403, 9545,15072,1855,3629,33743, 83453,547311,6336, 7021,12040,1334,2614,21585,187323, 99832,212734,100174,164314,121854,177365,107554,168999,117890,251699,149758,243594,149822,200028,100003,170227,115767,247648,149791,1,2,120984,200862,0.3759,0.3766,0,0,0,0.1884
1073,1,922569, 1,0.8285,704653,0.003279854,0.9829,0.2092,105520,738961, 6473, 9074,11785,1611,4828,44317, 66885,583385,4267, 6696, 9723,1178,3543,28976,211974,108186,228677,105703,190402,129483,201611,114293,194433,124410,286167,160597,279848,158616,220326,106945,195483,122728,283007,159607,1,2,128756,227586,0.3613,0.3617,0,0,0,0.1884
1073,2,916537, 1,0.8285,671747,0.003279854,0.9829,0.3946,133887,711562, 8312, 9829,14251,1790,3415,33491, 84815,538081,5679, 7239,11285,1264,2384,21000,197080, 81580,220339, 82546,171258,101599,183179, 88990,176220, 97626,267951,126423,258596,127247,208709, 82063,176887, 96072,263274,126836,1,2,100859,210661,0.3238,0.3245,0,0,0,0.1884
1074,1,921330, 1,0.8687,696961,0.001932461,0.9872,0.1622,111534,730410, 7135, 9405,12427,1734,4624,44061, 70143,571983,4688, 6943,10107,1232,3342,28523,215264, 93614,230752, 91857,191231,114562,201892,100467,195864,109210,291496,143080,284114,141966,223008, 92736,196331,108079,287804,142523,1,2,113537,230087,0.3304,0.3307,0,0,0,0.1884
1074,2,917776, 1,0.8687,679439,0.001932461,0.9872,0.3948,127873,720113, 7650, 9498,13609,1667,3619,33747, 81557,549483,5258, 6992,10901,1210,2585,21453,193791, 96152,218264, 96391,170429,116520,182898,102816,174789,112826,262622,143940,254331,143897,206027, 96272,176039,110721,258477,143919,1,2,116077,208161,0.3580,0.3588,0,0,0,0.1884
1075,1,922011, 1,0.7178,713865,0.002673038,0.9944,0.2322, 68570,766234, 9038, 9134,17189,1621,4814,45411, 45037,608133,5826, 6824,13714,1201,3569,29561,209510,121536,228016,117953,192379,146790,204707,129448,196142,141001,286145,184875,281643,181853,218763,119745,197744,139080,283894,183364,1,1,146208,228362,0.3903,0.3902,0,0,0,0.1884
1075,2,917095, 1,0.7178,662535,0.002673038,0.9944,0.3103,170837,684289, 5747, 9769, 8847,1780,3429,32397,106663,513333,4120, 7111, 7294,1241,2358,20415,199544, 68230,221000, 70295,169281, 84292,180083, 73835,174511, 81035,267973,102145,256801,104010,210272, 69262,174626, 79721,262388,103078,1,1, 83406,209885,0.2844,0.2858,0,0,0,0.1884
1076,1,919947, 1,0.7167,711364,0.000428469,0.9932,0.2194, 67105,765770, 9173, 9035,17235,1661,4787,45181, 44063,606769,5898, 6739,13763,1221,3566,29345,207716,121490,226522,117836,191050,147033,203362,129583,194746,141195,284191,185498,279733,182414,217119,119664,196387,139270,281962,183956,1,1,146436,226759,0.3924,0.3922,0,0,0,0.1884
1076,2,919159, 1,0.7167,665036,0.000428469,0.9932,0.2459,172302,684753, 5612, 9868, 8801,1740,3456,32627,107637,514697,4048, 7196, 7245,1221,2361,20631,201338, 68275,222494, 70413,170610, 84049,181428, 73700,175908, 80841,269927,101522,258712,103449,211916, 69344,175983, 79530,264320,102486,1,1, 83178,211488,0.2823,0.2838,0,0,0,0.1884
1077,1,915883, 1,0.9305,688891,0.003991070,0.9908,0.1762,109172,730697, 5679, 9315,11368,1544,4573,43535, 68232,568256,3785, 6871, 9284,1102,3289,28072,219899, 88108,234160, 86374,195040,107290,204969, 94081,199438,102214,299826,134465,292067,133457,227030, 87242,199817,101195,295946,133961,1,3,106570,235056,0.3119,0.3124,0,0,0,0.1884
1077,2,923223, 1,0.9305,687509,0.003991070,0.9908,0.4217,130235,719826, 9106, 9588,14668,1857,3670,34273, 83468,553210,6161, 7064,11724,1340,2638,21904,189155,101658,214856,101874,166620,123792,179821,109202,171215,119822,254292,152555,246378,152406,202005,101766,172553,117606,250336,152481,1,3,123044,203192,0.3772,0.3777,0,0,0,0.1884
1078,1,920466, 1,0.7169,713014,0.000992874,0.9938,0.2333, 68917,764723, 8966, 9149,17028,1592,4791,45300, 45296,607228,5775, 6835,13602,1177,3560,29541,209104,121031,227288,117503,191441,146173,203753,128926,195262,140398,285398,183817,280658,181031,218196,119267,196820,138499,283028,182424,1,1,145554,227557,0.3901,0.3900,0,0,0,0.1884
