draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,gov_18_dem_mil,gov_18_rep_moo,uss_18_dem_rin,uss_18_rep_bra,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2707,2,679176, 3,0.7090,556238,0.002941222,0.9886,0.08253,622293, 4773,11938,5495, 6014,171,2075,26417,515784, 3708, 7933,4104,4924,152,1570,18063,166208,180394,151497,142016,26938,119521,195890,196013,153103,223217,180394,166208,130769, 89218,209615,174497,1,0,138727,172232,0.4461,0.4173,0.2,0.8,0, 0.01183421
2708,1,684063, 3,0.8066,555412,0.004233099,0.9843,0.12403,605410,20729,15305,1786,10925,215,2392,27301,502161,13171,10279,1456,8701,170,1797,17677,198390,151885,176103,128888,38487,102058,249196,160272,202801,190896,151885,198390,115473,107295,175584,225999,1,0,172995,146800,0.5410,0.5083,0.8,1.0,0,-0.09368230
2708,2,678296, 3,0.8066,554673,0.004233099,0.9843,0.08308,622854, 4386,11304,5507, 5743,192,2038,26272,515343, 3380, 7377,4147,4635,162,1568,18061,159142,183601,144622,143525,26706,121257,185850,200401,144271,226628,183601,159142,132391, 85664,213515,165061,1,0,132118,175082,0.4301,0.4034,0.2,1.0,0,-0.09368230
2709,1,683957, 3,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
2709,2,678402, 3,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
2710,1,683957, 3,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
2710,2,678402, 3,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
2711,1,681676, 3,0.9197,557366,0.000728883,0.9772,0.05416,610637,14842,14654,1743,10662,200,2347,26591,508036, 9984, 9924,1431,8511,164,1770,17546,205256,151550,184028,129953,39290,101995,257986,161175,209840,192621,151550,205256,115974,111659,176898,233913,1,1,179280,147459,0.5487,0.5153,0.8,0.8,0,-0.00616640
2711,2,680683, 3,0.9197,552719,0.000728883,0.9772,0.11804,617627,10273,11955,5550, 6006,207,2083,26982,509468, 6567, 7732,4172,4825,168,1595,18192,152276,183936,136697,142460,25903,121320,177060,199498,137232,224903,183936,152276,131890, 81300,212201,157146,1,1,125834,174423,0.4191,0.3935,0.0,0.8,0,-0.00616640
2712,1,682478, 3,0.8077,554822,0.001906252,0.9829,0.12700,603962,20644,15262,1773,10906,209,2402,27320,501626,13117,10236,1443,8693,168,1801,17738,199064,150071,176789,127447,38734,100820,249866,158800,203436,189306,150071,199064,114134,107762,174053,226651,1,0,173578,145289,0.5444,0.5116,0.8,0.8,0, 0.00451387
2712,2,679881, 3,0.8077,555263,0.001906252,0.9829,0.09058,624302, 4471,11347,5520, 5762,198,2028,26253,515878, 3434, 7420,4160,4643,164,1564,18000,158468,185415,143936,144966,26459,122495,185180,201873,143636,228218,185415,158468,133731, 85198,215046,164408,1,0,131536,176593,0.4269,0.4003,0.0,0.8,0, 0.00451387
2713,1,683957, 3,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
2713,2,678402, 3,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
2714,1,683957, 3,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
2714,2,678402, 3,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
2715,1,680558, 3,0.7553,554980,0.000912388,0.9682,0.16928,609455,14688,14477,1837,10771,215,2342,26773,505740, 9803, 9699,1515,8553,169,1753,17748,194976,155893,174428,131000,37802,104165,242862,167233,196405,196747,155893,194976,117583,106115,181990,219634,1,1,169295,151008,0.5285,0.4970,0.6,0.8,0, 0.00897082
2715,2,681801, 3,0.7553,555105,0.000912388,0.9682,0.05222,618809,10427,12132,5456, 5897,192,2088,26800,511764, 6748, 7957,4088,4783,163,1612,17990,162556,179593,146297,141413,27391,119150,192184,193440,150667,220777,179593,162556,130282, 86844,207109,171426,1,1,135819,170875,0.4428,0.4149,0.2,0.8,0, 0.00897082
2716,1,683183, 3,0.7090,553847,0.002941222,0.9886,0.20089,605971,20342,14671,1798,10654,236,2355,27156,501720,12843, 9723,1499,8412,180,1795,17675,191324,155092,169228,130397,38255,103794,239156,164660,193969,194307,155092,191324,117096,103742,179484,216563,1,0,166386,149650,0.5265,0.4956,0.6,0.8,0, 0.01183421
2716,2,679176, 3,0.7090,556238,0.002941222,0.9886,0.08253,622293, 4773,11938,5495, 6014,171,2075,26417,515784, 3708, 7933,4104,4924,152,1570,18063,166208,180394,151497,142016,26938,119521,195890,196013,153103,223217,180394,166208,130769, 89218,209615,174497,1,0,138727,172232,0.4461,0.4173,0.2,0.8,0, 0.01183421
2717,1,679522, 3,0.7560,552065,0.002433279,0.9834,0.15490,601893,20096,15059,1774,10996,232,2414,27058,499383,12832,10036,1477,8711,179,1808,17639,196269,150756,174332,127706,38637,101177,245334,160185,199520,190160,150756,196269,114442,106485,175173,222427,1,1,170818,145997,0.5392,0.5072,0.8,1.0,0,-0.09070046
2717,2,682837, 3,0.7560,558020,0.002433279,0.9834,0.08702,626371, 5019,11550,5519, 5672,175,2016,26515,518121, 3719, 7620,4126,4625,153,1557,18099,161263,184730,146393,144707,26556,122138,189712,200488,147552,227364,184730,161263,133423, 86475,213926,168632,1,1,134295,175885,0.4330,0.4055,0.2,1.0,0,-0.09070046
2718,1,683957, 3,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
2718,2,678402, 3,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
2719,1,683957, 3,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
2719,2,678402, 3,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
2720,1,680343, 3,0.8093,552981,0.001228017,0.9834,0.12853,602450,20214,15237,1782,10834,209,2401,27216,500106,12913,10194,1461,8633,170,1800,17704,198496,150042,176287,127352,38583,100768,249142,158990,202813,189350,150042,198496,114060,107435,174170,225978,1,1,173064,145300,0.5436,0.5109,0.8,0.8,0, 0.00517244
2720,2,682016, 3,0.8093,557104,0.001228017,0.9834,0.09016,625814, 4901,11372,5511, 5834,198,2029,26357,517398, 3638, 7462,4142,4703,162,1565,18034,159036,185444,144438,145061,26610,122547,185904,201683,144259,228174,185444,159036,133804, 85524,214929,165082,1,1,132049,176582,0.4279,0.4012,0.0,0.8,0, 0.00517244
2721,1,682720, 3,0.7537,555883,0.002261518,0.9739,0.13420,611123,15031,14547,1807,10742,212,2349,26909,506364,10004, 9711,1494,8553,166,1760,17831,194550,156241,173658,131266,37793,104521,242835,167367,196483,196958,156241,194550,117894,105726,182163,219659,1,2,169064,151271,0.5278,0.4962,0.6,0.8,0, 0.00896662
2721,2,679639, 3,0.7537,554202,0.002261518,0.9739,0.06803,617141,10084,12062,5486, 5926,195,2081,26664,511140, 6547, 7945,4109,4783,166,1605,17907,162982,179245,147067,141147,27400,118794,192211,193306,150589,220566,179245,162982,129971, 87234,206936,171400,1,2,136050,170612,0.4436,0.4156,0.2,0.8,0, 0.00896662
2722,1,683957, 3,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
2722,2,678402, 3,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
2723,1,683957, 3,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
2723,2,678402, 3,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
2724,1,682263, 3,0.8079,554320,0.001590623,0.9810,0.13447,606593,18466,15054,1770,10724,197,2362,27097,502842,11881,10087,1435,8543,152,1768,17612,198345,152454,176214,129503,38270,102555,249161,161621,202530,192201,152454,198345,116029,107242,176911,225846,1,1,172904,147667,0.5394,0.5066,0.8,1.0,0,-0.09443426
2724,2,680096, 3,0.8079,555765,0.001590623,0.9810,0.09096,621671, 6649,11555,5523, 5944,210,2068,26476,514662, 4670, 7569,4168,4793,180,1597,18126,159187,183032,144511,142910,26923,120760,185885,199052,144542,225323,183032,159187,131835, 85717,212188,165214,1,1,132210,174215,0.4315,0.4048,0.2,1.0,0,-0.09443426
2725,1,680370, 3,0.7502,552142,0.001188380,0.9867,0.15457,602305,20561,15068,1796,10763,219,2373,27285,499343,13031,10064,1475,8561,173,1781,17714,194326,152237,171654,128500,38250,102045,243445,161152,198106,191018,152237,194326,115273,104952,176085,220776,1,1,169156,146990,0.5351,0.5032,0.8,1.0,0,-0.09019064
2725,2,681989, 3,0.7502,557943,0.001188380,0.9867,0.09100,625959, 4554,11541,5497, 5905,188,2057,26288,518161, 3520, 7592,4128,4775,159,1584,18024,163206,183249,149071,143913,26943,121270,191601,199521,148966,226506,183249,163206,132592, 88007,213014,170284,1,1,135957,174892,0.4374,0.4097,0.2,1.0,0,-0.09019064
2726,1,677889, 3,0.7051,549589,0.004830592,0.9886,0.21667,601242,20311,14566,1781,10494,234,2333,26928,497830,12823, 9651,1482,8300,178,1779,17546,189221,154095,167226,129464,37926,103076,236512,163641,191697,193009,154095,189221,116270,102576,178325,214105,1,0,164516,148657,0.5253,0.4946,0.6,1.0,0,-0.08577391
2726,2,684470, 3,0.7051,560496,0.004830592,0.9886,0.08213,627022, 4804,12043,5512, 6174,173,2097,26645,519674, 3728, 8005,4121,5036,154,1586,18192,168311,181391,153499,142949,27267,120239,198534,197032,155375,224515,181391,168311,131594, 90383,210774,176955,1,0,140597,173225,0.4480,0.4190,0.4,1.0,0,-0.08577391
2727,1,678469, 3,0.8213,550891,0.003979127,0.9824,0.12608,600291,20732,15208,1747,10864,209,2400,27018,497909,13186,10229,1424,8656,166,1804,17517,197480,150482,175646,128060,38336,101340,247940,158822,201752,189367,150482,197480,114700,106991,174095,224846,1,0,172231,145614,0.5419,0.5091,0.8,1.0,0,-0.09165995
2727,2,683890, 3,0.8213,559194,0.003979127,0.9824,0.08559,627973, 4383,11401,5546, 5804,198,2030,26555,519595, 3365, 7427,4179,4680,166,1561,18221,160052,185004,145079,144353,26857,121975,187106,201851,145320,228157,185004,160052,133164, 85968,215004,166213,1,0,132883,176268,0.4298,0.4031,0.2,1.0,0,-0.09165995
2728,1,681332, 3,0.7076,552307,0.000223876,0.9891,0.21791,604404,20336,14628,1788,10530,234,2350,27062,500383,12839, 9689,1485,8331,178,1787,17615,190594,154746,168533,130069,38144,103544,238239,164305,193183,193856,154746,190594,116807,103339,179081,215711,1,0,165739,149304,0.5261,0.4953,0.6,1.0,0,-0.08635829
2728,2,681027, 3,0.7076,557778,0.000223876,0.9891,0.08217,623860, 4779,11981,5505, 6138,173,2080,26511,517121, 3712, 7967,4118,5005,154,1578,18123,166938,180740,152192,142344,27049,119771,196807,196368,153889,223668,180740,166938,131058, 89621,210018,175348,1,0,139375,172578,0.4468,0.4179,0.4,1.0,0,-0.08635829
2729,1,681697, 3,0.8083,554181,0.000759712,0.9772,0.12143,604307,19957,15115,1767,10830,206,2386,27129,501568,12746,10153,1433,8645,168,1790,17678,198617,151188,176393,128314,38576,101460,248943,160487,202572,190945,151188,198617,114887,107485,175716,225758,1,2,173020,146479,0.5415,0.5090,0.8,1.0,0,-0.09348934
2729,2,680662, 3,0.8083,555904,0.000759712,0.9772,0.08812,623957, 5158,11494,5526, 5838,201,2044,26444,515936, 3805, 7503,4170,4691,164,1575,18060,158915,184298,144332,144099,26617,121855,186103,200186,144500,226579,184298,158915,132977, 85475,213383,165302,1,2,132093,175403,0.4296,0.4028,0.2,1.0,0,-0.09348934
2730,1,683314, 3,0.8371,555822,0.003133535,0.9819,0.09267,605051,20768,15211,1756,10942,214,2397,26975,502713,13217,10269,1439,8718,171,1814,17481,200619,151469,178648,129248,38793,102161,252000,159530,205086,190724,151469,200619,115705,108721,175127,228543,1,0,175029,146626,0.5442,0.5111,0.8,0.8,0, 0.00090518
2730,2,679045, 3,0.8371,554263,0.003133535,0.9819,0.09180,623213, 4347,11398,5537, 5726,193,2033,26598,514791, 3334, 7387,4164,4618,161,1551,18257,156913,184017,142077,143165,26400,121154,183046,201143,141986,226800,184017,156913,132160, 84239,213972,162516,1,0,130084,175256,0.4260,0.3997,0.0,0.8,0, 0.00090518
2731,1,679571, 3,0.7734,551906,0.002361345,0.9743,0.11987,600837,20732,15336,1808,11039,211,2401,27207,498467,13199,10302,1499,8790,169,1803,17677,196904,150694,174646,128195,38325,101487,246192,159403,200451,189755,150694,196904,114841,106486,174579,223322,1,1,171304,145907,0.5400,0.5076,0.8,1.0,0,-0.09102217
2731,2,682788, 3,0.7734,558179,0.002361345,0.9743,0.08053,627427, 4383,11273,5485, 5629,196,2029,26366,519037, 3352, 7354,4104,4546,163,1562,18061,160628,184792,146079,144218,26868,121828,188854,201270,146621,227769,184792,160628,133023, 86474,214520,167738,1,1,133810,175975,0.4319,0.4049,0.2,1.0,0,-0.09102217
2732,1,683158, 3,0.8179,554551,0.002904521,0.9815,0.12682,604551,20767,15328,1763,10901,210,2417,27221,501274,13208,10299,1435,8683,167,1820,17665,198663,151617,176706,128975,38501,102092,249317,159992,202852,190742,151617,198663,115534,107604,175367,226085,1,0,173208,146684,0.5415,0.5087,0.8,1.0,0,-0.09361659
2732,2,679201, 3,0.8179,555534,0.002904521,0.9815,0.08558,623713, 4348,11281,5530, 5767,197,2013,26352,516230, 3343, 7357,4168,4653,165,1545,18073,158869,183869,144019,143438,26692,121223,185729,200681,144220,226782,183869,158869,132331, 85356,213732,164975,1,0,131906,175199,0.4295,0.4029,0.2,1.0,0,-0.09361659
2733,1,681870, 3,0.7543,554101,0.001013683,0.9810,0.15080,603850,20187,15091,1782,11051,238,2434,27237,501166,12894,10079,1471,8754,184,1824,17729,196734,150767,174931,127648,38821,101105,246134,160134,200222,190167,150767,196734,114377,106876,175151,223178,1,1,171368,145964,0.5400,0.5081,0.8,1.0,0,-0.09121145
2733,2,680489, 3,0.7543,555984,0.001013683,0.9810,0.08673,624414, 4928,11518,5511, 5617,169,1996,26336,516338, 3657, 7577,4132,4582,148,1541,18009,160798,184719,145794,144765,26372,122210,188912,200539,146850,227357,184719,160798,133488, 86083,213948,167881,1,1,133745,175918,0.4319,0.4044,0.2,1.0,0,-0.09121145
2734,1,679677, 3,0.9211,555120,0.002205733,0.9762,0.05296,608232,15484,14619,1714,10733,202,2336,26357,505692,10337, 9964,1407,8553,161,1763,17243,204228,151184,183170,130097,39012,102421,256805,159987,208772,191590,151184,204228,116259,111091,175789,232789,1,3,178397,147056,0.5482,0.5146,0.8,0.8,0,-0.00437911
2734,2,682682, 3,0.9211,554965,0.002205733,0.9762,0.11711,620032, 9631,11990,5579, 5935,205,2094,27216,511812, 6214, 7692,4196,4783,171,1602,18495,153304,184302,137555,142316,26181,120894,178241,200686,138300,225934,184302,153304,131605, 81868,213310,158271,1,3,126716,174826,0.4202,0.3947,0.0,0.8,0,-0.00437911
2735,1,678926, 3,0.7491,550682,0.003308232,0.9872,0.18951,600788,20567,15109,1791,10802,220,2368,27281,497871,13032,10069,1474,8601,174,1775,17686,193652,151476,171029,127751,38228,101438,242548,160301,197414,189995,151476,193652,114595,104629,175148,219981,1,0,168574,146192,0.5356,0.5038,0.8,1.0,0,-0.08888786
2735,2,683433, 3,0.7491,559403,0.003308232,0.9872,0.08702,627476, 4548,11500,5502, 5866,187,2062,26292,519633, 3519, 7587,4129,4735,158,1590,18052,163880,184010,149696,144662,26965,121877,192498,200372,149658,227529,184010,163880,133270, 88331,213951,171078,1,0,136539,175690,0.4373,0.4095,0.2,1.0,0,-0.08888786
2736,1,683757, 3,0.8638,558266,0.003783878,0.9753,0.09801,612454,14813,14594,1711,10840,206,2368,26771,508842, 9924, 9820,1409,8616,159,1792,17704,202683,154051,181984,131349,38825,103437,254261,163966,206485,195274,154051,202683,117393,110405,179620,230373,1,0,176848,149615,0.5417,0.5088,0.8,0.8,0,-0.00550805
2736,2,678602, 3,0.8638,551819,0.003783878,0.9753,0.08672,615810,10302,12015,5582, 5828,201,2062,26802,508662, 6627, 7836,4194,4720,173,1573,18034,154849,181435,138741,141064,26368,119878,180785,196707,140587,222250,181435,154849,130471, 82555,209479,160686,1,0,128266,172267,0.4268,0.4006,0.0,0.8,0,-0.00550805
2737,1,679231, 3,0.8169,551461,0.002860480,0.9791,0.10688,600840,20766,15262,1773,10900,209,2389,27092,498343,13207,10245,1442,8685,166,1805,17568,197826,150275,175917,127784,38409,101054,248139,158501,201981,189059,150275,197826,114419,107163,173780,225060,1,0,172454,145335,0.5427,0.5099,0.8,1.0,0,-0.09164909
2737,2,683128, 3,0.8169,558624,0.002860480,0.9791,0.08234,627424, 4349,11347,5520, 5768,198,2041,26481,519161, 3344, 7411,4161,4651,166,1560,18170,159706,185211,144808,144629,26784,122261,186907,202172,145091,228465,185211,159706,133445, 85796,215319,165999,1,0,132659,176548,0.4290,0.4024,0.2,1.0,0,-0.09164909
2738,1,682327, 3,0.7753,553969,0.001684578,0.9715,0.10292,603315,20746,15389,1827,11127,221,2414,27288,500386,13201,10290,1511,8860,179,1814,17728,196977,151007,174834,128457,38415,101714,246211,159644,200340,190057,151007,196977,115086,106625,174851,223276,1,1,171355,146176,0.5396,0.5073,0.8,1.0,0,-0.09124957
2738,2,680032, 3,0.7753,556116,0.001684578,0.9715,0.07732,624949, 4369,11220,5466, 5541,186,2016,26285,517118, 3350, 7366,4092,4476,153,1551,18010,160555,184479,145891,143956,26778,121601,188835,201029,146732,227467,184479,160555,132779, 86335,214248,167784,1,1,133758,175706,0.4322,0.4051,0.2,1.0,0,-0.09124957
2739,1,681697, 3,0.8083,554181,0.000759712,0.9772,0.12143,604307,19957,15115,1767,10830,206,2386,27129,501568,12746,10153,1433,8645,168,1790,17678,198617,151188,176393,128314,38576,101460,248943,160487,202572,190945,151188,198617,114887,107485,175716,225758,1,2,173020,146479,0.5415,0.5090,0.8,1.0,0,-0.09348934
2739,2,680662, 3,0.8083,555904,0.000759712,0.9772,0.08812,623957, 5158,11494,5526, 5838,201,2044,26444,515936, 3805, 7503,4170,4691,164,1575,18060,158915,184298,144332,144099,26617,121855,186103,200186,144500,226579,184298,158915,132977, 85475,213383,165302,1,2,132093,175403,0.4296,0.4028,0.2,1.0,0,-0.09348934
2740,1,681332, 3,0.7076,552307,0.000223876,0.9891,0.21791,604404,20336,14628,1788,10530,234,2350,27062,500383,12839, 9689,1485,8331,178,1787,17615,190594,154746,168533,130069,38144,103544,238239,164305,193183,193856,154746,190594,116807,103339,179081,215711,1,0,165739,149304,0.5261,0.4953,0.6,1.0,0,-0.08635829
2740,2,681027, 3,0.7076,557778,0.000223876,0.9891,0.08217,623860, 4779,11981,5505, 6138,173,2080,26511,517121, 3712, 7967,4118,5005,154,1578,18123,166938,180740,152192,142344,27049,119771,196807,196368,153889,223668,180740,166938,131058, 89621,210018,175348,1,0,139375,172578,0.4468,0.4179,0.4,1.0,0,-0.08635829
2741,1,678961, 3,0.8103,552646,0.003256851,0.9810,0.13274,606003,16192,14819,1718,10762,194,2327,26946,502595,10693, 9978,1397,8576,149,1729,17529,197472,152540,175514,129666,37909,102662,248486,161548,201922,192177,152540,197472,116164,106712,176863,225204,1,2,172261,147719,0.5383,0.5055,0.8,1.0,0,-0.09385415
2741,2,683398, 3,0.8103,557439,0.003256851,0.9810,0.09094,622261, 8923,11790,5575, 5906,213,2103,26627,514909, 5858, 7678,4206,4760,183,1636,18209,160060,182946,145211,142747,27284,120653,186560,199125,145150,225347,182946,160060,131700, 86248,212236,165855,1,2,132853,174164,0.4327,0.4062,0.2,1.0,0,-0.09385415
2742,1,683957, 3,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
2742,2,678402, 3,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
2743,1,683453, 3,0.8070,554961,0.003337593,0.9829,0.12397,604868,20721,15302,1763,10925,213,2422,27239,501748,13177,10274,1439,8696,169,1825,17633,198603,151519,176652,128737,38687,101765,249599,159844,203200,190490,151519,198603,115251,107670,175167,226400,1,0,173348,146471,0.5420,0.5094,0.8,1.0,0,-0.09362909
2743,2,678906, 3,0.8070,555124,0.003337593,0.9829,0.08694,623396, 4394,11307,5530, 5743,194,2008,26334,515756, 3374, 7382,4164,4640,163,1540,18105,158929,183967,144073,143676,26506,121550,185447,200829,143872,227034,183967,158929,132613, 85290,213932,164660,1,0,131765,175411,0.4290,0.4022,0.2,1.0,0,-0.09362909
2744,1,682726, 3,0.7537,554602,0.002270327,0.9819,0.14913,605078,19882,15116,1782,10981,228,2391,27268,501896,12665,10075,1484,8702,178,1791,17811,196287,152041,174387,128530,38542,101932,245469,161740,199635,191774,152041,196287,115231,106465,176757,222552,1,1,170864,147203,0.5372,0.5053,0.8,1.0,0,-0.09195319
2744,2,679633, 3,0.7537,555483,0.002270327,0.9819,0.08530,623186, 5233,11493,5511, 5687,179,2039,26305,515608, 3886, 7581,4119,4634,154,1574,17927,161245,183445,146338,143883,26651,121383,189577,198933,147437,225750,183445,161245,132633, 86495,212342,168507,1,1,134250,174679,0.4346,0.4070,0.2,1.0,0,-0.09195319
2745,1,677889, 3,0.7051,549589,0.004830592,0.9886,0.21667,601242,20311,14566,1781,10494,234,2333,26928,497830,12823, 9651,1482,8300,178,1779,17546,189221,154095,167226,129464,37926,103076,236512,163641,191697,193009,154095,189221,116270,102576,178325,214105,1,0,164516,148657,0.5253,0.4946,0.6,1.0,0,-0.08577391
2745,2,684470, 3,0.7051,560496,0.004830592,0.9886,0.08213,627022, 4804,12043,5512, 6174,173,2097,26645,519674, 3728, 8005,4121,5036,154,1586,18192,168311,181391,153499,142949,27267,120239,198534,197032,155375,224515,181391,168311,131594, 90383,210774,176955,1,0,140597,173225,0.4480,0.4190,0.4,1.0,0,-0.08577391
2746,1,683957, 3,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
2746,2,678402, 3,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
2747,1,677889, 3,0.7051,549589,0.004830592,0.9886,0.21667,601242,20311,14566,1781,10494,234,2333,26928,497830,12823, 9651,1482,8300,178,1779,17546,189221,154095,167226,129464,37926,103076,236512,163641,191697,193009,154095,189221,116270,102576,178325,214105,1,0,164516,148657,0.5253,0.4946,0.6,1.0,0,-0.08577391
2747,2,684470, 3,0.7051,560496,0.004830592,0.9886,0.08213,627022, 4804,12043,5512, 6174,173,2097,26645,519674, 3728, 8005,4121,5036,154,1586,18192,168311,181391,153499,142949,27267,120239,198534,197032,155375,224515,181391,168311,131594, 90383,210774,176955,1,0,140597,173225,0.4480,0.4190,0.4,1.0,0,-0.08577391
