draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_ayo,uss_16_dem_has,gov_16_rep_sun,gov_16_dem_van,gov_18_rep_sun,gov_18_dem_kel,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_sha,uss_20_rep_mes,gov_20_dem_fel,gov_20_rep_sun,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2024,1,689186, 1,0.7107,565898,0.0006119653,0.9784,0.2048,19604,619562, 5274,1098,14820,166,2518,26144,13310,515621,4206, 959,11945,128,1936,17793,182355,179209,184654,183689,187166,172042,160146,136180,219624,194026,232952,173876,137040,272719,184725,178313,160146,136180,213541,196540,1,0,180105,193564,0.4820,0.4815,0.2857,0.8571,0, 0.05193
2024,2,688343, 1,0.7107,554782,0.0006119653,0.9784,0.4680,39850,581087,13381,1201,20784,222,3398,28420,26490,480130,9652, 971,16044,175,2507,18813,163435,169318,168978,170960,166874,165547,142617,126179,205313,171634,217825,152354,127599,243890,166429,168608,142617,126179,189292,183579,1,0,168963,172826,0.4943,0.4937,0.5714,0.8571,0, 0.05193
2025,1,690087, 1,0.7036,562603,0.0019201048,0.9761,0.3789,19723,619440, 6447,1073,14490,192,2517,26205,13231,512333,4940, 923,11508,144,1929,17595,185721,174860,187244,180086,189440,169660,163649,130920,215432,197186,230114,175975,132921,276695,187468,174868,163649,130920,216619,192823,1,0,176285,196559,0.4728,0.4722,0.2857,1.0000,0,-0.01715
2025,2,687442, 1,0.7036,558077,0.0019201048,0.9761,0.1900,39731,581209,12208,1226,21114,196,3399,28359,26569,483418,8918,1007,16481,159,2514,19011,160070,173667,166389,174563,164600,167929,139114,131440,209505,168474,220663,150255,131718,239914,163686,172053,139114,131440,186214,187296,1,0,172784,169831,0.5043,0.5038,0.7143,1.0000,0,-0.01715
2026,1,686135, 1,0.7129,563285,0.0038177055,0.9772,0.2130,19543,616802, 5281,1084,14764,165,2495,26001,13266,513259,4212, 944,11908,127,1913,17656,181823,177389,183810,182074,186257,170506,159335,134589,217317,193427,230786,173207,135327,271612,183963,176656,159335,134589,212749,194478,1,0,178284,192782,0.4805,0.4800,0.2857,0.8571,0, 0.05095
2026,2,691394, 1,0.7129,557395,0.0038177055,0.9772,0.5016,39911,583847,13374,1215,20840,223,3421,28563,26534,482492,9646, 986,16081,176,2530,18950,163967,171138,169822,172576,167783,167083,143428,127770,207620,172233,219992,153023,129312,244997,167191,170266,143428,127770,190084,185641,1,0,170785,173607,0.4959,0.4952,0.5714,0.8571,0, 0.05095
2027,1,687738, 1,0.6066,552902,0.0014903497,0.9790,0.3254,42499,580585,11768, 880,22282,181,3414,26129,28047,478791,8466, 704,17280,144,2535,16935,176328,168449,182184,168503,184233,157990,154950,122861,208706,185502,220660,167084,124583,264176,180915,164981,154950,122861,205587,184650,1,0,167393,187780,0.4713,0.4703,0.2857,1.0000,0,-0.02722
2027,2,689791, 1,0.6066,567778,0.0014903497,0.9790,0.2557,16955,620064, 6887,1419,13322,207,2502,28435,11753,516960,5392,1226,10709,159,1908,19671,169462,180077,171448,186147,169807,179599,147813,139498,216231,180158,230117,159146,140056,252433,170238,181941,147813,139498,197246,195469,1,0,181675,178610,0.5043,0.5041,0.7143,1.0000,0,-0.02722
2028,1,690804, 1,0.7095,567173,0.0029610992,0.9772,0.2082,19626,621140, 5297,1090,14767,165,2500,26219,13332,516895,4216, 952,11918,127,1920,17813,183250,178296,185200,183086,187627,171496,160588,135179,218425,194936,231974,174530,135852,273613,185358,177625,160588,135179,214360,195418,1,0,179187,194250,0.4798,0.4794,0.2857,0.8571,0, 0.05192
2028,2,686725, 1,0.7095,553507,0.0029610992,0.9772,0.4688,39828,579509,13358,1209,20837,223,3416,28345,26468,478856,9642, 978,16071,176,2523,18793,162540,170231,168432,171564,166413,166092,142176,127181,206513,170725,218803,151700,128787,242996,165795,169296,142176,127181,188473,184701,1,0,169882,172140,0.4967,0.4960,0.5714,0.8571,0, 0.05192
2029,1,685936, 1,0.7131,563203,0.0041066286,0.9790,0.2152,19514,616707, 5248,1089,14729,166,2491,25992,13252,513224,4187, 947,11872,128,1915,17678,181850,177608,183894,182233,186329,170688,159395,134788,217529,193479,230911,173323,135584,271594,184024,176842,159395,134788,212798,194676,1,0,178477,192838,0.4807,0.4802,0.2857,0.8571,0, 0.05105
2029,2,691593, 1,0.7131,557477,0.0041066286,0.9790,0.4868,39940,583942,13407,1210,20875,222,3425,28572,26548,482527,9671, 983,16117,175,2528,18928,163941,170919,169738,172417,167711,166901,143368,127571,207408,172181,219866,152907,129055,245016,167129,170079,143368,127571,190034,185443,1,0,170591,173551,0.4957,0.4950,0.5714,0.8571,0, 0.05105
2030,1,688541, 1,0.6592,566419,0.0003244941,0.9727,0.1800,19092,619176, 5187,1189,14493,159,2513,26732,12985,516232,4150,1029,11675,125,1928,18295,180426,178620,182016,183608,184630,172094,157882,135924,218235,191691,231601,171520,136887,269151,182357,178107,157882,135924,210788,195575,1,0,179567,191046,0.4845,0.4841,0.4286,0.8571,0, 0.04624
2030,2,688988, 1,0.6592,554261,0.0003244941,0.9727,0.4247,40362,581473,13468,1110,21111,229,3403,27832,26815,479519,9708, 901,16314,178,2515,18311,165364,169906,171617,171041,169410,165494,144882,126435,206703,173969,219176,154709,127752,247458,168797,168814,144882,126435,192045,184543,1,0,169501,175344,0.4915,0.4908,0.4286,0.8571,0, 0.04624
2031,1,685338, 1,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
2031,2,692191, 1,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
2032,1,689186, 1,0.7107,565898,0.0006119653,0.9784,0.2048,19604,619562, 5274,1098,14820,166,2518,26144,13310,515621,4206, 959,11945,128,1936,17793,182355,179209,184654,183689,187166,172042,160146,136180,219624,194026,232952,173876,137040,272719,184725,178313,160146,136180,213541,196540,1,0,180105,193564,0.4820,0.4815,0.2857,0.8571,0, 0.05193
2032,2,688343, 1,0.7107,554782,0.0006119653,0.9784,0.4680,39850,581087,13381,1201,20784,222,3398,28420,26490,480130,9652, 971,16044,175,2507,18813,163435,169318,168978,170960,166874,165547,142617,126179,205313,171634,217825,152354,127599,243890,166429,168608,142617,126179,189292,183579,1,0,168963,172826,0.4943,0.4937,0.5714,0.8571,0, 0.05193
2033,1,687070, 1,0.7122,564422,0.0024602023,0.9744,0.1919,19553,617712, 5297,1088,14768,167,2490,25995,13294,514335,4233, 949,11908,129,1911,17663,181914,178769,184261,183163,186798,171496,159842,135647,218813,193394,232086,173354,136411,271930,184324,177809,159842,135647,212892,195771,1,0,179484,193071,0.4818,0.4813,0.2857,0.8571,0, 0.05157
2033,2,690459, 1,0.7122,556258,0.0024602023,0.9744,0.3954,39901,582937,13358,1211,20836,221,3426,28569,26506,481416,9625, 981,16081,174,2532,18943,163877,169758,169372,171486,167242,166093,142922,126712,206125,172266,218691,152876,128228,244680,166830,169112,142922,126712,189940,184348,1,0,169585,173319,0.4946,0.4939,0.5714,0.8571,0, 0.05157
2034,1,685338, 1,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
2034,2,692191, 1,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
2035,1,688385, 1,0.7113,565231,0.0005509866,0.9784,0.2102,19595,618820, 5274,1095,14815,166,2511,26109,13303,515009,4206, 956,11940,128,1929,17760,182084,179082,184393,183552,186924,171892,159926,136070,219452,193707,232765,173588,136944,272319,184466,178175,159926,136070,213205,196388,1,0,179965,193278,0.4822,0.4817,0.2857,0.8571,0, 0.05177
2035,2,689144, 1,0.7113,555449,0.0005509866,0.9784,0.5090,39859,581829,13381,1204,20789,222,3405,28455,26497,480742,9652, 974,16049,175,2514,18846,163707,169444,169239,171097,167116,165697,142837,126289,205486,171953,218012,152642,127695,244291,166687,168746,142837,126289,189628,183731,1,0,169103,173112,0.4941,0.4935,0.5714,0.8571,0, 0.05177
2036,1,690053, 1,0.6636,562562,0.0018707410,0.9687,0.3141,19929,618693, 6526,1084,14650,202,2527,26442,13418,511653,5004, 934,11651,153,1927,17822,183580,176173,185232,181337,186848,171256,161212,132144,216327,194243,230849,173164,133984,273442,185219,176255,161212,132144,213616,193721,1,0,177439,193960,0.4778,0.4772,0.2857,0.8571,0, 0.05121
2036,2,687476, 1,0.6636,558118,0.0018707410,0.9687,0.1513,39525,581956,12129,1215,20954,186,3389,28122,26382,484098,8854, 996,16338,150,2516,18784,162211,172353,168400,173312,167193,166333,141551,130215,208610,171417,219928,153065,130655,243167,165934,170667,141551,130215,189216,186398,1,0,171630,172429,0.4988,0.4983,0.5714,0.8571,0, 0.05121
2037,1,689290, 1,0.7322,563159,0.0007629603,0.9710,0.1821,19572,619166, 6495,1100,14461,164,2480,25852,13150,513189,5005, 955,11478,124,1901,17357,185258,173746,186295,179460,189002,168298,162737,130336,214215,197042,229063,175619,131621,276384,186851,173834,162737,130336,216348,191634,1,0,175248,196048,0.4720,0.4714,0.2857,1.0000,0,-0.01817
2037,2,688239, 1,0.7322,557521,0.0007629603,0.9710,0.3144,39882,581483,12160,1199,21143,224,3436,28712,26650,482562,8853, 975,16511,179,2542,19249,160532,174780,167337,175189,165038,169291,140026,132023,210723,168619,221714,150610,133018,240226,164303,173087,140026,132023,186484,188485,1,0,173821,170342,0.5051,0.5045,0.7143,1.0000,0,-0.01817
2038,1,687343, 1,0.7120,564361,0.0020638404,0.9784,0.2143,19534,618011, 5258,1090,14739,166,2496,26049,13268,514302,4194, 947,11881,128,1920,17721,182187,178100,184281,182712,186703,171165,159754,135163,218104,193840,231509,173650,135970,272142,184390,177325,159754,135163,213211,195195,1,0,178960,193223,0.4808,0.4804,0.2857,0.8571,0, 0.05140
2038,2,690186, 1,0.7120,556319,0.0020638404,0.9784,0.4728,39920,582638,13397,1209,20865,222,3420,28515,26532,481449,9664, 983,16108,175,2523,18885,163603,170427,169351,171937,167337,166423,143009,127196,206834,171820,219268,152580,128669,244467,166764,169596,143009,127196,189622,184923,1,0,170108,173167,0.4955,0.4949,0.5714,0.8571,0, 0.05140
2039,1,688647, 1,0.5345,568584,0.0001705953,0.9801,0.2481,16949,618733, 6622,1314,14663,194,2444,27728,11752,517500,5182,1138,11785,151,1864,19212,170401,186877,174437,191498,173744,183413,153036,144106,226531,180850,240316,160874,145227,258648,172861,187262,153036,144106,200124,204026,1,0,188281,181714,0.5089,0.5085,0.7143,1.0000,0,-0.03211
2039,2,688882, 1,0.5345,552096,0.0001705953,0.9801,0.4068,42505,581916,12033, 985,20941,194,3472,26836,28048,478251,8676, 792,16204,152,2579,17394,175389,161650,179195,163152,180296,154176,149728,118253,198406,184810,210461,165356,119412,257962,178293,159659,149728,118253,202708,176093,1,0,160787,184676,0.4654,0.4647,0.2857,1.0000,0,-0.03211
2040,1,685936, 1,0.7131,563203,0.0041066286,0.9790,0.2152,19514,616707, 5248,1089,14729,166,2491,25992,13252,513224,4187, 947,11872,128,1915,17678,181850,177608,183894,182233,186329,170688,159395,134788,217529,193479,230911,173323,135584,271594,184024,176842,159395,134788,212798,194676,1,0,178477,192838,0.4807,0.4802,0.2857,0.8571,0, 0.05105
2040,2,691593, 1,0.7131,557477,0.0041066286,0.9790,0.4868,39940,583942,13407,1210,20875,222,3425,28572,26548,482527,9671, 983,16117,175,2528,18928,163941,170919,169738,172417,167711,166901,143368,127571,207408,172181,219866,152907,129055,245016,167129,170079,143368,127571,190034,185443,1,0,170591,173551,0.4957,0.4950,0.5714,0.8571,0, 0.05105
2041,1,686981, 1,0.6341,552944,0.0025894192,0.9778,0.2621,42431,580084,11871, 897,22262,176,3349,25911,28055,478863,8561, 718,17277,138,2488,16844,176671,166828,182120,167228,184239,156649,154596,120860,206342,185432,218611,166711,122132,264270,181010,163568,154596,120860,205470,182361,1,0,165522,187720,0.4686,0.4675,0.2857,1.0000,0,-0.02803
2041,2,690548, 1,0.6341,567736,0.0025894192,0.9778,0.2276,17023,620565, 6784,1402,13342,212,2567,28653,11745,516888,5297,1212,10712,165,1955,19762,169119,181698,171512,187421,169802,180939,148167,141499,218596,180228,232166,159519,142507,252340,170144,183353,148167,141499,197362,197757,1,0,183547,178670,0.5067,0.5066,0.7143,1.0000,0,-0.02803
2042,1,688524, 1,0.7112,565316,0.0003491760,0.9761,0.2070,19611,618986, 5295,1087,14773,165,2504,26103,13317,515129,4226, 947,11917,127,1922,17731,182482,178185,184518,182879,186917,171337,159961,135280,218302,194132,231837,173820,136016,272587,184638,177466,159961,135280,213513,195386,1,0,179119,193489,0.4807,0.4803,0.2857,0.8571,0, 0.05156
2042,2,689005, 1,0.7112,555364,0.0003491760,0.9761,0.4574,39843,581663,13360,1212,20831,223,3412,28461,26483,480622,9632, 983,16072,176,2521,18875,163309,170342,169114,171770,167123,166252,142803,127079,206635,171528,218941,152410,128623,244023,166515,169455,142803,127079,189320,184733,1,0,169949,172901,0.4957,0.4950,0.5714,0.8571,0, 0.05156
2043,1,686135, 1,0.7129,563285,0.0038177055,0.9772,0.2130,19543,616802, 5281,1084,14764,165,2495,26001,13266,513259,4212, 944,11908,127,1913,17656,181823,177389,183810,182074,186257,170506,159335,134589,217317,193427,230786,173207,135327,271612,183963,176656,159335,134589,212749,194478,1,0,178284,192782,0.4805,0.4800,0.2857,0.8571,0, 0.05095
2043,2,691394, 1,0.7129,557395,0.0038177055,0.9772,0.5016,39911,583847,13374,1215,20840,223,3421,28563,26534,482492,9646, 986,16081,176,2530,18950,163967,171138,169822,172576,167783,167083,143428,127770,207620,172233,219992,153023,129312,244997,167191,170266,143428,127770,190084,185641,1,0,170785,173607,0.4959,0.4952,0.5714,0.8571,0, 0.05095
2044,1,690804, 1,0.7095,567173,0.0029610992,0.9772,0.2082,19626,621140, 5297,1090,14767,165,2500,26219,13332,516895,4216, 952,11918,127,1920,17813,183250,178296,185200,183086,187627,171496,160588,135179,218425,194936,231974,174530,135852,273613,185358,177625,160588,135179,214360,195418,1,0,179187,194250,0.4798,0.4794,0.2857,0.8571,0, 0.05192
2044,2,686725, 1,0.7095,553507,0.0029610992,0.9772,0.4688,39828,579509,13358,1209,20837,223,3416,28345,26468,478856,9642, 978,16071,176,2523,18793,162540,170231,168432,171564,166413,166092,142176,127181,206513,170725,218803,151700,128787,242996,165795,169296,142176,127181,188473,184701,1,0,169882,172140,0.4967,0.4960,0.5714,0.8571,0, 0.05192
2045,1,687126, 1,0.7122,564199,0.0023788973,0.9790,0.2085,19569,617673, 5269,1093,14809,166,2499,26048,13284,514063,4202, 954,11934,128,1917,17717,181646,178714,183944,183178,186486,171530,159517,135789,218986,193256,232278,173171,136627,271725,184025,177807,159517,135789,212717,195965,1,0,179586,192821,0.4822,0.4818,0.2857,0.8571,0, 0.05144
2045,2,690403, 1,0.7122,556481,0.0023788973,0.9790,0.5150,39885,582976,13386,1206,20795,222,3417,28516,26516,481688,9656, 976,16055,175,2526,18889,164144,169813,169689,171471,167554,166058,143246,126570,205951,172404,218500,153059,128012,244884,167129,169114,143246,126570,190115,184154,1,0,169482,173568,0.4940,0.4934,0.5714,0.8571,0, 0.05144
2046,1,689948, 1,0.6226,566230,0.0017182941,0.9659,0.1506,19656,619582, 5443,1165,14772,190,2579,26561,13418,515256,4406,1010,11889,148,1976,18127,179190,182190,182389,185923,184720,174476,157635,139093,222473,189960,235202,170476,140396,268231,182099,180863,157635,139093,209556,199358,1,0,182822,190372,0.4899,0.4895,0.5714,0.8571,0, 0.04033
2046,2,687581, 1,0.6226,554450,0.0017182941,0.9659,0.2772,39798,581067,13212,1134,20832,198,3337,28003,26382,480495,9452, 920,16100,155,2467,18479,166601,166337,171243,168726,169320,163112,145128,123266,202465,175701,215575,155754,124243,248378,169054,166058,145128,123266,193277,180761,1,0,166246,176017,0.4857,0.4850,0.2857,0.8571,0, 0.04033
2047,1,687358, 1,0.7120,564360,0.0020420623,0.9772,0.2074,19530,618042, 5248,1090,14732,166,2496,26054,13263,514317,4187, 948,11875,128,1920,17722,182337,177899,184357,182558,186770,171027,159793,135024,217911,193994,231355,173753,135834,272248,184488,177161,159793,135024,213332,195034,1,0,178801,193323,0.4805,0.4801,0.2857,0.8571,0, 0.05137
2047,2,690171, 1,0.7120,556320,0.0020420623,0.9772,0.4381,39924,582607,13407,1209,20872,222,3420,28510,26537,481434,9671, 982,16114,175,2523,18884,163453,170628,169275,172091,167270,166562,142971,127335,207027,171666,219422,152477,128805,244361,166666,169761,142971,127335,189501,185084,1,0,170267,173067,0.4959,0.4952,0.5714,0.8571,0, 0.05137
2048,1,689575, 1,0.6322,555160,0.0011767447,0.9704,0.2059,42461,582666,11894, 920,21985,173,3379,26097,28062,480996,8580, 747,17085,137,2517,17036,177441,166660,182393,167387,184484,156831,154880,120775,205909,186309,218350,167312,122024,264932,181439,163626,154880,120775,206184,182095,1,0,165420,188250,0.4677,0.4667,0.2857,1.0000,0,-0.02773
2048,2,687954, 1,0.6322,565520,0.0011767447,0.9704,0.1949,16993,617983, 6761,1379,13619,215,2537,28467,11738,514755,5278,1183,10904,166,1926,19570,168350,181866,171239,187263,169557,180758,147884,141584,219029,179352,232427,158918,142615,251678,169715,183296,147884,141584,196649,198024,1,0,183649,178140,0.5076,0.5075,0.7143,1.0000,0,-0.02773
2049,1,690087, 1,0.7036,562603,0.0019201048,0.9761,0.3789,19723,619440, 6447,1073,14490,192,2517,26205,13231,512333,4940, 923,11508,144,1929,17595,185721,174860,187244,180086,189440,169660,163649,130920,215432,197186,230114,175975,132921,276695,187468,174868,163649,130920,216619,192823,1,0,176285,196559,0.4728,0.4722,0.2857,1.0000,0,-0.01715
2049,2,687442, 1,0.7036,558077,0.0019201048,0.9761,0.1900,39731,581209,12208,1226,21114,196,3399,28359,26569,483418,8918,1007,16481,159,2514,19011,160070,173667,166389,174563,164600,167929,139114,131440,209505,168474,220663,150255,131718,239914,163686,172053,139114,131440,186214,187296,1,0,172784,169831,0.5043,0.5038,0.7143,1.0000,0,-0.01715
2050,1,687428, 1,0.6655,560319,0.0019404310,0.9676,0.3105,19867,616212, 6508,1082,14642,198,2499,26420,13370,509503,5000, 933,11642,149,1918,17804,182907,175269,184509,180451,186174,170343,160572,131453,215208,193555,229697,172550,133225,272403,184530,175354,160572,131453,212836,192711,1,0,176521,193239,0.4774,0.4768,0.2857,0.8571,0, 0.05056
2050,2,690101, 1,0.6655,560361,0.0019404310,0.9676,0.1540,39587,584437,12147,1217,20962,190,3417,28144,26430,486248,8858, 997,16347,154,2525,18802,162884,173258,169123,174198,167866,167246,142192,130906,209729,172105,221080,153679,131414,244206,166624,171568,142192,130906,189996,187408,1,0,172547,173151,0.4991,0.4986,0.5714,0.8571,0, 0.05056
2051,1,685936, 1,0.7131,563203,0.0041066286,0.9790,0.2152,19514,616707, 5248,1089,14729,166,2491,25992,13252,513224,4187, 947,11872,128,1915,17678,181850,177608,183894,182233,186329,170688,159395,134788,217529,193479,230911,173323,135584,271594,184024,176842,159395,134788,212798,194676,1,0,178477,192838,0.4807,0.4802,0.2857,0.8571,0, 0.05105
2051,2,691593, 1,0.7131,557477,0.0041066286,0.9790,0.4868,39940,583942,13407,1210,20875,222,3425,28572,26548,482527,9671, 983,16117,175,2528,18928,163941,170919,169738,172417,167711,166901,143368,127571,207408,172181,219866,152907,129055,245016,167129,170079,143368,127571,190034,185443,1,0,170591,173551,0.4957,0.4950,0.5714,0.8571,0, 0.05105
2052,1,688588, 1,0.5970,568213,0.0002562559,0.9772,0.2426,17111,619296, 6647,1247,14614,192,2441,27040,11842,517621,5221,1087,11755,150,1864,18673,173681,185764,177451,190438,176911,182027,155865,142935,225539,184749,239498,164416,143848,262787,176014,186076,155865,142935,203984,202962,1,0,187150,185123,0.5027,0.5023,0.7143,1.0000,0,-0.03332
2052,2,688941, 1,0.5970,552467,0.0002562559,0.9772,0.3268,42343,581353,12008,1052,20990,196,3475,27524,27958,478130,8637, 843,16234,153,2579,17933,172109,162763,176181,164211,177130,155561,146899,119424,199399,180911,211279,161814,120791,253822,175140,160845,146899,119424,198849,177156,1,0,161919,181266,0.4718,0.4711,0.2857,1.0000,0,-0.03332
2053,1,685669, 1,0.6351,551800,0.0044942792,0.9795,0.2836,42420,578821,11880, 900,22277,173,3347,25851,28031,477761,8568, 721,17293,135,2493,16798,176299,166560,181839,166859,183958,156295,154318,120678,206026,185074,218270,166413,121926,263807,180698,163238,154318,120678,205098,182074,1,0,165230,187387,0.4686,0.4675,0.2857,1.0000,0,-0.02842
2053,2,691860, 1,0.6351,568880,0.0044942792,0.9795,0.2350,17034,621828, 6775,1399,13327,215,2569,28713,11769,517990,5290,1209,10696,168,1950,19808,169491,181967,171793,187791,170082,181294,148446,141681,218912,180586,232507,159816,142713,252802,170455,183684,148446,141681,197735,198045,1,0,183838,179003,0.5067,0.5065,0.7143,1.0000,0,-0.02842
2054,1,689321, 1,0.7106,565941,0.0008079685,0.9767,0.2016,19571,619845, 5263,1098,14760,175,2497,26112,13298,515777,4199, 954,11893,129,1921,17770,182751,178711,184879,183332,187283,171781,160268,135664,218863,194419,232303,174184,136494,272963,184971,177941,160268,135664,213855,195887,1,0,179593,193822,0.4809,0.4805,0.2857,0.8571,0, 0.05189
2054,2,688208, 1,0.7106,554739,0.0008079685,0.9767,0.4034,39883,580804,13392,1201,20844,213,3419,28452,26502,479974,9659, 976,16096,174,2522,18836,163039,169815,168753,171318,166757,165807,142495,126695,206075,171242,218474,152046,128145,243646,166183,168980,142495,126695,188978,184231,1,0,169476,172568,0.4955,0.4948,0.5714,0.8571,0, 0.05189
2055,1,690178, 1,0.7904,562736,0.0020522254,0.9755,0.1637,31251,601423,10531,1060,17183,167,2670,25893,20849,500259,7654, 895,13701,135,1994,17249,178088,169222,179282,173414,182930,161193,155305,125028,208015,188915,221845,168247,125623,265846,180099,167942,155305,125028,207670,185161,1,0,169191,188373,0.4732,0.4724,0.2857,1.0000,0,-0.02592
2055,2,687351, 1,0.7904,557944,0.0020522254,0.9755,0.4339,28203,599226, 8124,1239,18421,221,3246,28671,18951,495492,6204,1035,14288,168,2449,19357,167702,179305,174351,181236,171110,176396,147459,137331,216922,176745,228932,157983,139016,250763,171054,178979,147459,137331,195163,194957,1,0,179877,178016,0.5026,0.5022,0.7143,1.0000,0,-0.02592
2056,1,686321, 1,0.5466,567070,0.0035476567,0.9750,0.2127,17188,616450, 6670,1314,14593,192,2447,27467,11916,516025,5220,1133,11733,149,1871,19023,170311,185795,174026,190378,173567,182055,152265,143123,225097,180468,238723,160535,144557,257425,172634,186076,152265,143123,199476,202793,1,0,187104,181229,0.5080,0.5076,0.7143,1.0000,0,-0.03124
2056,2,691208, 1,0.5466,553610,0.0035476567,0.9750,0.3505,42266,584199,11985, 985,21011,196,3469,27097,27884,479726,8638, 797,16256,154,2572,17583,175479,162731,179607,164272,180473,155533,150499,119236,199840,185192,212054,165695,120082,259184,178519,160846,150499,119236,203357,177325,1,0,161964,185161,0.4666,0.4658,0.2857,1.0000,0,-0.03124
2057,1,687070, 1,0.7122,564422,0.0024602023,0.9744,0.1919,19553,617712, 5297,1088,14768,167,2490,25995,13294,514335,4233, 949,11908,129,1911,17663,181914,178769,184261,183163,186798,171496,159842,135647,218813,193394,232086,173354,136411,271930,184324,177809,159842,135647,212892,195771,1,0,179484,193071,0.4818,0.4813,0.2857,0.8571,0, 0.05157
2057,2,690459, 1,0.7122,556258,0.0024602023,0.9744,0.3954,39901,582937,13358,1211,20836,221,3426,28569,26506,481416,9625, 981,16081,174,2532,18943,163877,169758,169372,171486,167242,166093,142922,126712,206125,172266,218691,152876,128228,244680,166830,169112,142922,126712,189940,184348,1,0,169585,173319,0.4946,0.4939,0.5714,0.8571,0, 0.05157
2058,1,688724, 1,0.6328,553901,0.0000588009,0.9801,0.2998,42479,581532,11894, 902,22362,177,3364,26014,28058,479672,8579, 723,17346,139,2508,16876,177107,167214,182781,167467,184906,156872,155123,121116,206909,185984,219169,167278,122349,265179,181598,163851,155123,121116,206147,182809,1,0,165871,188337,0.4683,0.4672,0.2857,1.0000,0,-0.02749
2058,2,688805, 1,0.6328,566779,0.0000588009,0.9801,0.2446,16975,619117, 6761,1397,13242,211,2552,28550,11742,516079,5279,1207,10643,164,1935,19730,168683,181313,170851,187183,169134,180716,147641,141244,218028,179676,231608,158951,142290,251430,169555,183071,147641,141244,196686,197309,1,0,183198,178053,0.5071,0.5070,0.7143,1.0000,0,-0.02749
2059,1,691794, 1,0.5506,571304,0.0043984555,0.9755,0.2240,17059,621671, 6658,1328,14679,195,2483,27721,11800,520134,5216,1142,11788,150,1893,19181,171634,187480,175610,192088,175182,183713,154213,144402,227211,182110,240987,162074,145569,260170,174142,187760,154213,144402,201452,204590,1,0,188779,183000,0.5078,0.5074,0.7143,1.0000,0,-0.03320
2059,2,685735, 1,0.5506,549376,0.0043984555,0.9755,0.3366,42395,578978,11997, 971,20925,193,3433,26843,28000,475617,8642, 788,16201,153,2550,17425,174157,161046,178022,162561,178858,153876,148550,117957,197727,183551,209791,164156,119069,256439,177012,159161,148550,117957,201381,175529,1,0,160290,183390,0.4664,0.4656,0.2857,1.0000,0,-0.03320
2060,1,691088, 1,0.5363,570509,0.0033734317,0.9807,0.2487,17001,621019, 6627,1315,14670,194,2462,27800,11778,519333,5187,1139,11792,151,1877,19252,171216,187473,175296,192090,174645,183931,153840,144563,227297,181723,241121,161665,145668,259819,173718,187831,153840,144563,201069,204696,1,0,188878,182601,0.5084,0.5081,0.7143,1.0000,0,-0.03298
2060,2,686441, 1,0.5363,550171,0.0033734317,0.9807,0.4058,42453,579630,12028, 984,20934,194,3454,26764,28022,476418,8671, 791,16197,152,2566,17354,174575,161054,178337,162559,179395,153658,148924,117796,197640,183938,209657,164565,118971,256790,177435,159090,148924,117796,201764,175423,1,0,160191,183789,0.4657,0.4649,0.2857,1.0000,0,-0.03298
2061,1,688674, 1,0.7327,562840,0.0001313947,0.9727,0.1824,19587,618564, 6490,1100,14452,164,2479,25838,13166,512853,5017, 955,11471,124,1902,17352,184890,173861,185927,179583,188623,168446,162425,130504,214322,196626,229173,175194,131763,275909,186479,173963,162425,130504,215910,191753,1,0,175379,195656,0.4727,0.4721,0.2857,1.0000,0,-0.01832
