draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_ayo,uss_16_dem_has,gov_16_rep_sun,gov_16_dem_van,gov_18_rep_sun,gov_18_dem_kel,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_sha,uss_20_rep_mes,gov_20_dem_fel,gov_20_rep_sun,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
3889,2,688787, 2,0.7110,555099,0.0000326672,0.9784,0.5258,39867,581482,13379,1205,20786,222,3408,28438,26506,480395,9649, 976,16047,175,2519,18832,163744,169242,169258,170900,167124,165507,142867,126089,205272,171996,217807,152677,127543,244223,166708,168550,142867,126089,189632,183541,1,0,168909,173126,0.4938,0.4932,0.5714,0.8571,0, 0.05184
3890,1,688139, 2,0.7021,560845,0.0009081479,0.9738,0.3058,19678,617665, 6444,1069,14452,196,2508,26127,13207,510725,4936, 915,11473,148,1908,17533,184607,174591,186126,179811,188350,169369,162619,130811,214946,196076,229612,174879,132791,275215,186360,174590,162619,130811,215390,192450,1,0,175990,195411,0.4739,0.4733,0.2857,1.0000,0,-0.01800
3890,2,689390, 2,0.7021,559835,0.0009081479,0.9738,0.1745,39776,582984,12211,1230,21152,192,3408,28437,26593,485026,8922,1015,16516,155,2535,19073,161184,173935,167506,174839,165690,168219,140144,131548,209992,169584,221165,151350,131848,241394,164793,172332,140144,131548,187442,187668,1,0,173078,170979,0.5031,0.5026,0.7143,1.0000,0,-0.01800
3891,1,689315, 2,0.7322,563755,0.0007992572,0.9693,0.1898,19563,619145, 6556,1100,14407,166,2480,25898,13164,513697,5071, 954,11451,126,1902,17390,185037,173030,185512,179070,188239,167904,162035,129673,213145,196964,228202,175272,130973,275824,186262,173334,162035,129673,216020,190774,1,0,174571,195555,0.4717,0.4711,0.2857,1.0000,0,-0.01884
3891,2,688214, 2,0.7322,556925,0.0007992572,0.9693,0.3260,39891,581504,12099,1199,21197,222,3436,28666,26636,482054,8787, 976,16538,177,2541,19216,160754,175497,168120,175580,165802,169684,140729,132686,211792,168697,222575,150957,133665,240785,164892,173587,140729,132686,186813,189345,1,0,174498,170835,0.5053,0.5048,0.7143,1.0000,0,-0.01884
3892,1,687867, 2,0.5965,567528,0.0013030579,0.9761,0.2369,17127,618668, 6605,1238,14587,195,2437,27010,11842,517012,5191,1082,11736,149,1866,18650,173532,185176,177250,189950,176700,181611,155687,142412,224826,184531,238795,164167,143304,262430,175827,185579,155687,142412,203710,202309,1,0,186582,184900,0.5023,0.5019,0.7143,1.0000,0,-0.03290
3892,2,689662, 2,0.5965,553152,0.0013030579,0.9761,0.3105,42327,581981,12050,1061,21017,193,3479,27554,27958,478739,8667, 848,16253,154,2577,17956,172259,163350,176383,164699,177340,155977,147077,119948,200112,181129,211982,162062,121335,254179,175327,161342,147077,119948,199123,177810,1,0,162486,181489,0.4724,0.4716,0.2857,1.0000,0,-0.03290
3893,1,687126, 2,0.7122,564199,0.0023788973,0.9790,0.2085,19569,617673, 5269,1093,14809,166,2499,26048,13284,514063,4202, 954,11934,128,1917,17717,181646,178714,183944,183178,186486,171530,159517,135789,218986,193256,232278,173171,136627,271725,184025,177807,159517,135789,212717,195965,1,0,179586,192821,0.4822,0.4818,0.2857,0.8571,0, 0.05144
3893,2,690403, 2,0.7122,556481,0.0023788973,0.9790,0.5150,39885,582976,13386,1206,20795,222,3417,28516,26516,481688,9656, 976,16055,175,2526,18889,164144,169813,169689,171471,167554,166058,143246,126570,205951,172404,218500,153059,128012,244884,167129,169114,143246,126570,190115,184154,1,0,169482,173568,0.4940,0.4934,0.5714,0.8571,0, 0.05144
3894,1,688484, 2,0.7024,561079,0.0004072510,0.9721,0.2850,19679,617944, 6449,1075,14460,196,2517,26164,13209,510891,4939, 921,11479,148,1916,17576,184483,174664,185884,179951,188147,169475,162406,130910,214980,195910,229663,174699,132948,274934,186171,174696,162406,130910,215181,192531,1,0,176084,195209,0.4742,0.4736,0.2857,1.0000,0,-0.01805
3894,2,689045, 2,0.7024,559601,0.0004072510,0.9721,0.1676,39775,582705,12206,1224,21144,192,3399,28400,26591,484860,8919,1009,16510,155,2527,19030,161307,173863,167748,174698,165893,168114,140357,131449,209958,169750,221114,151531,131691,241675,164983,172226,140357,131449,187652,187588,1,0,172984,171180,0.5026,0.5021,0.7143,1.0000,0,-0.01805
3895,1,689543, 2,0.7104,566248,0.0011302847,0.9784,0.2055,19596,619909, 5276,1097,14823,166,2515,26161,13301,515968,4209, 957,11947,128,1931,17807,182318,179411,184636,183886,187159,172232,160117,136380,219838,193984,233158,173841,137192,272786,184704,178510,160117,136380,213537,196730,1,0,180300,193549,0.4823,0.4818,0.2857,0.8571,0, 0.05200
3895,2,687986, 2,0.7104,554432,0.0011302847,0.9784,0.5218,39858,580740,13379,1202,20781,222,3401,28403,26499,479783,9649, 973,16042,175,2512,18799,163472,169116,168997,170763,166881,165356,142647,125979,205099,171676,217619,152389,127447,243823,166450,168412,142647,125979,189296,183388,1,0,168769,172840,0.4940,0.4934,0.5714,0.8571,0, 0.05200
3896,1,691021, 2,0.7094,567343,0.0032761561,0.9784,0.2118,19686,621224, 5299,1097,14767,166,2505,26277,13359,516985,4219, 959,11902,128,1920,17871,182814,178127,184747,182910,187200,171322,160189,135124,218177,194592,231732,174220,135869,273011,184920,177453,160189,135124,213941,195260,1,0,179037,193826,0.4802,0.4797,0.2857,0.8571,0, 0.05167
3896,2,686508, 2,0.7094,553337,0.0032761561,0.9784,0.4866,39768,579425,13356,1202,20837,222,3411,28287,26441,478766,9639, 971,16087,175,2523,18735,162976,170400,168885,171740,166841,166266,142575,127235,206761,171068,219045,152009,128770,243598,166234,169469,142575,127235,188892,184858,1,0,170031,172564,0.4963,0.4956,0.5714,0.8571,0, 0.05167
3897,1,689772, 2,0.6321,554573,0.0014627641,0.9829,0.3557,42572,582329,11930, 900,22395,177,3387,26082,28076,480228,8603, 718,17366,139,2528,16915,177098,167918,183098,167887,185092,157356,155548,121863,207909,186064,220122,167419,123125,265465,181763,164387,155548,121863,206315,183719,1,0,166597,188541,0.4691,0.4681,0.2857,1.0000,0,-0.02707
3897,2,687757, 2,0.6321,566107,0.0014627641,0.9829,0.2656,16882,618320, 6725,1399,13209,211,2529,28482,11724,515523,5255,1212,10623,164,1915,19691,168692,180608,170534,186762,168948,180232,147216,140496,217029,179597,230655,158811,141514,251144,169391,182534,147216,140496,196517,196400,1,0,182471,177849,0.5064,0.5063,0.7143,1.0000,0,-0.02707
3898,1,690914, 2,0.7094,567210,0.0031208054,0.9778,0.2099,19630,621159, 5326,1108,14756,165,2489,26281,13330,516848,4250, 969,11899,127,1910,17877,183609,178356,185574,183130,187946,171601,160912,135290,218522,195418,232148,175017,136023,274110,185709,177695,160912,135290,214849,195565,1,0,179296,194656,0.4795,0.4790,0.2857,0.8571,0, 0.05209
3898,2,686615, 2,0.7094,553470,0.0031208054,0.9778,0.4720,39824,579490,13329,1191,20848,223,3427,28283,26470,478903,9608, 961,16090,176,2533,18729,162181,170171,168058,171519,166094,165988,141851,127069,206416,170242,218629,151212,128616,242499,165444,169226,141851,127069,187984,184554,1,0,169773,171734,0.4971,0.4965,0.5714,0.8571,0, 0.05209
3899,1,688674, 2,0.7327,562840,0.0001313947,0.9727,0.1824,19587,618564, 6490,1100,14452,164,2479,25838,13166,512853,5017, 955,11471,124,1902,17352,184890,173861,185927,179583,188623,168446,162425,130504,214322,196626,229173,175194,131763,275909,186479,173963,162425,130504,215910,191753,1,0,175379,195656,0.4727,0.4721,0.2857,1.0000,0,-0.01832
3899,2,688855, 2,0.7327,557840,0.0001313947,0.9727,0.3130,39867,582085,12165,1199,21152,224,3437,28726,26634,482898,8841, 975,16518,179,2541,19254,160900,174665,167705,175066,165417,169143,140339,131855,210615,169034,221604,151035,132876,240700,164674,172959,140339,131855,186923,188365,1,0,173690,170733,0.5043,0.5038,0.7143,1.0000,0,-0.01832
3900,1,687560, 2,0.6337,553097,0.0017487835,0.9818,0.3303,42546,580283,11894, 887,22383,179,3371,26017,28081,478845,8573, 710,17352,141,2513,16882,176373,167570,182243,167604,184314,157074,154782,121582,207418,185125,219518,166594,122907,264266,180977,164082,154782,121582,205328,183281,1,0,166239,187671,0.4697,0.4687,0.2857,1.0000,0,-0.02774
3900,2,689969, 2,0.6337,567583,0.0017487835,0.9818,0.2608,16908,620366, 6761,1412,13221,209,2545,28547,11719,516906,5285,1220,10637,162,1930,19724,169417,180957,171389,187045,169726,180514,147981,140777,217519,180535,231259,159635,141732,252343,170177,182839,147981,140777,197505,196837,1,0,182829,178718,0.5057,0.5056,0.7143,1.0000,0,-0.02774
3901,1,690539, 2,0.6046,554833,0.0025763523,0.9795,0.3056,42425,583290,11796, 894,22261,178,3444,26251,27961,480695,8482, 713,17256,141,2558,17027,177834,168204,183683,168315,185647,157814,156323,122521,208507,187277,220621,168658,124069,266277,182388,164777,156323,122521,207404,184399,1,0,167150,189385,0.4688,0.4678,0.2857,1.0000,0,-0.02645
3901,2,686990, 2,0.6046,565847,0.0025763523,0.9795,0.2453,17029,617359, 6859,1405,13343,210,2472,28313,11839,515056,5376,1217,10733,162,1885,19579,167957,180322,169950,186334,168394,179775,146441,139838,216431,178383,230156,157572,140570,250332,168766,182144,146441,139838,195429,195720,1,0,181918,177004,0.5068,0.5067,0.7143,1.0000,0,-0.02645
3902,1,687370, 2,0.5858,567553,0.0020246398,0.9772,0.2272,17365,618183, 6645,1224,14587,192,2421,26753,12007,517064,5206,1068,11747,150,1839,18472,174012,185852,177702,190436,177521,181685,155598,143097,225777,184500,239751,164190,144256,262418,176411,185991,155598,143097,203703,203262,1,0,187265,185135,0.5029,0.5025,0.7143,1.0000,0,-0.03351
3902,2,690159, 2,0.5858,553127,0.0020246398,0.9772,0.3321,42089,582466,12010,1075,21017,196,3495,27811,27793,478687,8652, 862,16242,153,2604,18134,171779,162675,175930,164213,176519,155904,147165,119262,199161,181161,211026,162040,120383,254191,174742,160931,147165,119262,199130,176856,1,0,161803,181255,0.4717,0.4709,0.2857,1.0000,0,-0.03351
3903,1,685338, 2,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
3903,2,692191, 2,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
3904,1,688003, 2,0.7116,564817,0.0011056029,0.9778,0.2088,19589,618501, 5279,1104,14732,165,2487,26146,13294,514655,4205, 965,11877,127,1912,17782,182437,177806,184450,182486,186897,170912,159935,134832,217733,194116,231178,173914,135543,272488,184594,177068,159935,134832,213506,194819,1,0,178641,193463,0.4801,0.4796,0.2857,0.8571,0, 0.05138
3904,2,689526, 2,0.7116,555863,0.0011056029,0.9778,0.4747,39865,582148,13376,1195,20872,223,3429,28418,26506,481096,9653, 965,16112,176,2531,18824,163353,170721,169182,172163,167143,166677,142828,127528,207204,171544,219599,152315,129096,244122,166559,169854,142828,127528,189327,185300,1,0,170427,172926,0.4964,0.4957,0.5714,0.8571,0, 0.05138
3905,1,689337, 2,0.7106,566278,0.0008311985,0.9767,0.2078,19586,619813, 5301,1092,14778,167,2503,26097,13316,516071,4236, 952,11914,129,1924,17736,182587,179172,184900,183612,187385,171965,160379,135958,219303,194145,232641,174014,136712,272866,184957,178249,160379,135958,213675,196220,1,0,179909,193755,0.4815,0.4810,0.2857,0.8571,0, 0.05201
3905,2,688192, 2,0.7106,554402,0.0008311985,0.9767,0.4473,39868,580836,13354,1207,20826,221,3413,28467,26484,479680,9622, 978,16075,174,2519,18870,163203,169354,168732,171037,166655,165624,142384,126401,205634,171515,218136,152216,127927,243743,166196,168672,142384,126401,189157,183899,1,0,169159,172635,0.4949,0.4943,0.5714,0.8571,0, 0.05201
3906,1,692130, 2,0.6034,556150,0.0048862855,0.9795,0.3105,42589,584618,11798, 893,22299,181,3445,26307,28092,481817,8491, 712,17291,144,2560,17043,177699,169393,183685,169411,185652,158889,156291,123617,209997,187064,222087,168470,125324,266267,182345,165897,156291,123617,207266,185803,1,0,168388,189304,0.4708,0.4697,0.2857,1.0000,0,-0.02578
3906,2,685399, 2,0.6034,564530,0.0048862855,0.9795,0.2497,16865,616031, 6857,1406,13305,207,2471,28257,11708,513934,5367,1218,10698,159,1883,19563,168091,179134,169947,185238,168388,178700,146473,138742,214940,178596,228690,157760,139314,250342,168808,181024,146473,138742,195566,194316,1,0,180680,177086,0.5050,0.5049,0.7143,1.0000,0,-0.02578
3907,1,691777, 2,0.6306,556410,0.0043737736,0.9812,0.3315,42548,584432,11925, 913,22305,174,3383,26097,28099,482065,8602, 729,17312,136,2520,16947,178082,167934,183752,168214,185775,157638,156031,121782,207843,187100,220244,168235,123022,266531,182536,164595,156031,121782,207288,183703,1,0,166668,189358,0.4681,0.4671,0.2857,1.0000,0,-0.02646
3907,2,685752, 2,0.6306,564270,0.0043737736,0.9812,0.2436,16906,616217, 6730,1386,13299,214,2533,28467,11701,513686,5256,1201,10677,167,1923,19659,167708,180593,169880,186435,168265,179950,146732,140577,217095,178560,230533,157994,141617,250079,168617,182326,146732,140577,195544,196415,1,0,182400,177032,0.5075,0.5073,0.7143,1.0000,0,-0.02646
3908,1,685338, 2,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
3908,2,692191, 2,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
3909,1,691679, 2,0.7305,565190,0.0042314899,0.9721,0.1802,19640,621350, 6509,1103,14470,164,2489,25954,13201,515059,5019, 958,11487,124,1910,17432,185916,174542,187003,180265,189662,169129,163363,131026,215199,197747,230114,176232,132310,277358,187526,174645,163363,131026,217113,192542,1,0,176083,196755,0.4723,0.4717,0.2857,1.0000,0,-0.01725
3909,2,685850, 2,0.7305,555490,0.0042314899,0.9721,0.3031,39814,579299,12146,1196,21134,224,3427,28610,26599,480692,8839, 972,16502,179,2533,19174,159874,173984,166629,174384,164378,168460,139401,131333,209738,167913,220663,149997,132329,239251,163627,172277,139401,131333,185720,187577,1,0,172985,169635,0.5049,0.5044,0.7143,1.0000,0,-0.01725
3910,1,690026, 2,0.6319,554823,0.0018315404,0.9829,0.3610,42569,582550,11932, 905,22397,177,3392,26104,28075,480454,8603, 723,17366,139,2529,16934,177123,168081,183112,168072,185146,157518,155583,121952,208090,186068,220290,167440,123240,265533,181793,164557,155583,121952,206347,183874,1,0,166749,188572,0.4693,0.4682,0.2857,1.0000,0,-0.02694
3910,2,687503, 2,0.6319,565857,0.0018315404,0.9829,0.2573,16885,618099, 6723,1394,13207,211,2524,28460,11725,515297,5255,1207,10623,164,1914,19672,168668,180446,170520,186577,168894,180070,147181,140407,216848,179592,230487,158789,141399,251076,169360,182365,147181,140407,196486,196245,1,0,182319,177818,0.5063,0.5061,0.7143,1.0000,0,-0.02694
3911,1,686135, 2,0.7129,563285,0.0038177055,0.9772,0.2130,19543,616802, 5281,1084,14764,165,2495,26001,13266,513259,4212, 944,11908,127,1913,17656,181823,177389,183810,182074,186257,170506,159335,134589,217317,193427,230786,173207,135327,271612,183963,176656,159335,134589,212749,194478,1,0,178284,192782,0.4805,0.4800,0.2857,0.8571,0, 0.05095
3911,2,691394, 2,0.7129,557395,0.0038177055,0.9772,0.5016,39911,583847,13374,1215,20840,223,3421,28563,26534,482492,9646, 986,16081,176,2530,18950,163967,171138,169822,172576,167783,167083,143428,127770,207620,172233,219992,153023,129312,244997,167191,170266,143428,127770,190084,185641,1,0,170785,173607,0.4959,0.4952,0.5714,0.8571,0, 0.05095
3912,1,685673, 2,0.5461,566210,0.0044884717,0.9772,0.2216,16953,615911, 6637,1315,14672,190,2457,27538,11755,515256,5205,1136,11778,147,1875,19058,169616,186122,173621,190643,173122,182407,152364,143480,225649,179908,239224,160109,144693,257257,172120,186391,152364,143480,199092,203190,1,0,187460,180857,0.5090,0.5086,0.7143,1.0000,0,-0.03112
3912,2,691856, 2,0.5461,554470,0.0044884717,0.9772,0.3553,42501,584738,12018, 984,20932,198,3459,27026,28045,480495,8653, 794,16211,156,2568,17548,176174,162405,180011,164006,180918,155182,150400,118879,199289,185753,211553,166121,119945,259352,179034,160531,150400,118879,203741,176929,1,0,161608,185532,0.4655,0.4648,0.2857,1.0000,0,-0.03112
3913,1,690395, 2,0.6634,562796,0.0023672823,0.9687,0.3030,19913,619044, 6510,1088,14645,202,2518,26475,13394,511904,4994, 935,11640,152,1929,17848,183907,176037,185521,181226,187025,171201,161496,132053,216243,194764,230794,173644,133854,273969,185484,176154,161496,132053,214126,193631,1,0,177344,194333,0.4771,0.4766,0.2857,0.8571,0, 0.05129
3913,2,687134, 2,0.6634,557884,0.0023672823,0.9687,0.1425,39541,581605,12145,1211,20959,186,3398,28089,26406,483847,8864, 995,16349,151,2514,18758,161883,172490,168111,173423,167015,166388,141268,130306,208694,170897,219984,152585,130785,242640,165670,170767,141268,130306,188707,186488,1,0,171724,172057,0.4995,0.4990,0.5714,0.8571,0, 0.05129
3914,1,692154, 2,0.6304,556594,0.0049211305,0.9812,0.3138,42669,584547,11908, 895,22397,180,3388,26170,28166,482104,8585, 714,17361,141,2520,17003,178072,167960,183771,168126,185849,157546,156018,121842,207869,187023,220060,168361,123125,266401,182564,164544,156018,121842,207261,183685,1,0,166647,189356,0.4681,0.4671,0.2857,1.0000,0,-0.02648
3914,2,685375, 2,0.6304,564086,0.0049211305,0.9812,0.2642,16785,616102, 6747,1404,13207,208,2528,28394,11634,513647,5273,1216,10628,162,1923,19603,167719,180567,169862,186523,168192,180043,146746,140517,217068,178637,230717,157869,141514,250209,168590,182378,146746,140517,195572,196434,1,0,182422,177033,0.5075,0.5074,0.7143,1.0000,0,-0.02648
3915,1,685936, 2,0.7131,563203,0.0041066286,0.9790,0.2152,19514,616707, 5248,1089,14729,166,2491,25992,13252,513224,4187, 947,11872,128,1915,17678,181850,177608,183894,182233,186329,170688,159395,134788,217529,193479,230911,173323,135584,271594,184024,176842,159395,134788,212798,194676,1,0,178477,192838,0.4807,0.4802,0.2857,0.8571,0, 0.05105
3915,2,691593, 2,0.7131,557477,0.0041066286,0.9790,0.4868,39940,583942,13407,1210,20875,222,3425,28572,26548,482527,9671, 983,16117,175,2528,18928,163941,170919,169738,172417,167711,166901,143368,127571,207408,172181,219866,152907,129055,245016,167129,170079,143368,127571,190034,185443,1,0,170591,173551,0.4957,0.4950,0.5714,0.8571,0, 0.05105
3916,1,688385, 2,0.7113,565231,0.0005509866,0.9784,0.2102,19595,618820, 5274,1095,14815,166,2511,26109,13303,515009,4206, 956,11940,128,1929,17760,182084,179082,184393,183552,186924,171892,159926,136070,219452,193707,232765,173588,136944,272319,184466,178175,159926,136070,213205,196388,1,0,179965,193278,0.4822,0.4817,0.2857,0.8571,0, 0.05177
3916,2,689144, 2,0.7113,555449,0.0005509866,0.9784,0.5090,39859,581829,13381,1204,20789,222,3405,28455,26497,480742,9652, 974,16049,175,2514,18846,163707,169444,169239,171097,167116,165697,142837,126289,205486,171953,218012,152642,127695,244291,166687,168746,142837,126289,189628,183731,1,0,169103,173112,0.4941,0.4935,0.5714,0.8571,0, 0.05177
3917,1,690087, 2,0.7036,562603,0.0019201048,0.9761,0.3789,19723,619440, 6447,1073,14490,192,2517,26205,13231,512333,4940, 923,11508,144,1929,17595,185721,174860,187244,180086,189440,169660,163649,130920,215432,197186,230114,175975,132921,276695,187468,174868,163649,130920,216619,192823,1,0,176285,196559,0.4728,0.4722,0.2857,1.0000,0,-0.01715
