draw,district,total_pop,chain,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
3983,1,724532, 2,562913,0.0042651850,0.9792,0.30844,69967,106112,15583, 776,307116,78171,1990,144817,45993, 89433,12437, 673,260497,54961,1529, 97390,112316,63308,133010,44260,114965,55445,101707,64846,152678, 99914,53779,122661,60138,108334, 99914,152678,1,1,122935,65553,0.6522,0.6559,1,2,0,-0.1179
3983,2,730739, 2,592992,0.0042651850,0.9792,0.06965,68956,208253, 6294,1545,224442,70883,3293,147073,47114,186191, 5622,1327,197771,50257,2695,102015,154580,65538,173599,48387,161351,56587,143226,66880,213451, 96950,56954,164086,61727,152288, 96950,213451,1,1,169242,66871,0.7168,0.7188,1,2,0,-0.1179
3984,1,726617, 2,570539,0.0013997393,0.9728,0.26755,73339,132044,14024, 806,279122,69347,2385,155550,48808,113094,11459, 699,239733,49941,1876,104929,128727,69774,150955,50213,130747,61807,116597,71276,174674,103593,59989,139839,66534,123670,103593,174674,1,1,140340,71333,0.6630,0.6652,1,2,0,-0.1179
3984,2,728654, 2,585366,0.0013997393,0.9728,0.06811,65584,182321, 7853,1515,252436,79707,2898,136340,44299,162530, 6600,1301,218535,55277,2348, 94476,138169,59072,155654,42434,145569,50224,128337,60450,191454, 93271,50743,146908,55330,136952, 93271,191454,1,1,151837,61092,0.7131,0.7164,1,2,0,-0.1179
3985,1,729855, 2,568662,0.0030502910,0.9784,0.27549,71761,104912,15882, 822,308882,79165,1957,146474,47317, 88667,12737, 712,262866,55693,1509, 99161,109616,61405,130182,42322,112786,53517, 99459,63050,149239, 98090,51859,119898,58274,106121, 98090,149239,1,1,120256,63676,0.6538,0.6578,1,2,0,-0.1179
3985,2,725416, 2,587243,0.0030502910,0.9784,0.06872,67162,209453, 5995,1499,222676,69889,3326,145416,45790,186957, 5322,1288,195402,49525,2715,100244,157280,67441,176427,50325,163530,58514,145474,68677,216889, 98774,58874,166849,63590,154501, 98774,216889,1,1,171921,68748,0.7143,0.7162,1,2,0,-0.1179
3986,1,731231, 2,569901,0.0049413477,0.9748,0.29655,74128,110802,16372, 841,301631,77824,2074,147559,49216, 93384,13149, 733,256792,55031,1601, 99995,111030,61899,131751,42899,113952,54074,100539,63631,151028, 97892,52394,121389,58843,107245, 97892,151028,1,1,121660,64078,0.6550,0.6587,1,2,0,-0.1179
3986,2,724040, 2,586004,0.0049413477,0.9748,0.06942,64795,203563, 5505,1480,229927,71230,3209,144331,43891,182240, 4910,1267,201476,50187,2623, 99410,155866,66947,174858,49748,162364,57957,144394,68096,215100, 98972,58339,165359,63022,153377, 98972,215100,1,1,170518,68346,0.7139,0.7159,1,2,0,-0.1179
3987,1,728437, 2,570750,0.0011015131,0.9685,0.32249,72867,130274,13495, 793,281266,71032,2394,156316,48273,111509,10951, 681,241287,50946,1873,105230,127679,69487,149951,49848,130586,62015,116243,71713,174134,104286,59664,138814,66857,123414,104286,174134,1,1,139719,71470,0.6616,0.6640,1,2,0,-0.1179
3987,2,726834, 2,585155,0.0011015131,0.9685,0.07006,66056,184091, 8382,1528,250292,78022,2889,135574,44834,164115, 7108,1319,216981,54272,2351, 94175,139216,59359,156658,42799,145730,50017,128690,60014,191995, 92578,51069,147933,55008,137208, 92578,191995,1,1,152458,60955,0.7144,0.7175,1,2,0,-0.1179
3988,1,727994, 2,579160,0.0004926917,0.9764,0.26641,69988,122169,14497, 846,303301,68312,2315,146566,47200,106828,12007, 735,261702,49233,1811, 99644,122049,66207,142001,47695,124230,58696,110568,67747,169249,102166,56947,132024,63215,117397,102166,169249,1,1,133619,68502,0.6611,0.6639,1,2,0,-0.1179
3988,2,727277, 2,576745,0.0004926917,0.9764,0.06863,68935,192196, 7380,1475,228257,80742,2968,145324,45907,168796, 6052,1265,196566,55985,2413, 99761,144846,62639,164608,44952,152085,53335,134365,63980,196880, 94698,53786,154723,58649,143225, 94698,196880,1,1,158558,63922,0.7127,0.7153,1,2,0,-0.1179
3989,1,725990, 2,587613,0.0022614345,0.9784,0.26941,59708,137756,11603, 817,300413,73248,2363,140082,41377,120215, 9733, 725,263009,52339,1881, 98334,137313,65968,156931,48113,137457,58222,123583,66859,185264, 95960,57037,147120,62534,130521, 95960,185264,1,0,148111,67024,0.6885,0.6902,1,2,0,-0.1179
3989,2,729281, 2,568292,0.0022614345,0.9784,0.06917,79215,176609,10274,1504,231145,75806,2920,151808,51730,155409, 8326,1275,195259,52879,2343,101071,129583,62878,149677,44534,138859,53810,121350,64867,180864,100904,53695,139627,59330,130101,100904,180864,1,0,144066,65400,0.6878,0.6916,1,2,0,-0.1179
3990,1,729060, 2,579858,0.0019577110,0.9768,0.27586,71427,127517,14863, 867,297767,69117,2413,145089,48461,111260,12316, 760,256926,49674,1909, 98552,122060,65236,141570,47207,123930,57715,110239,66710,169021,100347,56217,131813,62205,117083,100347,169021,1,1,133363,67443,0.6641,0.6669,1,2,0,-0.1179
3990,2,726211, 2,576047,0.0019577110,0.9768,0.06907,67496,186848, 7014,1454,233791,79937,2870,146801,44646,164364, 5743,1240,201342,55544,2315,100853,144836,63611,165039,45440,152386,54317,134694,65017,197107, 96517,54515,154934,59660,143539, 96517,197107,1,1,158814,64982,0.7096,0.7124,1,2,0,-0.1179
3991,1,729362, 2,569259,0.0023727539,0.9688,0.21263,71077,111947,16151, 807,311908,74968,2106,140398,47266, 94504,13006, 701,265240,52682,1623, 94237,115206,63579,135488,44776,116494,55161,103353,64268,155310, 99228,54172,125345,59706,109922, 99228,155310,1,1,125171,65401,0.6568,0.6603,1,2,0,-0.1179
3991,2,725909, 2,586646,0.0023727539,0.9688,0.06597,67846,202418, 5726,1514,219650,74086,3177,151492,45841,181120, 5053,1299,193028,52536,2601,105168,151690,65267,171121,47871,159822,56870,141581,67459,210818, 97636,56560,161402,62158,150700, 97636,210818,1,1,167006,67023,0.7136,0.7158,1,2,0,-0.1179
3992,1,727747, 2,570091,0.0001532361,0.9812,0.37719,73867,133098,14192, 793,276508,69541,2365,157383,48991,113783,11526, 684,237068,49959,1871,106209,125287,69131,147475,49632,128249,61682,114258,71190,171286,103491,59376,136380,66429,121252,103491,171286,1,1,137311,71025,0.6591,0.6615,1,2,0,-0.1179
3992,2,727524, 2,585814,0.0001532361,0.9812,0.07160,65056,181267, 7685,1528,255050,79513,2918,134507,44116,161841, 6533,1316,221200,55259,2353, 93196,141609,59715,159134,43016,148067,50349,130675,60537,194842, 93373,51356,150367,55435,139369, 93373,194842,1,1,154866,61399,0.7161,0.7193,1,2,0,-0.1179
3993,1,725269, 2,563539,0.0032523152,0.9824,0.42007,75499,130889,16125, 820,273391,72220,2290,154035,49829,110204,12875, 713,233277,51342,1792,103507,116242,66840,138119,47435,119552,59312,106020,68642,159756,102175,57132,127179,63969,112784,102175,159756,1,1,127937,68880,0.6500,0.6529,1,2,0,-0.1179
3993,2,730002, 2,592366,0.0032523152,0.9824,0.07248,63424,183476, 5752,1501,258167,76834,2993,137855,43278,165420, 5184,1287,224991,53876,2432, 95898,150654,62007,168490,45212,156764,52720,138913,63084,206373, 94689,53601,159569,57895,147838, 94689,206373,1,1,164240,63544,0.7210,0.7237,1,2,0,-0.1179
3994,1,727407, 2,563806,0.0003140309,0.9816,0.38257,74784,121346,16154, 821,283849,77857,2199,150397,49341,101765,12926, 715,240882,54941,1720,101516,110337,62918,131505,43773,113974,55528,100288,65292,151145, 99640,53341,120919,60401,107130, 99640,151145,1,1,121450,65429,0.6499,0.6536,1,2,0,-0.1179
3994,2,727864, 2,592099,0.0003140309,0.9816,0.07181,64139,193019, 5723,1500,247709,71197,3084,141493,43766,173859, 5133,1285,217386,50277,2504, 97889,156559,65928,175104,48874,162342,56503,144645,66434,214983, 97224,57391,165828,61463,153492, 97224,214983,1,1,170727,66995,0.7182,0.7202,1,2,0,-0.1179
3995,1,727566, 2,580266,0.0000955149,0.9764,0.25508,68937,119659,13887, 810,306867,68313,2300,146793,46703,105493,11552, 706,264859,49156,1832, 99965,125757,66508,145838,47992,127195,58685,113391,67745,172752,101599,57247,135796,63209,120291,101599,172752,1,1,136986,68507,0.6666,0.6693,1,2,0,-0.1179
3995,2,727705, 2,575639,0.0000955149,0.9764,0.06830,69986,194706, 7990,1511,224691,80741,2983,145097,46404,170131, 6507,1294,193409,56062,2392, 99440,141139,62338,160771,44656,149121,53346,131543,63981,193376, 95265,53486,150951,58656,140331, 95265,193376,1,1,155191,63917,0.7083,0.7111,1,2,0,-0.1179
3996,1,730029, 2,577431,0.0032894217,0.9621,0.17093,67466,120593,15596, 847,312845,73875,2246,136561,45317,104291,12620, 740,268048,51916,1778, 92721,116417,61655,134679,44259,117038,53904,103667,62715,159633, 96766,52955,125547,58302,110351, 96766,159633,1,1,126287,63859,0.6642,0.6673,1,2,0,-0.1179
3996,2,725242, 2,578474,0.0032894217,0.9621,0.06460,71457,193772, 6281,1474,218713,75179,3037,155329,47790,171333, 5439,1260,190220,53302,2446,106684,150479,67191,171930,48388,159278,58127,141266,69012,206496,100098,57778,161200,63562,150271,100098,206496,1,1,165891,68565,0.7076,0.7099,1,2,0,-0.1179
3997,1,727699, 2,564558,0.0000872690,0.9860,0.37788,74277,120637,16173, 813,290118,75244,2190,148247,49034,101175,12945, 707,246159,52881,1716, 99941,110196,62724,131232,43632,113389,55255,100046,64691,150532, 99113,53174,120713,59964,106716, 99113,150532,1,1,121079,65082,0.6504,0.6541,1,2,0,-0.1179
3997,2,727572, 2,591347,0.0000872690,0.9860,0.07185,64646,193728, 5704,1508,241440,73810,3093,143643,44073,174449, 5114,1293,212109,52337,2508, 99464,156700,66122,175377,49015,162927,56777,144887,67036,215597, 97751,57559,166035,61901,153905, 97751,215597,1,1,171098,67342,0.7176,0.7196,1,2,0,-0.1179
3998,1,726351, 2,575658,0.0017653069,0.9796,0.29995,69879,121265,14460, 799,300666,69170,2264,147848,46912,105619,11867, 695,258779,49621,1793,100372,121709,65706,141888,47144,124053,58254,110532,67292,168027,100976,56422,131797,62766,117291,100976,168027,1,1,133241,67874,0.6625,0.6653,1,2,0,-0.1179
3998,2,728920, 2,580247,0.0017653069,0.9796,0.06972,69044,193100, 7417,1522,230892,79884,3019,144042,46195,170005, 6192,1305,199489,55597,2431, 99033,145187,63140,164721,45503,152263,53777,134401,64435,198101, 95888,54311,154950,59098,143331, 95888,198101,1,1,158936,64550,0.7112,0.7138,1,2,0,-0.1179
3999,1,730623, 2,574432,0.0041057645,0.9820,0.39797,73605,131001,13729, 783,280330,70892,2366,157917,49123,113035,11225, 677,240536,50935,1873,107028,125090,69117,147301,49561,128168,61631,114027,71256,171376,103738,59335,136194,66437,121096,103738,171376,1,1,137193,71061,0.6588,0.6612,1,2,0,-0.1179
3999,2,724648, 2,581473,0.0041057645,0.9820,0.07227,65318,183364, 8148,1538,251228,78162,2917,133973,43984,162589, 6834,1323,217732,54283,2351, 92377,141806,59730,159308,43086,148148,50400,130906,60471,194752, 93126,51398,150553,55427,139526, 93126,194752,1,1,154985,61363,0.7164,0.7195,1,2,0,-0.1179
4000,1,730286, 2,578229,0.0036426205,0.9760,0.24910,72173,136320,14750, 825,287694,67729,2518,148277,48679,117952,12154, 721,247898,48649,1995,100181,124837,66811,145130,48474,126335,59309,112615,68305,170695,100978,57640,134982,63800,119474,100978,170695,1,1,135923,68775,0.6640,0.6665,1,2,0,-0.1179
4000,2,724985, 2,577676,0.0036426205,0.9760,0.06789,66750,178045, 7127,1496,243864,81325,2765,143613,44428,157672, 5905,1279,210370,56569,2229, 99224,142059,62035,161479,44173,149981,52723,132318,63422,195433, 95886,53093,151765,58064,141148, 95886,195433,1,1,156254,63649,0.7106,0.7136,1,2,0,-0.1179
4001,1,728274, 2,566298,0.0008774998,0.9788,0.34832,71815,112494,16292, 795,305579,76282,2078,142939,47575, 94609,13059, 691,259134,53534,1615, 96081,110354,62821,130639,44087,113230,55125,100098,64382,151572, 99758,53448,120495,59746,106663, 99758,151572,1,1,121179,65234,0.6501,0.6538,1,2,0,-0.1179
4001,2,726997, 2,589607,0.0008774998,0.9788,0.07096,67108,201871, 5585,1526,225979,72772,3205,148951,45532,181015, 5000,1309,199134,51684,2609,103324,156542,66025,175970,48560,163086,56906,144835,67345,214556, 97106,57284,166252,62118,153959, 97106,214556,1,1,170998,67190,0.7179,0.7199,1,2,0,-0.1179
4002,1,727402, 2,566789,0.0003209024,0.9764,0.28885,71422,104728,15972, 814,308450,78858,1971,145187,47166, 88472,12814, 706,262381,55436,1525, 98289,107569,60706,127831,41844,111231,53195, 97933,62695,148724, 98298,51270,117700,57937,104581, 98298,148724,1,1,118657,63346,0.6519,0.6562,1,2,0,-0.1179
4002,2,727869, 2,589116,0.0003209024,0.9764,0.06930,67501,209637, 5905,1507,223108,70196,3312,146703,45941,187152, 5245,1294,195887,49782,2699,101116,159327,68141,178777,50803,165085,58836,147000,69032,217404, 98566,59463,169048,63928,156041, 98566,217404,1,1,173520,69078,0.7153,0.7170,1,2,0,-0.1179
4003,1,729440, 2,584763,0.0024799505,0.9792,0.27683,62840,138625,12304, 866,293394,75827,2444,143140,42856,120558,10178, 764,254944,54035,1933, 99495,128373,63306,146868,46488,128702,56298,114707,65115,174980, 93726,54895,137618,60700,121704, 93726,174980,1,0,138726,64986,0.6810,0.6828,1,2,0,-0.1179
4003,2,725831, 2,571142,0.0024799505,0.9792,0.06968,76083,175740, 9573,1455,238164,73227,2839,148750,50251,155066, 7881,1236,203324,51183,2291, 99910,138523,65540,159741,46159,147614,55734,130226,66612,191148,103138,55838,149129,61165,138918,103138,191148,1,0,153451,67438,0.6947,0.6983,1,2,0,-0.1179
4004,1,730809, 2,568285,0.0043613870,0.9840,0.40932,75814,131249,16114, 820,278166,71311,2286,155049,50032,110512,12867, 713,237363,50824,1783,104191,117235,67297,139323,47766,120474,59675,106903,69039,161008,102614,57526,128277,64349,113687,102614,161008,1,1,128989,69277,0.6506,0.6534,1,2,0,-0.1179
4004,2,724462, 2,587620,0.0043613870,0.9840,0.07219,63109,183116, 5763,1501,253392,77743,2997,136841,43075,165112, 5192,1287,220905,54394,2441, 95214,149661,61550,167286,44881,155842,52356,138030,62687,205120, 94250,53207,158471,57515,146935, 94250,205120,1,1,163189,63147,0.7210,0.7237,1,2,0,-0.1179
4005,1,726304, 2,576423,0.0018298997,0.9776,0.28204,71661,138928,13478, 866,278147,68831,2518,151875,48433,121419,11177, 749,239990,49593,2006,103056,126570,67751,147022,49427,128240,60612,113787,69999,174115,101974,58587,136794,65301,121012,101974,174115,1,1,137946,69954,0.6635,0.6657,1,2,0,-0.1179
4005,2,728967, 2,579482,0.0018298997,0.9776,0.06939,67262,175437, 8399,1455,253411,80223,2765,140015,44674,154205, 6882,1251,218278,55625,2218, 96349,140326,61096,159587,43221,148076,51419,131146,61727,192013, 94890,52146,149953,56564,139610, 94890,192013,1,1,154231,62470,0.7117,0.7150,1,2,0,-0.1179
4006,1,729444, 2,584616,0.0024854477,0.9780,0.23717,65883,140130,13961, 896,286010,76655,2502,143407,45060,122322,11381, 778,249298,54410,2011, 99356,129697,64218,148230,47235,129821,56939,115624,65891,176784, 94786,55723,138962,61410,122721, 94786,176784,1,0,140032,65815,0.6803,0.6821,1,2,0,-0.1179
4006,2,725827, 2,571289,0.0024854477,0.9780,0.06815,73040,174235, 7916,1425,245548,72399,2781,148483,48047,153302, 6678,1222,208970,50808,2213,100049,137199,64629,158378,45412,146495,55092,129309,65836,189344,102078,55009,147785,60455,137901,102078,189344,1,0,152145,66609,0.6955,0.6992,1,2,0,-0.1179
4007,1,730445, 2,568952,0.0038611365,0.9804,0.36996,75788,132330,16124, 823,277969,69597,2312,155502,50040,111511,12882, 713,237571,49916,1805,104514,118607,67889,140872,48204,121849,60245,108358,69499,162909,102938,58041,129737,64865,115102,102938,162909,1,1,130519,69754,0.6517,0.6544,1,2,0,-0.1179
4007,2,724826, 2,586953,0.0038611365,0.9804,0.07124,63135,182035, 5753,1498,253589,79457,2971,136388,43067,164113, 5177,1287,220697,55302,2419, 94891,148289,60957,165737,44443,154467,51786,136576,62227,203219, 93926,52692,157010,57000,145520, 93926,203219,1,1,161658,62670,0.7206,0.7234,1,2,0,-0.1179
4008,1,731270, 2,573396,0.0049949460,0.9772,0.36988,74465,132865,14361, 797,277827,70730,2371,157854,49508,113674,11700, 689,238424,50792,1877,106732,123687,68249,145700,48917,126855,60976,112884,70416,169380,102727,58579,134692,65690,119869,102727,169380,1,1,135701,70256,0.6589,0.6614,1,2,0,-0.1179
4008,2,724001, 2,582509,0.0049949460,0.9772,0.07141,64458,181500, 7516,1524,253731,78324,2912,134036,43599,161950, 6359,1311,219844,54426,2347, 92673,143209,60597,160909,43730,149461,51056,132049,61310,196748, 94137,52154,152055,56175,140753, 94137,196748,1,1,156476,62168,0.7157,0.7187,1,2,0,-0.1179
4009,1,727232, 2,565567,0.0005545359,0.9816,0.40221,75745,131523,16202, 825,274556,71319,2311,154751,49992,110742,12942, 718,234447,50921,1804,104001,117655,67467,139702,47879,120866,59839,107240,69203,161580,103070,57667,128677,64513,114051,103070,161580,1,1,129409,69490,0.6506,0.6535,1,2,0,-0.1179
