draw,district,total_pop,chain,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1183,2,728896, 1,592788,0.0017323234,0.9808,0.07063,65437,200131, 5791,1517,236937,71754,3207,144122,44616,179601, 5201,1300,208365,50955,2614,100136,155400,64938,174023,47912,162134,56019,144049,66293,214460, 96941,56417,164708,61150,153090, 96941,214460,1,1,170014,66423,0.7191,0.7212,1,2,0,-0.1179
1184,1,724377, 1,562877,0.0044782037,0.9792,0.32564,71669,111348,15693, 808,297603,76531,2003,148722,47131, 94155,12542, 699,252806,53885,1550,100109,112279,64089,133283,44910,115235,56176,101929,65566,153821,100572,54493,122779,60864,108580,100572,153821,1,1,123309,66261,0.6505,0.6540,1,2,0,-0.1179
1184,2,730894, 1,593028,0.0044782037,0.9792,0.07019,67254,203017, 6184,1513,233955,72523,3280,143168,45976,181469, 5517,1301,205462,51333,2674, 99296,154617,64757,173326,47738,161081,55856,143004,66160,212307, 96292,56240,163968,61001,152042, 96292,212307,1,1,168868,66163,0.7185,0.7206,1,2,0,-0.1179
1185,1,730424, 1,566874,0.0038322759,0.9832,0.33262,71685,109825,15530, 779,303272,77473,1997,149863,47056, 92710,12381, 675,257260,54516,1545,100731,113662,64551,135124,45039,116357,56479,102910,66051,154206,101140,54789,124391,61257,109631,101140,154206,1,1,124452,66650,0.6512,0.6548,1,2,0,-0.1179
1185,2,724847, 1,589031,0.0038322759,0.9832,0.07036,67238,204540, 6347,1542,228286,71581,3286,142027,46051,182914, 5678,1325,201008,50702,2679, 98674,153234,64296,171485,47608,159959,55553,142024,65676,211922, 95724,55943,162357,60608,150991, 95724,211922,1,1,167726,65774,0.7183,0.7204,1,2,0,-0.1179
1186,1,725372, 1,572492,0.0031107608,0.9772,0.35652,71834,133021,14005, 801,282743,68381,2446,152141,48177,115225,11496, 699,242795,49113,1941,103046,124481,67909,145712,49018,127231,60673,113445,69880,170792,102167,58460,135095,65271,120337,102167,170792,1,1,136332,69930,0.6610,0.6634,1,2,0,-0.1179
1186,2,729899, 1,583413,0.0031107608,0.9772,0.07123,67089,181344, 7872,1520,248815,80673,2837,139749,44930,160399, 6563,1301,215473,56105,2283, 96359,142415,60937,160897,43629,149085,51358,131488,61847,195337, 94697,52273,151652,56594,140285, 94697,195337,1,1,155845,62494,0.7138,0.7169,1,2,0,-0.1179
1187,1,725659, 1,564549,0.0027163326,0.9816,0.32414,73271,108845,16366, 835,302597,77239,2058,144448,48529, 91577,13137, 725,257165,54248,1597, 97571,109739,61636,130243,42595,112250,53563, 99066,62951,148838, 97876,52110,119990,58247,105657, 97876,148838,1,1,120027,63723,0.6532,0.6571,1,2,0,-0.1179
1187,2,729612, 1,591356,0.0027163326,0.9816,0.07044,65652,205520, 5511,1486,228961,71815,3225,147442,44578,184047, 4922,1275,201103,50970,2627,101834,157157,67210,176366,50052,164066,58469,145867,68776,217290, 98988,58622,166757,63617,154965, 98988,217290,1,1,172150,68701,0.7148,0.7166,1,2,0,-0.1179
1188,1,727068, 1,571512,0.0007799235,0.9816,0.39235,73890,137334,14241, 828,275003,68316,2468,154988,49285,118233,11637, 719,236078,49093,1934,104533,124191,69278,146060,49853,126821,61642,112744,71128,170328,103938,59561,135124,66379,119781,103938,170328,1,1,136029,71167,0.6565,0.6589,1,2,0,-0.1179
1188,2,728203, 1,584393,0.0007799235,0.9816,0.07219,65033,177031, 7636,1493,256555,80738,2815,136902,43822,157391, 6422,1281,222190,56125,2290, 94872,142705,59569,160549,42794,149495,50389,132190,60599,195801, 92926,51172,151623,55486,140841, 92926,195801,1,1,156148,61257,0.7182,0.7214,1,2,0,-0.1179
1189,1,726175, 1,573379,0.0020071863,0.9748,0.29851,70837,132288,13953, 808,285229,68234,2431,152395,47323,114540,11434, 702,245338,49062,1924,103056,126399,68203,147503,49298,128940,60895,114877,70250,173387,103037,58747,136950,65566,121906,103037,173387,1,1,138221,70336,0.6628,0.6652,1,2,0,-0.1179
1189,2,729096, 1,582526,0.0020071863,0.9748,0.06949,68086,182077, 7924,1513,246329,80820,2852,139495,45784,161084, 6625,1298,212930,56156,2300, 96349,140497,60644,159106,43349,147376,51137,130057,61477,192742, 93827,51986,149797,56298,138716, 93827,192742,1,1,153956,62088,0.7126,0.7157,1,2,0,-0.1179
1190,1,726570, 1,564650,0.0014643321,0.9824,0.38480,74866,129928,16128, 821,278663,71103,2269,152792,49403,109353,12913, 714,237259,50427,1771,102810,116410,66715,138234,47322,119485,59129,105979,68443,159547,102189,57012,127319,63779,112731,102189,159547,1,1,127930,68758,0.6504,0.6534,1,2,0,-0.1179
1190,2,728701, 1,591255,0.0014643321,0.9824,0.07176,64057,184437, 5749,1500,252895,77951,3014,139098,43704,166271, 5146,1286,221009,54791,2453, 96595,150486,62132,168375,45325,156831,52902,138955,63284,206582, 94675,53720,159428,58086,147891, 94675,206582,1,1,164247,63666,0.7207,0.7233,1,2,0,-0.1179
1191,1,725352, 1,576690,0.0031382471,0.9732,0.27837,69252,118701,13942, 801,302775,69185,2280,148416,46653,104303,11509, 692,261011,49659,1802,101061,125231,66483,145689,47800,127139,58874,113475,67935,171035,101217,57138,135459,63398,120306,101217,171035,1,1,136514,68462,0.6660,0.6687,1,2,0,-0.1179
1191,2,729919, 1,579215,0.0031382471,0.9732,0.06904,69671,195664, 7935,1520,228783,79869,3003,143474,46454,171321, 6550,1308,197257,55559,2422, 98344,141665,62364,160920,44847,149177,53157,131458,63791,195093, 95647,53595,151288,58466,140316, 95647,195093,1,1,155663,63962,0.7088,0.7116,1,2,0,-0.1179
1192,1,727766, 1,571429,0.0001793480,0.9756,0.32903,72893,127292,13626, 769,282745,70730,2291,157420,48444,109532,11139, 658,242519,50858,1816,106463,125023,68846,147488,49110,127944,61236,113887,70782,170139,103418,58974,136255,66003,120915,103418,170139,1,1,136896,70679,0.6595,0.6620,1,2,0,-0.1179
1192,2,727505, 1,584476,0.0001793480,0.9756,0.07020,66030,187073, 8251,1552,248813,78324,2992,134470,44663,166092, 6920,1342,215749,54360,2408, 92942,141873,60000,159121,43537,148372,50796,131047,60945,195989, 93446,51759,150492,55862,139707, 93446,195989,1,1,155281,61745,0.7155,0.7185,1,2,0,-0.1179
1193,1,731246, 1,569283,0.0049619624,0.9768,0.27644,70134,107193,15766, 792,312917,77861,2010,144573,46174, 90535,12621, 688,265763,54708,1543, 97251,113238,63374,133828,44375,115444,55221,102346,64418,153541, 99737,53869,123531,59811,108893, 99737,153541,1,1,123680,65423,0.6540,0.6577,1,2,0,-0.1179
1193,2,724025, 1,586622,0.0049619624,0.9768,0.06852,68789,207172, 6111,1529,218641,71193,3273,147317,46933,185089, 5438,1312,192505,50510,2681,102154,153658,65473,172781,48272,160872,56810,142587,67309,212587, 97127,56864,163216,62053,151729, 97127,212587,1,1,168497,67001,0.7155,0.7175,1,2,0,-0.1179
1194,1,729263, 1,573574,0.0022366968,0.9776,0.35558,73537,130818,13802, 787,279395,70566,2371,157987,49005,112887,11314, 674,239990,50782,1894,107028,125724,69085,147880,49660,128384,61595,114327,71079,171395,103386,59368,136801,66331,121355,103386,171395,1,1,137542,70962,0.6597,0.6620,1,2,0,-0.1179
1194,2,726008, 1,582331,0.0022366968,0.9776,0.07108,65386,183547, 8075,1534,252163,78488,2912,133903,44102,162737, 6745,1326,218278,54436,2330, 92377,141172,59762,158729,42987,147932,50437,130606,60648,194733, 93478,51365,149947,55534,139267, 93478,194733,1,1,154635,61463,0.7156,0.7188,1,2,0,-0.1179
1195,1,729027, 1,573361,0.0019123586,0.9756,0.37793,74277,137643,14638, 835,276237,68135,2411,154851,49618,118405,11976, 728,237017,49011,1891,104715,119912,68078,141384,48901,122754,60742,109080,69947,166128,103218,58483,130647,65338,115916,103218,166128,1,1,131851,70176,0.6526,0.6552,1,2,0,-0.1179
1195,2,726244, 1,582544,0.0019123586,0.9756,0.07171,64646,176722, 7239,1486,255321,80919,2872,137039,43489,157219, 6083,1272,221251,56207,2333, 94690,146984,60769,165225,43747,153562,51290,135853,61780,200000, 93646,52249,156100,56527,144706, 93646,200000,1,1,160326,62248,0.7203,0.7233,1,2,0,-0.1179
1196,1,730145, 1,567065,0.0034488422,0.9788,0.35375,73543,115809,16204, 816,297202,76248,2085,148238,48622, 97518,12982, 707,252334,53634,1615, 99653,111222,63772,132199,44705,113985,55911,100800,65228,151659, 99574,54232,121708,60562,107391, 99574,151659,1,1,121972,65836,0.6495,0.6529,1,2,0,-0.1179
1196,2,725126, 1,588840,0.0034488422,0.9788,0.07099,65380,198556, 5673,1505,234356,72806,3198,143652,44485,178106, 5077,1293,205934,51584,2609, 99752,155674,65075,174410,47942,162331,56121,144133,66499,214469, 97290,56500,165039,61303,153231, 97290,214469,1,1,170205,66588,0.7188,0.7210,1,2,0,-0.1179
1197,1,726657, 1,576934,0.0013447667,0.9764,0.28170,69551,122442,14312, 824,301627,68308,2311,147282,46765,106910,11803, 711,259979,49114,1819, 99833,124866,66779,145095,48098,126962,59139,113219,68223,172156,102237,57434,134980,63674,120088,102237,172156,1,1,136459,68895,0.6645,0.6672,1,2,0,-0.1179
1197,2,728614, 1,578971,0.0013447667,0.9764,0.06910,69372,191923, 7565,1497,229931,80746,2972,144608,46342,168714, 6256,1289,198289,56104,2405, 99572,142030,62067,161513,44549,149354,52893,131714,63504,193973, 94627,53298,151767,58190,140534, 94627,193973,1,1,155718,63530,0.7102,0.7130,1,2,0,-0.1179
1198,1,727577, 1,564431,0.0000803974,0.9824,0.37207,74611,121000,16180, 815,287799,75556,2194,149422,49257,101487,12949, 712,244240,53300,1728,100758,109280,62433,130235,43435,112542,54984, 99147,64506,149375, 98824,52930,119756,59736,105843, 98824,149375,1,1,120116,64835,0.6494,0.6532,1,2,0,-0.1179
1198,2,727694, 1,591474,0.0000803974,0.9824,0.07160,64312,193365, 5697,1506,243759,73498,3089,142468,43850,174137, 5110,1288,214028,51918,2496, 98647,157616,66414,176373,49212,163774,57047,145786,67221,216753, 98040,57803,166991,62129,154779, 98040,216753,1,1,172061,67589,0.7180,0.7200,1,2,0,-0.1179
1199,1,726734, 1,592651,0.0012389445,0.9692,0.19598,53705,118408,10542, 642,349794,59641,2092,131910,37493,104714, 8890, 568,304186,42404,1655, 92741,143939,67522,164246,48898,141297,58704,130650,63997,191372, 96089,58209,154094,61346,135973, 96089,191372,1,0,154302,67042,0.6971,0.6989,1,2,0,-0.1179
1199,2,728537, 1,563254,0.0012389445,0.9692,0.05665,85218,195957,11335,1679,181764,89413,3191,159980,55614,170910, 9169,1432,154082,62814,2569,106664,122957,61324,142362,43749,135019,53328,114283,67730,174756,100775,52524,132654,60519,124649,100775,174756,1,0,137875,65382,0.6783,0.6822,1,2,0,-0.1179
1200,1,725934, 1,563820,0.0023383961,0.9824,0.38597,75202,130195,16033, 819,275773,72005,2275,153632,49630,109563,12813, 712,234987,51198,1777,103140,115998,66630,137840,47305,119143,59098,105641,68428,159245,101759,56962,126917,63755,112390,101759,159245,1,1,127573,68643,0.6502,0.6530,1,2,0,-0.1179
1200,2,729337, 1,592085,0.0023383961,0.9824,0.07183,63721,184170, 5844,1502,255785,77049,3008,138258,43477,166061, 5246,1288,223281,54020,2447, 96265,150898,62216,168769,45342,157173,52933,139293,63299,206883, 95105,53771,159831,58109,148231, 95105,206883,1,1,164604,63781,0.7207,0.7234,1,2,0,-0.1179
1201,1,731162, 1,577182,0.0048465200,0.9633,0.25710,72649,122882,16495, 897,300985,72654,2273,142327,48884,105560,13425, 786,258398,51845,1781, 96503,114688,63408,133970,45305,116701,55801,103231,64764,159086, 99969,54352,124327,60274,109964, 99969,159086,1,1,125535,65848,0.6559,0.6593,1,2,0,-0.1179
1201,2,724109, 1,578723,0.0048465200,0.9633,0.06824,66274,191483, 5382,1424,230573,76400,3010,149563,44223,170064, 4634,1214,199870,53373,2443,102902,152208,65439,172639,47342,159615,56231,141702,66962,207043, 96895,56381,162420,61590,150658, 96895,207043,1,1,166642,66576,0.7145,0.7168,1,2,0,-0.1179
1202,1,728967, 1,567403,0.0018298997,0.9828,0.36483,75595,130744,16011, 812,278370,69768,2296,155371,49885,110167,12779, 705,237609,50046,1792,104420,118187,67667,140445,48000,121383,59939,107737,69372,162145,103133,57828,129314,64648,114559,103133,162145,1,1,129979,69621,0.6512,0.6540,1,2,0,-0.1179
1202,2,726304, 1,588502,0.0018298997,0.9828,0.07115,63328,183621, 5866,1509,253188,79286,2987,136519,43222,165457, 5280,1295,220659,55172,2432, 94985,148709,61179,166163,44647,154933,52092,137196,62355,203983, 93731,52904,157433,57216,146063, 93731,203983,1,1,162198,62803,0.7209,0.7236,1,2,0,-0.1179
1203,1,728803, 1,564900,0.0016045121,0.9824,0.38508,74871,121335,16159, 818,284769,78072,2196,150583,49418,101748,12933, 715,241629,55081,1722,101654,110002,62785,131118,43685,113637,55394, 99939,65179,150664, 99530,53231,120558,60277,106786, 99530,150664,1,1,121072,65314,0.6496,0.6533,1,2,0,-0.1179
1203,2,726468, 1,591005,0.0016045121,0.9824,0.07188,64052,193030, 5718,1503,246789,70982,3087,141307,43689,173876, 5126,1285,216639,50137,2502, 97751,156894,66062,175490,48962,162679,56638,144995,66548,215464, 97334,57502,166189,61587,153836, 97334,215464,1,1,171105,67111,0.7183,0.7203,1,2,0,-0.1179
1204,1,725361, 1,574103,0.0031258783,0.9760,0.28807,70845,132089,14148, 824,284862,69201,2437,150955,47488,114796,11646, 718,245463,49777,1927,102288,122774,66883,143297,48356,125463,59801,111424,69144,169476,102198,57617,133034,64466,118442,102198,169476,1,1,134487,69276,0.6600,0.6626,1,2,0,-0.1179
1204,2,729910, 1,581802,0.0031258783,0.9760,0.06922,68078,182276, 7729,1497,246696,79853,2846,140935,45619,160828, 6413,1282,212805,55441,2297, 97117,144122,61963,163312,44291,150853,52230,133509,62583,196653, 94666,53116,153713,57398,142180, 94666,196653,1,1,157690,63148,0.7141,0.7169,1,2,0,-0.1179
1205,1,730148, 1,567514,0.0034529651,0.9856,0.44241,75600,130905,16167, 822,277764,71841,2285,154764,49869,110186,12926, 715,236718,51094,1787,104219,116589,66957,138512,47499,119821,59363,106252,68732,160007,102447,57223,127548,64040,113035,102447,160007,1,1,128236,68999,0.6502,0.6531,1,2,0,-0.1179
1205,2,725123, 1,588391,0.0034529651,0.9856,0.07300,63323,183460, 5710,1499,253794,77213,2998,137126,43238,165438, 5133,1285,221550,54124,2437, 95186,150307,61889,168097,45148,156494,52668,138681,62994,206121, 94417,53510,159199,57824,147587, 94417,206121,1,1,163941,63425,0.7210,0.7237,1,2,0,-0.1179
1206,1,726440, 1,567803,0.0016429930,0.9653,0.33233,73978,128975,15090, 868,281175,72471,2297,151586,49060,109743,12243, 758,240160,51681,1801,102357,117745,66588,139048,47480,121537,59435,107496,68957,163410,103359,57029,128395,64188,114516,103359,163410,1,1,129847,69163,0.6525,0.6555,1,2,0,-0.1179
1206,2,728831, 1,588102,0.0016429930,0.9653,0.07053,64945,185390, 6787,1453,250383,76583,2986,140304,44047,165881, 5816,1242,218108,53537,2423, 97048,149151,62258,167561,45167,154779,52597,137437,62770,202718, 93505,53704,158353,57676,146106, 93505,202718,1,1,162330,63261,0.7196,0.7221,1,2,0,-0.1179
1207,1,728405, 1,574731,0.0010575350,0.9621,0.24133,73289,127655,16293, 889,292470,70940,2371,144498,49245,109154,13307, 774,251123,50619,1877, 98632,111875,61870,131085,43956,114240,54912,100794,63944,154973, 98229,52909,121479,59419,107516, 98229,154973,1,1,122593,64581,0.6550,0.6584,1,2,0,-0.1179
1207,2,726866, 1,581174,0.0010575350,0.9621,0.06746,65634,186710, 5584,1432,239088,78114,2912,147392,43862,166470, 4752,1226,207145,54599,2347,100773,155021,66976,175524,48692,162076,57119,144140,67782,211155, 98635,57824,165268,62445,153106, 98635,211155,1,1,169584,67843,0.7143,0.7165,1,2,0,-0.1179
1208,1,729029, 1,580003,0.0019151072,0.9748,0.19354,63691,114788,13970, 842,320000,79164,2240,134334,43170,100553,11368, 732,274680,55744,1788, 91968,118990,60102,136437,43392,118525,52307,104551,61597,161510, 94291,51746,127711,56946,111536, 94291,161510,1,1,128003,62339,0.6725,0.6755,1,2,0,-0.1179
1208,2,726242, 1,575902,0.0019151072,0.9748,0.06607,75232,199577, 7907,1479,211558,69890,3043,157556,49937,175071, 6691,1268,183588,49474,2436,107437,147906,68744,170172,49255,157791,59724,140383,70129,204618,102573,58987,159036,64919,149086,102573,204618,1,1,164174,70085,0.7008,0.7033,1,2,0,-0.1179
1209,1,730327, 1,581476,0.0036989674,0.9728,0.29159,71093,131742,15006, 913,294906,69627,2452,144588,48308,114950,12404, 799,254582,50173,1945, 98315,123060,65080,142107,47433,124800,57874,110668,67074,170673,100086,56253,132583,62466,117732,100086,170673,1,1,134260,67509,0.6654,0.6680,1,2,0,-0.1179
1209,2,724944, 1,574429,0.0036989674,0.9728,0.06958,67830,182623, 6871,1408,236652,79427,2831,147302,44799,160674, 5655,1201,203686,55045,2279,101090,143836,63766,164502,45214,151516,54158,134265,64653,195455, 96778,54479,154165,59398,142890, 96778,195455,1,1,157917,64915,0.7087,0.7115,1,2,0,-0.1179
1210,1,728657, 1,567856,0.0014038622,0.9784,0.36177,73014,122879,14260, 771,286119,75189,2205,154220,48343,104827,11553, 664,243531,53295,1727,103916,119242,67503,141492,47794,122001,59830,108099,69506,162258,103258,57644,130366,64661,115048,103258,162258,1,1,130619,69579,0.6524,0.6553,1,2,0,-0.1179
1210,2,726614, 1,588049,0.0014038622,0.9784,0.07117,65909,191486, 7617,1550,245439,73865,3078,137670,44764,170797, 6506,1336,214737,51923,2497, 95489,147654,61343,165116,44853,154315,52202,136835,62221,203870, 93606,53089,156381,57204,145574, 93606,203870,1,1,161558,62845,0.7199,0.7226,1,2,0,-0.1179
1211,1,725877, 1,576370,0.0024167320,0.9792,0.32703,71016,122261,14483, 806,299065,69200,2304,146742,48112,106856,11977, 705,257412,49671,1831, 99806,120671,65744,140828,47207,123086,58287,109526,67356,167178,101109,56472,130749,62815,116305,101109,167178,1,1,132257,67941,0.6606,0.6634,1,2,0,-0.1179
1211,2,729394, 1,579535,0.0024167320,0.9792,0.07068,67907,192104, 7394,1515,232493,79854,2979,145148,44995,168768, 6082,1295,200856,55547,2393, 99599,146225,63102,165781,45440,153230,53745,135407,64371,198951, 95755,54261,155998,59050,144317, 95755,198951,1,1,159920,64483,0.7126,0.7153,1,2,0,-0.1179
1212,1,724353, 1,567503,0.0045111873,0.9820,0.38226,73972,131624,14250, 794,274594,70258,2339,156522,49157,112552,11591, 688,235387,50474,1838,105816,122218,68077,144149,48797,125544,60810,111598,70322,167886,102582,58432,133182,65559,118570,102582,167886,1,1,134279,70117,0.6570,0.6594,1,2,0,-0.1179
1212,2,730918, 1,588402,0.0045111873,0.9820,0.07179,64951,182741, 7627,1527,256964,78796,2944,135368,43950,163072, 6468,1312,222881,54744,2386, 93589,144678,60770,162460,43850,150772,51222,133335,61405,198242, 94282,52301,153565,56306,142052, 94282,198242,1,1,157898,62307,0.7170,0.7201,1,2,0,-0.1179
1213,1,724329, 1,569965,0.0045441708,0.9812,0.38274,72959,131016,13471, 779,277975,69321,2406,156402,48724,113180,11056, 670,238749,49895,1916,105775,126895,69375,149088,49860,129926,61897,115680,71527,173562,103753,59615,137990,66706,122801,103753,173562,1,1,139030,71283,0.6611,0.6634,1,2,0,-0.1179
1213,2,730942, 1,585940,0.0045441708,0.9812,0.07198,65964,183349, 8406,1542,253583,79733,2877,135488,44383,162444, 7003,1330,219519,55323,2308, 93630,140001,59471,157520,42787,146390,50135,129253,60200,192566, 93111,51118,148757,55158,137820, 93111,192566,1,1,153147,61141,0.7147,0.7179,1,2,0,-0.1179
1214,1,724279, 1,583448,0.0046128865,0.9752,0.24567,60968,132886,11323, 830,294972,76398,2365,144537,41733,116764, 9499, 733,257409,54527,1875,100908,132040,64565,150948,47367,132306,57371,117943,66489,179651, 95181,55964,141493,61925,125123, 95181,179651,1,0,142578,66195,0.6829,0.6847,1,2,0,-0.1179
1214,2,730992, 1,572457,0.0046128865,0.9752,0.06844,77955,181479,10554,1491,236586,72656,2918,147353,51374,158860, 8560,1267,200859,50691,2349, 98497,134856,64281,155661,45280,144009,54660,126990,65237,186477,101683,54769,145254,59940,135499,101683,186477,1,0,149599,66229,0.6931,0.6969,1,2,0,-0.1179
1215,1,726630, 1,565780,0.0013818732,0.9740,0.29955,73308,109445,16326, 833,303487,76064,2053,145114,48552, 92098,13097, 720,258169,53514,1586, 98044,110561,61821,131139,42812,112996,53769, 99871,63092,149870, 97698,52311,120849,58422,106432, 97698,149870,1,1,120887,63838,0.6544,0.6582,1,2,0,-0.1179
1215,2,728641, 1,590125,0.0013818732,0.9740,0.06961,65615,204920, 5551,1488,228071,72990,3230,146776,44555,183526, 4962,1280,200099,51704,2638,101361,156335,67025,175469,49835,163320,58262,145062,68635,216258, 99166,58421,165898,63443,154190, 99166,216258,1,1,171290,68586,0.7141,0.7160,1,2,0,-0.1179
1216,1,729111, 1,579007,0.0020278010,0.9752,0.25822,71799,138745,13472, 851,279770,69634,2523,152317,48562,121343,11171, 734,241519,50182,2013,103483,127838,67964,148355,49589,128764,60431,114188,69960,174053,101540,58774,138095,65190,121474,101540,174053,1,1,138639,69898,0.6648,0.6669,1,2,0,-0.1179
1216,2,726160, 1,576898,0.0020278010,0.9752,0.06846,67124,175620, 8405,1470,251788,79420,2760,139573,44545,154281, 6888,1266,216749,55036,2211, 95922,139058,60882,158254,43058,147552,51600,130745,61766,192076, 95324,51958,148652,56674,139148, 95324,192076,1,1,153538,62526,0.7106,0.7140,1,2,0,-0.1179
1217,1,726004, 1,574372,0.0022421941,0.9728,0.34027,71898,133900,14259, 794,285064,67041,2418,150630,48393,116263,11760, 696,244754,48331,1916,102259,121130,67454,141974,48706,123874,60232,110262,69324,168004,102392,58076,131551,64772,117068,102392,168004,1,1,133049,69622,0.6565,0.6590,1,2,0,-0.1179
1217,2,729267, 1,581533,0.0022421941,0.9728,0.07087,67025,180465, 7618,1527,246494,82013,2865,141260,44714,159361, 6299,1304,213514,56887,2308, 97146,145766,61392,164635,43941,152441,51799,134671,62403,198124, 94472,52657,155196,57092,143554, 94472,198124,1,1,159128,62802,0.7170,0.7200,1,2,0,-0.1179
1218,1,725837, 1,563517,0.0024717046,0.9780,0.30896,73563,115759,16038, 801,293112,75071,2092,149401,48553, 97425,12807, 694,249122,52979,1621,100316,113865,64954,135434,45498,116642,56908,103451,66240,154957,100492,55220,124648,61566,110045,100492,154957,1,1,124870,66817,0.6514,0.6547,1,2,0,-0.1179
1218,2,729434, 1,592388,0.0024717046,0.9780,0.06959,65360,198606, 5839,1520,238446,73983,3191,142489,44554,178199, 5252,1306,209146,52239,2603, 99089,153031,63893,171174,47149,159674,55124,141482,65487,211171, 96372,55512,162100,60298,150577, 96372,211171,1,1,167307,65607,0.7183,0.7206,1,2,0,-0.1179
1219,1,730067, 1,570653,0.0033416456,0.9768,0.33154,72203,121210,13425, 757,291941,73850,2205,154476,47871,103909,10969, 651,248603,52656,1734,104260,118859,67056,140978,47496,121628,59470,107706,69185,161394,102478,57272,129917,64321,114667,102478,161394,1,1,130113,69137,0.6530,0.6559,1,2,0,-0.1179
1219,2,725204, 1,585252,0.0033416456,0.9768,0.07035,66720,193155, 8452,1564,239617,75204,3078,137414,45236,171715, 7090,1349,209665,52562,2490, 95145,148037,61790,165631,45151,154688,52562,137227,62541,204735, 94386,53461,156830,57543,145955, 94386,204735,1,1,162064,63287,0.7192,0.7218,1,2,0,-0.1179
1220,1,728117, 1,578320,0.0006617324,0.9740,0.21801,71276,139811,14578, 847,285614,67238,2554,146199,48321,121326,12056, 741,246256,48459,2021, 99140,124003,66065,143466,48382,125022,58838,111045,67845,171207,100263,57221,133733,63336,118031,100263,171207,1,1,134948,68279,0.6640,0.6663,1,2,0,-0.1179
1220,2,727154, 1,577585,0.0006617324,0.9740,0.06655,67647,174554, 7299,1474,245944,81816,2729,145691,44786,154298, 6003,1259,212012,56759,2203,100265,142893,62781,163143,44265,151294,53194,133889,63882,194921, 96601,53512,153015,58529,142591, 96601,194921,1,1,157229,64145,0.7102,0.7134,1,2,0,-0.1179
1221,1,724982, 1,587484,0.0036467435,0.9800,0.24749,58919,130090,10532, 803,304486,75106,2295,142751,40686,114581, 8878, 707,266753,53595,1829,100455,136912,65538,156398,47855,136784,57725,123070,66188,184012, 94315,56694,146654,61951,129927, 94315,184012,1,0,147436,66324,0.6897,0.6913,1,2,0,-0.1179
1221,2,730289, 1,568421,0.0036467435,0.9800,0.06845,80004,184275,11345,1518,227072,73948,2988,149139,52421,161043, 9181,1293,191515,51623,2395, 98950,129983,63308,150211,44792,139532,54306,121863,65539,182116,102549,54039,140093,59913,130695,102549,182116,1,0,144742,66100,0.6865,0.6905,1,2,0,-0.1179
1222,1,730892, 1,569201,0.0044754551,0.9820,0.32881,73734,109511,16486, 849,305302,77703,2052,145255,48886, 92226,13258, 739,259673,54589,1596, 98234,110674,62031,131288,42880,113349,53952,100078,63356,150435, 98550,52450,120980,58644,106712, 98550,150435,1,1,121165,64153,0.6538,0.6577,1,2,0,-0.1179
1222,2,724379, 1,586704,0.0044754551,0.9820,0.07063,65189,204854, 5391,1472,226256,71351,3231,146635,44221,183398, 4801,1261,198595,50629,2628,101171,156222,66816,175321,49767,162967,58080,144856,68370,215694, 98314,58282,165767,63220,153910, 98314,215694,1,1,171012,68271,0.7147,0.7166,1,2,0,-0.1179
1223,1,726988, 1,564659,0.0008898686,0.9796,0.35372,74479,121785,16293, 838,286872,75701,2194,148826,49208,102257,13072, 728,243675,53459,1718,100542,110458,62962,131426,43898,113934,55511,100317,65154,151395, 99807,53425,120941,60323,107124, 99807,151395,1,1,121506,65465,0.6499,0.6536,1,2,0,-0.1179
1223,2,728283, 1,591246,0.0008898686,0.9796,0.07109,64444,192580, 5584,1483,244686,73353,3089,143064,43899,173367, 4987,1272,214593,51759,2506, 98863,156438,65884,175183,48749,162382,56520,144616,66573,214733, 97057,57307,165807,61541,153498, 97057,214733,1,1,170671,66959,0.7182,0.7202,1,2,0,-0.1179
1224,1,729870, 1,592542,0.0030709057,0.9716,0.21561,55579,111809,11955, 692,356997,59314,1946,131578,38440, 98783, 9914, 600,309627,41880,1532, 91766,139010,66254,158966,47550,137107,57454,126666,62801,185626, 96497,56899,148989,60122,131885, 96497,185626,1,0,149475,66110,0.6933,0.6956,1,2,0,-0.1179
1224,2,725401, 1,563363,0.0030709057,0.9716,0.05640,83344,202556, 9922,1629,174561,89740,3337,160312,54667,176841, 8145,1400,148641,63338,2692,107639,127886,62592,147642,45097,139209,54577,118268,68926,180503,100367,53834,137758,61742,128737,100367,180503,1,0,142702,66314,0.6827,0.6860,1,2,0,-0.1179
1225,1,728664, 1,565970,0.0014134824,0.9860,0.44537,75479,130761,16102, 823,276233,72627,2277,154362,49806,110049,12864, 714,235467,51631,1780,103659,116222,66854,138144,47457,119507,59297,105962,68662,159674,102041,57149,127181,63971,112733,102041,159674,1,1,127902,68861,0.6500,0.6529,1,2,0,-0.1179
