draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1087,2,542995, 1,0.7498,423222,0.0016278909,0.9840,0.2880,24241,451349,2442,32532,3947,398,1995,26091,15645,362986,1790,20866,3253,296,1499,16887,143807, 83843,123640,122691,171689,74162,142284, 99011,121896,121802,177052,117470,172650,130880,169719,120589,179478,118559,182143,114666,145354, 94929,121896,121802,176209,120432,1,0,110367,158435,0.4106,0.4108,0.0,0.2,0,0.2584
1088,1,543452, 1,0.8260,429564,0.0024708893,0.9869,0.1851,21153,461747,1880,23955,3873,382,2372,28090,14317,373337,1363,16661,3158,296,1832,18600,138437, 97223,116203,137272,165965,87556,137735,110139,118800,136937,173835,134769,168096,149273,165719,138538,176484,135891,179117,131884,139586,108047,118800,136937,172650,138071,1,0,125948,154039,0.4498,0.4501,0.2,0.2,0,0.2549
1088,2,540773, 1,0.8260,420559,0.0024708893,0.9869,0.4041,24046,439571,3197,40637,4204,457,2002,26659,15591,354216,2418,26056,3508,346,1494,16930,140800, 80483,119909,118658,166799,71411,139735, 94720,117161,116935,169763,110014,165074,123186,162825,112320,171835,111130,173818,107731,141810, 91320,117161,116935,168663,112876,1,0,104658,152771,0.4066,0.4069,0.0,0.2,0,0.2549
1089,1,541460, 1,0.9643,432967,0.0012036247,0.9869,0.2234,22118,469018,1954,14002,4443,390,2449,27086,15380,382036,1443,10031,3659,300,1909,18209,134923, 99667,116136,136444,160347,91803,137295,108892,117056,139439,170515,141543,166062,155050,163882,143631,174114,140940,176329,137612,137176,109201,117056,139439,170180,143755,1,0,129502,151665,0.4606,0.4604,0.2,0.2,0,0.2549
1089,2,542765, 1,0.9643,417156,0.0012036247,0.9869,0.4796,23081,432300,3123,50590,3634,449,1925,27663,14528,345517,2338,32686,3007,342,1417,17321,144314, 78039,119976,119487,172417,67165,140175, 95967,118905,114433,173084,103240,167107,117409,164662,107227,174204,106081,176606,102003,144220, 90165,118905,114433,171133,107192,1,0,101104,155145,0.3946,0.3952,0.0,0.2,0,0.2549
1090,1,539740, 1,0.9975,430340,0.0043763979,0.9864,0.2018,22149,458399,1952,22892,4450,411,2409,27078,15420,373637,1442,15806,3671,312,1881,18171,130693,101018,112587,136882,155540,93450,133275,109832,113058,140258,164780,143050,160349,156541,158362,144995,168431,142418,170445,139308,133024,110296,113058,140258,164474,145262,0,0,130775,146752,0.4712,0.4710,0.2,0.2,0,0.2562
1090,2,544485, 1,0.9975,419783,0.0043763979,0.9864,0.5277,23050,442919,3125,41700,3627,428,1965,27671,14488,353916,2339,26911,2995,330,1445,17359,148544, 76687,123525,119048,177224,65517,144195, 95027,122903,113615,178818,101732,172820,115918,170181,105863,179888,104604,182490,100307,148371, 89071,122903,113615,176840,105685,0,0, 99831,160058,0.3841,0.3849,0.0,0.2,0,0.2562
1091,1,541141, 1,0.6533,433001,0.0017920635,0.9859,0.2525,23817,468510,2956,10742,4945,424,2467,27280,16561,381714,2267, 7956,4102,342,1936,18123,125973,108392,105789,149809,157468,97038,128371,120188,106334,150463,156943,150186,151855,165113,149970,153739,158925,151776,163225,146424,129401,118857,106334,150463,156184,153448,1,0,139313,140485,0.4979,0.4977,0.4,0.4,0,0.1494
1091,2,543084, 1,0.6533,417122,0.0017920635,0.9859,0.3345,21382,432808,2121,53850,3132,415,1907,27469,13347,345839,1514,34761,2564,300,1390,17407,153264, 69314,130323,106121,175295,61929,149099, 84671,129627,103409,186656, 94597,181314,107346,178574, 97119,189393, 95246,189710, 93191,151995, 80509,129627,103409,185130, 97499,1,0, 91294,166325,0.3544,0.3552,0.0,0.4,0,0.1494
1092,1,542090, 1,0.6429,433228,0.0000415043,0.9864,0.2447,23817,469714,2977,10428,4955,422,2477,27300,16547,382193,2288, 7716,4114,340,1930,18100,126065,108171,105828,149669,157613,96780,128454,120032,106441,150296,157146,149891,152084,164789,150155,153482,159064,151528,163394,146149,129490,118663,106441,150296,156369,153168,1,0,139079,140625,0.4972,0.4970,0.4,0.4,0,0.1495
1092,2,542135, 1,0.6429,416895,0.0000415043,0.9864,0.3277,21382,431604,2100,54164,3122,417,1897,27449,13361,345360,1493,35001,2552,302,1396,17430,153172, 69535,130284,106261,175151,62188,149016, 84827,129520,103576,186452, 94892,181085,107670,178388, 97376,189255, 95494,189541, 93466,151905, 80704,129520,103576,184944, 97779,1,0, 91528,166186,0.3552,0.3559,0.0,0.4,0,0.1495
1093,1,541447, 1,0.6027,422836,0.0012276050,0.9780,0.2304,20140,440413,2691,42553,4059,418,2188,28985,13597,354808,2012,28415,3336,330,1641,18697,141843, 85786,119878,122943,165461,77557,139829, 98522,118733,122603,171397,116655,165917,129902,164031,119060,173642,117421,174827,114515,141753, 96202,118733,122603,169963,119511,1,0,110496,153555,0.4185,0.4188,0.2,0.4,0,0.1586
1093,2,542778, 1,0.6027,427287,0.0012276050,0.9780,0.1496,25059,460905,2386,22039,4018,421,2186,25764,16311,372745,1769,14302,3330,312,1685,16833,137395, 91919,116234,132988,167303,81410,137641,106337,117228,131270,172202,128128,167253,142557,164513,131798,174676,129600,178108,125100,139643,103165,117228,131270,171350,131437,1,0,120110,153255,0.4394,0.4396,0.2,0.4,0,0.1586
1094,1,540890, 1,0.7488,424258,0.0022550670,0.9750,0.1478,20016,445041,2147,39888,3762,373,2267,27396,13555,359508,1589,26595,3082,285,1732,17912,142485, 89416,120477,126869,165084,82413,139849,102750,119963,127189,173661,121406,167610,135340,165464,124627,176184,122192,176869,119605,141974,100362,119963,127189,171957,124634,1,0,115181,154765,0.4267,0.4270,0.2,0.4,0,0.1586
1094,2,543335, 1,0.7488,425865,0.0022550670,0.9750,0.1282,25183,456277,2930,24704,4315,466,2107,27353,16353,368045,2192,16122,3584,357,1594,17618,136752, 88290,115635,129062,167680,76554,137621,102109,115998,126683,169938,123377,165559,137119,163080,126231,172135,124829,176067,120010,139422, 99005,115998,126683,169356,126313,1,0,115426,152046,0.4315,0.4317,0.2,0.4,0,0.1586
1095,1,540532, 1,0.8008,433981,0.0029154465,0.9856,0.1791,22506,467077,2043,14538,4452,365,2406,27145,15674,382204,1541,10390,3683,297,1900,18292,131216,107090,111455,147141,160488,97151,132675,118759,113000,149071,165525,150473,160506,164989,158240,153790,168252,151240,171710,146570,133960,117536,113000,149071,164847,153413,1,0,138627,147307,0.4848,0.4846,0.3,0.3,0,0.1988
1095,2,543693, 1,0.8008,416142,0.0029154465,0.9856,0.3952,22693,434241,3034,50054,3625,474,1968,27604,14234,345349,2240,32327,2983,345,1426,17238,148021, 70615,124657,108789,172276,61816,144795, 86100,122961,104801,178074, 94310,172663,107470,170304, 97068,180067, 95781,181225, 93045,147436, 81831,122961,104801,176466, 97534,1,0, 91979,159504,0.3657,0.3665,0.0,0.3,0,0.1988
1096,1,544116, 1,0.5761,426655,0.0036957274,0.9831,0.3867,20553,448116,2724,35999,4244,436,2258,29786,13964,361488,2041,24329,3481,354,1712,19286,135705, 93927,112615,134373,164441,82547,134903,107102,114439,133085,166698,128552,161340,142296,159354,131552,168785,129963,171733,125644,136917,104487,114439,133085,165582,131602,1,1,120904,149001,0.4479,0.4481,0.2,0.2,0,0.2578
1096,2,540109, 1,0.5761,423468,0.0036957274,0.9831,0.2652,24646,453202,2353,28593,3833,403,2116,24963,15944,366065,1740,18388,3185,288,1614,16244,143532, 83778,123496,121557,168323,76421,142567, 97756,121522,120788,176901,116231,171829,130163,169190,119306,179534,117058,181202,113971,144479, 94880,121522,120788,175731,119346,1,1,109702,157809,0.4101,0.4104,0.0,0.2,0,0.2578
1097,1,544025, 1,0.5806,427186,0.0035278655,0.9864,0.4290,20535,451625,2722,32435,4241,436,2253,29778,13954,364302,2033,22059,3480,354,1702,19302,137062, 93456,113766,134085,165802,82022,136274,106566,115755,132318,168240,127934,162939,141630,160910,130927,170387,129281,173294,124996,138227,104032,115755,132318,167154,130954,1,0,120321,150443,0.4444,0.4446,0.2,0.3,0,0.2082
1097,2,540200, 1,0.5806,422937,0.0035278655,0.9864,0.2568,24664,449693,2355,32157,3836,403,2121,24971,15954,363251,1748,20658,3186,288,1624,16228,142176, 84249,122345,121845,166961,76945,141196, 98293,120207,121554,175359,116849,170230,130829,167634,119931,177931,117740,179642,114619,143169, 95335,120207,121554,174159,119993,1,0,110285,156368,0.4136,0.4139,0.1,0.3,0,0.2082
1098,1,539717, 1,0.7360,423153,0.0044188245,0.9799,0.2073,19360,442999,1777,42395,3615,360,2173,27038,13080,358138,1266,28074,2964,276,1660,17695,143615, 89528,121810,126611,166394,82239,140530,103248,120679,127238,174553,121337,168429,135324,166276,124588,177062,122124,177688,119598,143088,100407,120679,127238,172802,124594,1,0,115183,155704,0.4252,0.4256,0.2,0.4,0,0.1586
1098,2,544508, 1,0.7360,426970,0.0044188245,0.9799,0.2112,25839,458319,3300,22197,4462,479,2201,27711,16828,369415,2515,14643,3702,366,1666,17835,135622, 88177,114302,129319,166370,76729,136940,101610,115282,126634,169046,123446,164740,137134,162267,126270,171256,124897,175247,120016,138308, 98960,115282,126634,168511,126353,1,0,115423,151107,0.4331,0.4332,0.2,0.4,0,0.1586
1099,1,539813, 1,0.5885,423177,0.0042417395,0.9867,0.3570,20510,444016,2707,35966,4232,435,2259,29688,13944,358161,2036,24307,3467,353,1709,19200,133709, 93585,110916,133548,162177,82280,132959,106549,112838,132492,164521,128297,159225,141914,157234,131261,166647,129664,169648,125319,134941,103990,112838,132492,163455,131291,1,0,120491,146987,0.4505,0.4506,0.2,0.2,0,0.2588
1099,2,544412, 1,0.5885,426946,0.0042417395,0.9867,0.2770,24689,457302,2370,28626,3845,404,2115,25061,15964,369392,1745,18410,3199,289,1617,16330,145528, 84120,125196,122382,170586,76687,144511, 98310,123123,121380,179078,116486,173944,130545,171310,119597,181672,117357,183287,114296,146455, 95376,123123,121380,177858,119656,1,0,110116,159823,0.4079,0.4083,0.0,0.2,0,0.2588
1100,1,540256, 1,0.5771,423311,0.0034245659,0.9821,0.3156,20395,443927,2719,36821,4216,435,2257,29486,13870,358018,2037,24831,3458,353,1697,19047,135040, 92803,112467,132500,163263,81592,134133,105928,113502,131620,164817,126823,159435,140453,157586,129720,166939,128150,169591,124054,136226,103205,113502,131620,163674,129840,1,0,119364,147677,0.4470,0.4471,0.2,0.2,0,0.2588
1100,2,543969, 1,0.5771,426812,0.0034245659,0.9821,0.2216,24804,457391,2358,27771,3861,404,2117,25263,16038,369535,1744,17886,3208,289,1629,16483,144197, 84903,123645,123430,169501,77376,143337, 98931,122459,122252,178782,117960,173734,132006,170958,121138,181379,118872,183344,115561,145169, 96162,122459,122252,177640,121107,1,0,111242,159133,0.4114,0.4118,0.0,0.2,0,0.2588
1101,1,542382, 1,0.8012,429317,0.0004971293,0.9812,0.1662,20422,457620,1867,28244,3832,398,2285,27714,13947,371189,1368,19320,3144,314,1768,18267,137621, 98053,114932,138275,164890,88287,136592,111236,117125,137887,170864,134731,165022,149188,162791,138391,173541,135957,175994,131936,138510,108963,117125,137887,169642,138041,3,0,126394,151937,0.4541,0.4543,0.2,0.2,0,0.2551
1101,2,541843, 1,0.8012,420806,0.0004971293,0.9812,0.3838,24777,443698,3210,36348,4245,441,2089,27035,15961,356364,2413,23397,3522,328,1558,17263,141616, 79653,121180,117655,167874,70680,140878, 93622,118836,115986,172735,110052,168147,123271,165753,112467,174778,111064,176941,107679,142886, 90404,118836,115986,171671,112907,3,0,104213,154873,0.4022,0.4025,0.0,0.2,0,0.2551
1102,1,543320, 1,0.7896,430254,0.0022273974,0.9880,0.2459,20505,458126,1867,28371,3862,396,2307,27886,13978,371807,1367,19431,3156,312,1793,18410,137941, 98633,114950,139261,165492,88684,136733,112075,117292,138739,171337,135476,165341,150070,163035,139325,173937,136789,176449,132704,138780,109663,117292,138739,170020,138873,2,0,127175,152250,0.4551,0.4554,0.2,0.2,0,0.2547
1102,2,540905, 1,0.7896,419869,0.0022273974,0.9880,0.5847,24694,443192,3210,36221,4215,443,2067,26863,15930,355746,2414,23286,3510,330,1533,17120,141296, 79073,121162,116669,167272,70283,140737, 92783,118669,115134,172262,109307,167828,122389,165509,111532,174382,110232,176486,106911,142616, 89704,118669,115134,171293,112074,2,0,103431,154560,0.4009,0.4012,0.0,0.2,0,0.2547
1103,1,544273, 1,0.9679,435226,0.0039853351,0.9831,0.1848,22224,471484,1967,14069,4475,401,2480,27173,15471,384029,1453,10084,3689,306,1939,18255,135237,100638,116531,137504,160903,92622,137796,109772,117184,140646,170621,142984,166185,156541,164026,145016,174298,142333,176493,138992,137618,110134,117184,140646,170325,145173,0,0,130704,151927,0.4625,0.4622,0.2,0.2,0,0.2543
1103,2,539952, 1,0.9679,414897,0.0039853351,0.9831,0.3867,22975,429834,3110,50523,3602,438,1894,27576,14437,343524,2328,32633,2977,336,1387,17275,144000, 77068,119581,118427,171860,66345,139673, 95087,118777,113227,172978,101799,166984,115918,164517,105842,174021,104689,176442,100622,143778, 89233,118777,113227,170988,105774,0,0, 99902,154883,0.3921,0.3928,0.0,0.2,0,0.2543
1104,1,539944, 1,0.7983,428042,0.0040000922,0.9897,0.2713,20296,458919,1862,24794,3809,384,2327,27553,13847,372125,1352,17205,3105,302,1811,18295,139632, 97089,116544,137635,167053,87173,138416,110377,119422,136688,174057,133433,168090,147882,165801,137268,176568,134695,179127,130627,140412,108068,119422,136688,172728,136781,1,0,125286,154471,0.4478,0.4481,0.2,0.3,0,0.2069
1104,2,544281, 1,0.7983,422081,0.0040000922,0.9897,0.5359,24903,442399,3215,39798,4268,455,2047,27196,16061,355428,2429,25512,3561,340,1515,17235,139605, 80617,119568,118296,165711,71794,139053, 94482,116539,117184,169542,111350,165079,124577,162743,113590,171751,112327,173809,108988,140984, 91299,116539,117184,168585,114166,1,0,105320,152340,0.4088,0.4090,0.1,0.3,0,0.2069
1105,1,539446, 1,0.7961,432902,0.0049187207,0.9867,0.1831,22436,466095,2043,14528,4438,368,2415,27123,15609,381224,1539,10381,3672,297,1905,18275,130995,106573,111195,146625,160200,96673,132390,118319,112793,148441,165268,149648,160208,164176,157960,152994,167948,150466,171393,145812,133696,117048,112793,148441,164556,152620,2,0,137973,147035,0.4841,0.4839,0.3,0.3,0,0.1993
1105,2,544779, 1,0.7961,417221,0.0049187207,0.9867,0.4050,22763,435223,3034,50064,3639,471,1959,27626,14299,346329,2242,32336,2994,345,1421,17255,148242, 71132,124917,109305,172564,62294,145080, 86539,123168,105432,178331, 95135,172962,108283,170584, 97863,180371, 96555,181542, 93803,147700, 82319,123168,105432,176758, 98328,2,0, 92634,159775,0.3670,0.3678,0.0,0.3,0,0.1993
1106,1,544657, 1,0.9675,436411,0.0046936752,0.9891,0.2033,22398,471921,1997,13966,4488,395,2459,27033,15620,385148,1487, 9995,3703,303,1931,18224,134557,101630,115871,138396,159721,94047,137256,110476,116690,141854,169567,144907,165129,158503,163071,146824,173349,144127,175434,140928,136852,111137,116690,141854,169310,147058,1,0,132169,151064,0.4666,0.4664,0.2,0.2,0,0.2541
1106,2,539568, 1,0.9675,413712,0.0046936752,0.9891,0.5009,22801,429397,3080,50626,3589,444,1915,27716,14288,342405,2294,32722,2963,339,1395,17306,144680, 76076,120241,117534,173043,64921,140214, 94383,119271,112019,174031, 99876,168041,113956,165473,104034,174969,102895,177501, 98687,144543, 88230,119271,112019,172003,103890,1,0, 98438,155746,0.3873,0.3881,0.0,0.2,0,0.2541
1107,1,543426, 1,0.7638,429785,0.0024229288,0.9826,0.2051,21282,456485,2657,27317,4129,438,2461,28657,14524,369942,1997,18966,3384,343,1890,18739,138437, 93372,114809,133437,164413,84061,138108,105335,117289,131799,170997,127237,164884,141588,163138,130340,173217,128350,175298,124747,138942,104051,117289,131799,169507,130452,2,0,120026,152059,0.4411,0.4415,0.2,0.4,0,0.1586
1107,2,540799, 1,0.7638,420338,0.0024229288,0.9826,0.3390,23917,444833,2420,37275,3948,401,1913,26092,15384,357611,1784,23751,3282,299,1436,16791,140800, 84333,121303,122493,168351,74906,139362, 99524,118672,122074,172602,117546,168285,130871,165406,120517,175101,118672,177637,114868,142454, 95316,118672,122074,171807,120495,2,0,110580,154752,0.4168,0.4169,0.2,0.4,0,0.1586
1108,1,540004, 1,0.8055,428262,0.0038894141,0.9913,0.2936,20439,458657,1861,24786,3821,394,2341,27705,13942,372123,1359,17201,3112,310,1826,18389,138595, 97551,115622,137972,165994,87661,137486,110670,118556,137208,173067,134370,167151,148824,164841,138212,175638,135591,178205,131526,139425,108464,118556,137208,171780,137705,1,0,125958,153515,0.4507,0.4510,0.2,0.2,0,0.2548
1108,2,544221, 1,0.8055,421861,0.0038894141,0.9913,0.6075,24760,442661,3216,39806,4256,445,2033,27044,15966,355430,2422,25516,3554,332,1500,17141,140642, 80155,120490,117958,166770,71306,139984, 94188,117405,116665,170532,110413,166018,123635,163703,112646,172680,111430,174731,108089,141971, 90903,117405,116665,169533,113242,1,0,104648,153295,0.4057,0.4060,0.0,0.2,0,0.2548
1109,1,544012, 1,0.6638,429063,0.0035038853,0.9867,0.2762,20962,456204,2681,27261,4297,455,2471,29681,14258,368831,2011,18794,3534,364,1893,19378,138734, 94437,115773,134400,167600,82864,138473,106686,118888,132921,172452,130093,167290,143652,165199,132897,174920,131078,177833,126813,140146,104596,118888,132921,171539,132907,1,0,121584,153716,0.4416,0.4419,0.2,0.4,0,0.1586
1109,2,540213, 1,0.6638,421060,0.0035038853,0.9867,0.3135,24237,445114,2396,37331,3780,384,1903,25068,15650,358722,1770,23923,3132,278,1433,16152,140503, 83269,120339,121530,165164,76103,138997, 98173,117073,120952,171147,114690,165879,128807,163345,117961,173398,115943,175102,112802,141250, 94770,117073,120952,169774,118040,1,0,109022,153094,0.4159,0.4162,0.2,0.4,0,0.1586
1110,1,543962, 1,0.7460,429739,0.0034116535,0.9802,0.2816,21250,456675,2654,27406,4149,457,2459,28912,14480,369664,2003,19043,3412,361,1890,18886,137765, 93530,113897,133911,163980,84102,137128,105880,116716,132018,170669,127611,164534,142021,162691,130838,172813,128798,175034,125103,138193,104356,116716,132018,169148,130875,1,0,120381,151522,0.4427,0.4431,0.2,0.3,0,0.2082
1110,2,540263, 1,0.7460,420384,0.0034116535,0.9802,0.2931,23949,444643,2423,37186,3928,382,1915,25837,15428,357889,1778,23674,3254,281,1436,16644,141472, 84176,122215,122019,168783,74865,140342, 98978,119245,121855,172930,117172,168636,130438,165853,120020,175505,118224,177901,114511,143203, 95011,119245,121855,172165,120073,1,0,110225,155288,0.4151,0.4153,0.1,0.3,0,0.2082
1111,1,543247, 1,0.7640,429243,0.0020927391,0.9891,0.2279,20137,457105,1857,29732,3815,383,2282,27936,13680,370396,1355,20236,3118,301,1762,18395,138136, 97854,114849,138787,165903,87710,136656,111683,117324,138026,171461,133974,165377,148620,163116,137900,174010,135371,176466,131292,138887,109008,117324,138026,170086,137432,0,0,126121,152330,0.4529,0.4532,0.2,0.2,0,0.2549
1111,2,540978, 1,0.7640,420880,0.0020927391,0.9891,0.4224,25062,444213,3220,34860,4262,456,2092,26813,16228,357157,2426,22481,3548,341,1564,17135,141101, 79852,121263,117144,166861,71257,140814, 93176,118638,115847,172138,110809,167792,123839,165428,112957,174308,111651,176469,108323,142509, 90359,118638,115847,171227,113516,0,0,104485,154481,0.4035,0.4037,0.0,0.2,0,0.2549
1112,1,543153, 1,0.9689,435165,0.0019193433,0.9883,0.1991,22358,470539,1995,13949,4486,395,2450,26981,15595,383985,1485, 9979,3702,303,1922,18194,134050,101491,115442,138147,159180,93901,136755,110304,116259,141615,168917,144718,164499,158273,162447,146627,172711,143916,174778,140734,136358,110960,116259,141615,168671,146854,0,0,131972,150503,0.4672,0.4669,0.2,0.2,0,0.2544
1112,2,541072, 1,0.9689,414958,0.0019193433,0.9883,0.4945,22841,430779,3082,50643,3591,444,1924,27768,14313,343568,2296,32738,2964,339,1404,17336,145188, 76215,120670,117783,173584,65067,140715, 94555,119702,112257,174682,100065,168670,114186,166097,104231,175608,103106,178157, 98881,145038, 88406,119702,112257,172643,104094,0,0, 98634,156307,0.3869,0.3877,0.0,0.2,0,0.2544
1113,1,541834, 1,0.6658,424088,0.0005137310,0.9856,0.1730,20521,440159,2649,42425,4142,429,2386,29123,13901,355495,1996,28329,3412,336,1815,18804,140920, 87449,119248,124308,164922,78984,139571, 99493,119189,124338,171837,119466,166523,132639,164677,121627,174352,120054,175726,116993,141166, 97558,119189,124338,170623,122156,0,0,112535,153696,0.4227,0.4230,0.2,0.4,0,0.1586
1113,2,542391, 1,0.6658,426035,0.0005137310,0.9856,0.2472,24678,461159,2428,22167,3935,410,1988,25626,16007,372058,1785,14388,3254,306,1511,16726,138318, 90257,116864,131623,167842,79984,137899,105366,116772,129535,171762,125317,166647,139820,163867,129231,173967,126968,177209,122622,140230,101809,116772,129535,170690,128791,0,0,118071,153114,0.4354,0.4356,0.2,0.4,0,0.1586
1114,1,544242, 1,0.8042,435215,0.0039281514,0.9850,0.1972,22804,469858,2118,14606,4580,371,2404,27501,15833,382922,1585,10442,3769,297,1882,18485,130238,107371,110610,147408,160040,97139,132186,118893,111545,149732,163807,151057,158818,165678,156646,154247,166699,151747,170221,147046,133270,117703,111545,149732,163239,153955,1,0,139032,146081,0.4876,0.4874,0.3,0.3,0,0.1992
1114,2,539983, 1,0.8042,414908,0.0039281514,0.9850,0.3819,22395,431460,2959,49986,3497,468,1970,27248,14075,344631,2196,32275,2897,345,1444,17045,148999, 70335,125502,108523,172724,61828,145283, 85966,124416,104140,179791, 93726,174351,106781,171898, 96611,181620, 95274,182714, 92569,148126, 81664,124416,104140,178075, 96992,1,0, 91575,160730,0.3630,0.3638,0.0,0.3,0,0.1992
1115,1,540631, 1,0.6618,426660,0.0027328276,0.9853,0.2836,20919,453884,2689,26382,4277,444,2472,29564,14248,367102,2017,18240,3515,355,1894,19289,137887, 93967,115123,133606,166654,82392,137677,106045,118272,132190,171496,129553,166392,143018,164273,132346,173981,130497,176859,126286,139336,104002,118272,132190,170600,132340,0,0,120990,152861,0.4418,0.4420,0.2,0.4,0,0.1586
1115,2,543594, 1,0.6618,423463,0.0027328276,0.9853,0.3094,24280,447434,2388,38210,3800,395,1902,25185,15660,360451,1764,24477,3151,287,1432,16241,141350, 83739,120989,122324,166110,76575,139793, 98814,117689,121683,172102,115230,166777,129441,164271,118512,174338,116524,176077,113329,142060, 95365,117689,121683,170713,118607,0,0,109616,153949,0.4159,0.4162,0.2,0.4,0,0.1586
1116,1,540577, 1,0.6979,426891,0.0028324379,0.9766,0.1367,21504,452979,2658,27001,4347,461,2466,29161,14728,366736,1985,18562,3558,374,1896,19052,137765, 94290,115249,133629,166429,82625,137945,105821,118082,132438,170588,130454,165525,143895,163643,132930,173138,131234,175959,127074,139347,104091,118082,132438,169771,133117,3,0,121439,152432,0.4434,0.4435,0.2,0.4,0,0.1586
1116,2,543648, 1,0.6979,423232,0.0028324379,0.9766,0.3262,23695,448339,2419,37591,3730,378,1908,25588,15180,360817,1796,24155,3108,268,1430,16478,141472, 83415,120863,122301,166335,76342,139525, 99037,117879,121435,173011,114329,167644,128564,164901,117928,175181,115788,176976,112541,142048, 95275,117879,121435,171543,117830,3,0,109167,154378,0.4142,0.4147,0.2,0.4,0,0.1586
1117,1,544445, 1,0.8060,431317,0.0043026125,0.9902,0.2696,20478,462764,1864,24811,3852,393,2361,27922,13942,375005,1361,17221,3138,311,1840,18499,140216, 97785,117096,138501,167802,87866,139075,111064,120061,137787,175182,134647,169232,149202,166899,138537,177741,135919,180329,131811,141048,108804,120061,137787,173877,138023,1,0,126312,155363,0.4484,0.4487,0.2,0.3,0,0.2066
1117,2,539780, 1,0.8060,418806,0.0043026125,0.9902,0.5733,24721,438554,3213,39781,4225,446,2013,26827,15966,352548,2420,25496,3528,331,1486,17031,139021, 79921,119016,117429,164962,71101,138395, 93795,115900,116085,168417,110136,163937,123257,161645,112321,170578,111103,172606,107804,140347, 90563,115900,116085,167437,112924,1,0,104295,151447,0.4078,0.4081,0.1,0.3,0,0.2066
1118,1,543073, 1,0.7928,435951,0.0017717725,0.9859,0.1940,22553,469416,2056,14543,4448,368,2414,27275,15703,384037,1551,10384,3678,298,1911,18389,132686,106974,112641,147346,162036,97013,134006,118806,114263,149099,167171,150209,162105,164817,159850,153540,169914,151003,173359,146342,135343,117535,114263,149099,166480,153183,1,0,138515,148803,0.4821,0.4819,0.3,0.3,0,0.1980
1118,2,541152, 1,0.7928,414172,0.0017717725,0.9859,0.3775,22646,431902,3021,50049,3629,471,1960,27474,14205,343516,2230,32333,2988,344,1415,17141,146551, 70732,123471,108584,170728,61954,143464, 86052,121698,104773,176427, 94573,171064,107642,168694, 97317,178404, 96018,179576, 93273,146052, 81832,121698,104773,174833, 97765,1,0, 92092,158007,0.3682,0.3690,0.0,0.3,0,0.1980
1119,1,543627, 1,0.8181,430649,0.0027937006,0.9897,0.2880,20627,462180,1845,24483,3845,398,2362,27887,14068,374507,1340,16923,3137,314,1852,18508,139660, 98168,116875,138646,167243,88332,138810,111183,119778,138163,174870,135570,169047,150044,166676,139426,177500,136753,180149,132634,140648,109082,119778,138163,173648,138886,1,0,126892,155061,0.4500,0.4503,0.2,0.2,0,0.2540
1119,2,540598, 1,0.8181,419474,0.0027937006,0.9897,0.5597,24572,439138,3232,40109,4232,441,2012,26862,15840,353046,2441,25794,3529,328,1474,17022,139577, 79538,119237,117284,165520,70636,138660, 93675,116183,115709,168729,109213,164122,122415,161868,111432,170819,110269,172786,106981,140748, 90285,116183,115709,167665,112062,1,0,103715,151750,0.4060,0.4063,0.0,0.2,0,0.2540
1120,1,542897, 1,0.9687,434969,0.0014471166,0.9872,0.1875,22351,470307,1992,13945,4485,395,2448,26974,15594,383801,1482, 9977,3701,303,1922,18189,133950,101454,115356,138084,159085,93851,136653,110263,116174,141541,168800,144670,164385,158221,162337,146580,172590,143871,174660,140687,136262,110913,116174,141541,168555,146806,1,0,131922,150399,0.4673,0.4670,0.2,0.2,0,0.2545
1120,2,541328, 1,0.9687,415154,0.0014471166,0.9872,0.4682,22848,431011,3085,50647,3592,444,1926,27775,14314,343752,2299,32740,2965,339,1404,17341,145287, 76251,120756,117846,173679,65116,140817, 94595,119787,112331,174799,100113,168784,114238,166207,104278,175729,103150,178275, 98927,145134, 88454,119787,112331,172759,104142,1,0, 98684,156412,0.3869,0.3877,0.0,0.2,0,0.2545
1121,1,544249, 1,0.9506,435747,0.0039410639,0.9831,0.1420,22370,471975,1944,13595,4478,389,2459,27039,15603,384912,1436, 9630,3699,300,1930,18237,135057,102402,116382,139257,160827,94266,137933,111160,117234,142715,170174,145841,165817,159333,163736,147713,174053,145004,176137,141805,137551,111771,117234,142715,169983,147939,1,0,132949,151735,0.4670,0.4667,0.2,0.2,0,0.2535
