draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
34,2,540934, 1,0.9942,416870,0.0021739030,0.9875,0.5378,22975,439665,3118,41660,3622,428,1950,27516,14439,351216,2332,26877,2991,330,1431,17254,147293, 76313,122481,118359,175858,65125,142967, 94545,121829,112986,177222,101237,171291,115314,168664,105341,178320,104057,180882, 99803,147149, 88587,121829,112986,175276,105150,1,0, 99307,158680,0.3849,0.3857,0.0,0.2,0,0.2555
35,1,541453, 1,0.7851,429337,0.0012165372,0.9902,0.2775,20298,460011,1882,25089,3798,387,2326,27662,13845,373119,1369,17440,3101,304,1808,18351,139606, 97346,116376,138016,167168,87288,138322,110722,119228,137032,173969,133554,167978,148011,165669,137409,176424,134860,178993,130763,140369,108343,119228,137032,172607,136920,2,0,125500,154373,0.4484,0.4487,0.2,0.3,0,0.2069
35,2,542772, 1,0.7851,420786,0.0012165372,0.9902,0.5757,24901,441307,3195,39503,4279,452,2048,27087,16063,354434,2412,25277,3565,338,1518,17179,139631, 80359,119735,117914,165596,71679,139148, 94137,116733,116841,169630,111229,165191,124448,162874,113448,171895,112161,173942,108852,141027, 91024,116733,116841,168707,114028,2,0,105106,152437,0.4081,0.4083,0.1,0.3,0,0.2069
36,1,543698, 1,0.6648,428906,0.0029246697,0.9837,0.3227,21271,455178,2763,27926,4339,450,2288,29483,14478,368034,2083,19409,3565,363,1731,19243,131812, 98888,108580,139890,160667,87670,130935,112346,110344,138159,162347,134107,156209,148744,154174,137984,164155,135923,167179,131485,132999,109698,110344,138159,160813,137648,1,0,126520,144640,0.4666,0.4668,0.2,0.2,0,0.2573
36,2,540527, 1,0.6648,421217,0.0029246697,0.9837,0.2595,23928,446140,2314,36666,3738,389,2086,25266,15430,359519,1698,23308,3101,279,1595,16287,147425, 78817,127532,116041,172097,71297,146535, 92512,125617,115714,181252,110676,176960,123715,174369,112874,184164,111099,185756,108130,148397, 89669,125617,115714,180500,113299,1,0,104087,162170,0.3909,0.3912,0.0,0.2,0,0.2573
37,1,543876, 1,0.7828,430335,0.0032530148,0.9883,0.2283,20416,457546,1859,29695,3851,388,2283,27838,13903,371264,1359,20207,3143,309,1778,18372,138431, 98410,115266,139230,166070,88383,137130,112007,117590,138678,171716,134923,165648,149596,163369,138819,174313,136281,176759,132217,139225,109508,117590,138678,170361,138367,2,0,126854,152629,0.4539,0.4541,0.2,0.2,0,0.2545
37,2,540349, 1,0.7828,419788,0.0032530148,0.9883,0.4825,24783,443772,3218,34897,4226,451,2091,26911,16005,356289,2422,22510,3523,333,1548,17158,140807, 79295,120846,116700,166694,70585,140340, 92851,118371,115195,171883,109860,167521,122863,165175,112039,174005,110740,176177,107398,142171, 89859,118371,115195,170952,112580,2,0,103752,154182,0.4022,0.4025,0.0,0.2,0,0.2545
38,1,544276, 1,0.7995,431395,0.0039908691,0.9875,0.2792,20623,462219,1911,25119,3885,396,2358,27765,14088,374742,1399,17447,3175,311,1838,18395,139106, 98321,116293,138735,166795,88242,138189,111339,118932,138189,173490,135424,167612,149874,165337,139180,176068,136613,178653,132521,140097,109159,118932,138189,172232,138723,2,0,126844,154047,0.4516,0.4518,0.2,0.2,0,0.2543
38,2,539949, 1,0.7995,418728,0.0039908691,0.9875,0.5766,24576,439099,3166,39473,4192,443,2016,26984,15820,352811,2382,25270,3491,331,1488,17135,140131, 79385,119819,117195,165969,70726,139281, 93520,117029,115684,170109,109359,165557,122585,163207,111677,172250,110408,174282,107094,141299, 90208,117029,115684,169081,112225,2,0,103763,152763,0.4045,0.4048,0.0,0.2,0,0.2543
39,1,542534, 1,0.7805,429699,0.0007775139,0.9850,0.2642,20089,459794,1889,26557,3827,388,2325,27665,13702,372738,1381,18301,3125,305,1808,18339,139421, 97611,116216,138300,167181,87341,138234,110946,118921,137508,173347,133870,167295,148401,165055,137726,175823,135185,178284,131127,140264,108549,118921,137508,171961,137262,1,0,125801,153977,0.4496,0.4499,0.2,0.2,0,0.2545
39,2,541691, 1,0.7805,420424,0.0007775139,0.9850,0.4227,25110,441524,3188,38035,4250,451,2049,27084,16206,354815,2400,24416,3541,337,1518,17191,139816, 80095,119895,117630,165583,71627,139236, 93913,117040,116365,170252,110913,165874,124058,163489,113132,172495,111837,174651,108487,141132, 90818,117040,116365,169352,113685,1,0,104805,152833,0.4068,0.4071,0.0,0.2,0,0.2545
40,1,539668, 1,0.7832,427914,0.0045092116,0.9902,0.2979,20017,458634,1865,25088,3778,385,2317,27584,13663,371956,1360,17439,3085,302,1803,18306,139250, 97028,116049,137627,166795,86940,137943,110404,118937,136629,173534,133091,167536,147528,165239,136965,175969,134420,178520,130335,140010,108000,118937,136629,172160,136468,1,0,125096,153977,0.4483,0.4486,0.2,0.3,0,0.2070
40,2,544557, 1,0.7832,422209,0.0045092116,0.9902,0.5196,25182,442684,3212,39504,4299,454,2057,27165,16245,355597,2421,25278,3581,340,1523,17224,139988, 80677,120063,118303,165969,72028,139527, 94455,117024,117244,170065,111692,165633,124931,163305,113893,172349,112602,174415,109280,141386, 91367,117024,117244,169154,114480,1,0,105510,152833,0.4084,0.4086,0.1,0.3,0,0.2070
41,1,541065, 1,0.6839,427205,0.0019322558,0.9880,0.3508,20924,453239,2704,27629,4318,457,2443,29351,14250,366802,2041,19156,3546,366,1862,19182,136201, 94553,113304,134287,164612,83193,135890,106747,116174,132788,168549,129968,163228,143608,161302,132713,170992,130971,173712,126863,137502,104694,116174,132788,167557,132825,1,0,121569,150396,0.4470,0.4472,0.2,0.3,0,0.2083
41,2,543160, 1,0.6839,422918,0.0019322558,0.9880,0.3853,24275,448079,2373,36963,3759,382,1931,25398,15658,360751,1740,23561,3120,276,1464,16348,143036, 83153,122808,121643,168152,75775,141580, 98111,119787,121084,175049,114815,169941,128851,167242,118145,177327,116050,179223,112752,143894, 94673,119787,121084,173756,118123,1,0,109037,156414,0.4108,0.4111,0.1,0.3,0,0.2083
42,1,539841, 1,0.6761,430288,0.0041900897,0.9848,0.2213,23823,463357,2944,14000,4960,435,2493,27829,16550,376681,2256,10086,4112,353,1937,18313,124436,107050,104356,148129,155968,95482,126735,118922,104816,148719,155212,148142,150144,162936,148184,151702,157109,149776,161395,144434,127874,117396,104816,148719,154409,151399,1,0,137529,138835,0.4976,0.4975,0.4,0.4,0,0.1520
42,2,544384, 1,0.6761,419835,0.0041900897,0.9848,0.3013,21376,437961,2133,50592,3117,404,1881,26920,13358,350872,1525,32631,2554,289,1389,17217,154801, 70655,131756,107801,176796,63485,150735, 85937,131146,105153,188387, 96641,183025,109523,180360, 99155,191210, 97246,191540, 95181,153522, 81970,131146,105153,186905, 99549,1,0, 93077,167975,0.3565,0.3573,0.0,0.4,0,0.1520
43,1,540109, 1,0.6997,426533,0.0036957274,0.9837,0.2090,21094,452576,2692,27231,4294,453,2455,29314,14388,366410,2020,18796,3518,363,1877,19161,135997, 94705,113326,134280,164487,83361,135867,106744,116194,132993,168573,130327,163273,143943,161292,133108,171058,131312,173764,127209,137420,104772,116194,132993,167592,133180,1,0,121798,150383,0.4475,0.4476,0.2,0.3,0,0.2083
43,2,544116, 1,0.6997,423590,0.0036957274,0.9837,0.4242,24105,448742,2385,37361,3783,386,1919,25435,15520,361143,1761,23921,3148,279,1449,16369,143240, 83001,122786,121650,168277,75607,141603, 98115,119768,120879,175026,114456,169896,128516,167252,117750,177261,115709,179171,112405,143976, 94595,119768,120879,173721,117768,1,0,108808,156427,0.4102,0.4106,0.1,0.3,0,0.2083
44,1,544441, 1,0.6808,429821,0.0042952339,0.9878,0.3170,20980,456380,2708,27657,4323,457,2449,29487,14278,369276,2043,19180,3552,366,1865,19261,137380, 95154,114316,135226,166030,83705,137008,107541,117208,133677,170006,130728,164644,144458,162703,133525,172417,131790,175226,127574,138684,105406,117208,133677,168999,133615,1,1,122338,151694,0.4464,0.4466,0.2,0.3,0,0.2079
44,2,539784, 1,0.6808,420302,0.0042952339,0.9878,0.3748,24219,444938,2369,36935,3754,382,1925,25262,15630,358277,1738,23537,3114,276,1461,16269,141858, 82551,121795,120704,166734,75262,140462, 97318,118753,120195,173593,114055,168525,128001,165841,117332,175902,115232,177709,112041,142712, 93961,118753,120195,172314,117332,1,1,108268,155117,0.4111,0.4114,0.1,0.3,0,0.2079
45,1,543198, 1,0.7640,428262,0.0020023519,0.9821,0.1963,20126,453223,1911,33553,3837,387,2293,27868,13711,366914,1398,22706,3134,305,1768,18326,136206, 97773,113205,138314,163738,87725,134826,111463,115388,138009,168657,133746,162536,148342,160423,137514,171169,135098,173466,131172,136995,108818,115388,138009,167251,137174,1,0,125915,149961,0.4564,0.4567,0.2,0.2,0,0.2557
45,2,541027, 1,0.7640,421861,0.0020023519,0.9821,0.3852,25073,448095,3166,31039,4240,452,2081,26881,16197,360639,2383,20011,3532,337,1558,17204,143031, 79933,122907,117617,169025,71243,142644, 93396,120573,115863,174942,111037,170633,124117,168121,113344,177150,111923,179469,108443,144401, 90549,120573,115863,174063,113773,1,0,104691,156849,0.4003,0.4006,0.0,0.2,0,0.2557
46,1,540135, 1,0.6847,426475,0.0036477668,0.9878,0.3445,20917,452365,2704,27624,4315,457,2442,29311,14245,366110,2041,19151,3544,366,1861,19157,135833, 94449,112999,134093,164184,83124,135524,106623,115858,132615,168142,129833,162830,143446,160908,132567,170578,130833,173300,126734,137135,104571,115858,132615,167152,132683,0,0,121432,150016,0.4473,0.4475,0.2,0.3,0,0.2084
46,2,544090, 1,0.6847,423648,0.0036477668,0.9878,0.3915,24282,448953,2373,36968,3762,382,1932,25438,15663,361443,1740,23566,3122,276,1465,16373,143404, 83257,123113,121837,168580,75843,141946, 98236,120104,121257,175456,114950,170339,129013,167636,118291,177740,116188,179635,112881,144260, 94795,120104,121257,174161,118265,0,0,109175,156795,0.4105,0.4108,0.1,0.3,0,0.2084
47,1,544037, 1,0.6618,426814,0.0035500012,0.9842,0.3443,20499,448968,2582,35814,4102,442,2413,29217,13917,362275,1935,24188,3372,351,1851,18925,141408, 88984,118171,128553,167814,79181,140961,101107,120331,127488,173891,122701,168526,136218,166823,125018,176377,123476,178429,119928,142089, 99456,120331,127488,172809,125468,2,0,115265,155273,0.4261,0.4263,0.2,0.4,0,0.1586
47,2,540188, 1,0.6618,423309,0.0035500012,0.9842,0.2631,24700,452350,2495,28778,3975,397,1961,25532,15991,365278,1846,18529,3294,291,1475,16605,137829, 88722,117941,127377,164949,79787,136509,103752,115630,126384,169707,122082,164643,136241,161720,125840,171942,123546,174506,119687,139307, 99911,115630,126384,168504,125479,2,0,115341,151537,0.4322,0.4325,0.2,0.4,0,0.1586
48,1,543073, 1,0.7928,435951,0.0017717725,0.9859,0.1940,22553,469416,2056,14543,4448,368,2414,27275,15703,384037,1551,10384,3678,298,1911,18389,132686,106974,112641,147346,162036,97013,134006,118806,114263,149099,167171,150209,162105,164817,159850,153540,169914,151003,173359,146342,135343,117535,114263,149099,166480,153183,1,0,138515,148803,0.4821,0.4819,0.3,0.3,0,0.1980
48,2,541152, 1,0.7928,414172,0.0017717725,0.9859,0.3775,22646,431902,3021,50049,3629,471,1960,27474,14205,343516,2230,32333,2988,344,1415,17141,146551, 70732,123471,108584,170728,61954,143464, 86052,121698,104773,176427, 94573,171064,107642,168694, 97317,178404, 96018,179576, 93273,146052, 81832,121698,104773,174833, 97765,1,0, 92092,158007,0.3682,0.3690,0.0,0.3,0,0.1980
49,1,542308, 1,0.6880,427938,0.0003606263,0.9823,0.1917,21104,454719,2661,27279,4323,456,2453,29313,14400,367814,1988,18801,3541,368,1872,19154,137415, 94880,114536,134750,166292,83156,137262,107013,117338,133269,169918,130465,164593,144128,162756,133092,172360,131432,175084,127294,138877,104949,117338,133269,168942,133282,2,0,121948,151755,0.4455,0.4457,0.2,0.3,0,0.2079
49,2,541917, 1,0.6880,422185,0.0003606263,0.9823,0.4077,24095,446599,2416,37313,3754,383,1921,25436,15508,359739,1793,23916,3125,274,1454,16376,141823, 82826,121576,121180,166471,75811,140208, 97845,118623,120603,173680,114318,168576,128331,165788,117766,175959,115590,177851,112321,142519, 94417,118623,120603,172371,117665,2,0,108658,155055,0.4120,0.4124,0.1,0.3,0,0.2079
50,1,544821, 1,0.9674,435767,0.0049961954,0.9872,0.2395,22339,471978,1965,14012,4465,395,2466,27201,15546,384535,1454,10041,3679,303,1925,18284,135455,100418,116616,137370,161025,92514,137928,109589,117518,140449,171228,142831,166791,156400,164601,144910,174848,142209,177121,138830,137757,109973,117518,140449,170918,145036,0,0,130552,152313,0.4615,0.4614,0.2,0.2,0,0.2543
50,2,539404, 1,0.9674,414356,0.0049961954,0.9872,0.5037,22860,429340,3112,50580,3612,444,1908,27548,14362,343018,2327,32676,2987,339,1401,17246,143782, 77287,119496,118560,171738,66453,139542, 95269,118443,113423,172371,101952,166378,116059,163942,105947,173471,104812,175815,100784,143639, 89394,118443,113423,170395,105911,0,0,100054,154497,0.3931,0.3938,0.0,0.2,0,0.2543
51,1,542271, 1,0.9409,434399,0.0002923747,0.9831,0.1833,22245,469810,1979,14013,4493,374,2443,26914,15500,383356,1475,10018,3709,284,1923,18134,134369,101820,115820,138708,159989,94004,136940,110979,116649,142022,169402,144650,164923,158297,162838,146747,173033,144103,175329,140661,136781,111377,116649,142022,169105,146892,2,0,132199,150929,0.4669,0.4667,0.2,0.2,0,0.2540
51,2,541954, 1,0.9409,415724,0.0002923747,0.9831,0.4547,22954,431508,3098,50579,3584,465,1931,27835,14408,344197,2306,32699,2957,358,1403,17396,144868, 75886,120292,117222,172775,64964,140530, 93880,119312,111850,174196,100133,168246,114162,165706,104111,175286,102919,177606, 98954,144615, 87989,119312,111850,172208,104056,2,0, 98408,155881,0.3870,0.3878,0.0,0.2,0,0.2540
52,1,541838, 1,0.7261,427057,0.0005063525,0.9831,0.1712,20715,447458,2601,35659,4046,439,2408,28512,14164,362760,1951,24075,3322,347,1853,18585,140672, 89616,118047,128262,165870,80668,140865,100831,119593,127550,172201,123200,166906,136561,165363,125138,174840,123776,176581,120498,141364, 99844,119593,127550,171178,125834,1,0,115610,154094,0.4287,0.4288,0.2,0.4,0,0.1586
52,2,542387, 1,0.7261,423066,0.0005063525,0.9831,0.2738,24484,453860,2476,28933,4031,400,1966,26237,15744,364793,1830,18642,3344,295,1473,16945,138565, 88090,118065,127668,166893,78300,136605,104028,116368,126323,171398,121583,166263,135898,163181,125719,173479,123245,176354,119117,140032, 99523,116368,126323,170135,125113,1,0,114997,152717,0.4296,0.4299,0.2,0.4,0,0.1586
53,1,542666, 1,0.6391,433486,0.0010210058,0.9796,0.1744,23851,470166,2936,10445,4964,424,2503,27377,16579,382422,2242, 7639,4121,345,1958,18180,126591,108749,106259,150448,158626,96959,129042,120594,107015,150948,157896,150637,152855,165547,150952,154139,159858,152199,164167,146829,130130,119188,107015,150948,157146,153871,1,0,139705,141326,0.4971,0.4969,0.4,0.4,0,0.1485
53,2,541559, 1,0.6391,416637,0.0010210058,0.9796,0.2523,21348,431152,2141,54147,3113,415,1871,27372,13329,345131,1539,35078,2545,297,1368,17350,152646, 68957,129853,105483,174138,62009,148428, 84264,128946,102925,185703, 94146,180314,106912,177591, 96718,188461, 94822,188768, 92786,151266, 80179,128946,102925,184168, 97077,1,0, 90901,165484,0.3545,0.3553,0.0,0.4,0,0.1485
54,1,539678, 1,0.6852,426145,0.0044907653,0.9875,0.3254,20831,452187,2701,27566,4314,456,2431,29192,14196,365955,2039,19113,3547,365,1853,19077,135948, 94289,113175,133817,164191,82991,135681,106402,115980,132399,168177,129578,162890,143133,161020,132239,170596,130550,173282,126474,137249,104374,115980,132399,167193,132395,2,0,121187,150094,0.4467,0.4469,0.2,0.3,0,0.2084
54,2,544547, 1,0.6852,423978,0.0044907653,0.9875,0.3804,24368,449131,2376,37026,3763,383,1943,25557,15712,361598,1742,23604,3119,277,1473,16453,143290, 83417,122937,122113,168573,75976,141789, 98457,119981,121474,175422,115205,170279,129326,167523,118619,177723,116472,179653,113141,144147, 94993,119981,121474,174120,118552,2,0,109419,156716,0.4111,0.4115,0.1,0.3,0,0.2084
55,1,540802, 1,0.8027,428835,0.0024173949,0.9899,0.2676,20470,459553,1854,24784,3837,392,2345,27567,13974,372780,1356,17201,3134,308,1824,18258,138680, 97793,115837,138121,166196,87785,137654,110850,118663,137574,173036,134856,167188,149263,164869,138661,175610,136070,178224,131950,139593,108637,118663,137574,171785,138160,1,0,126292,153596,0.4512,0.4515,0.2,0.2,0,0.2547
55,2,543423, 1,0.8027,421288,0.0024173949,0.9899,0.5686,24729,441765,3223,39808,4240,447,2029,27182,15934,354773,2425,25516,3532,334,1502,17272,140557, 79913,120275,117810,166568,71183,139816, 94009,117298,116298,170563,109927,165981,123196,163675,112196,172708,110951,174711,107665,141803, 90730,117298,116298,169528,112787,1,0,104314,153215,0.4051,0.4054,0.0,0.2,0,0.2547
56,1,543194, 1,0.7606,434886,0.0019949734,0.9772,0.1739,22499,470233,2035,14125,4477,353,2395,27077,15634,383689,1535,10023,3697,282,1886,18140,133603,107755,113818,148082,163608,97254,135594,119389,114995,150265,167680,151232,162967,165636,160669,154532,170763,151902,174303,147248,136657,118120,114995,150265,167276,154110,1,0,139330,149800,0.4819,0.4817,0.3,0.3,0,0.1969
56,2,541031, 1,0.7606,415237,0.0019949734,0.9772,0.2604,22700,431085,3042,50467,3600,486,1979,27672,14274,343864,2246,32694,2969,360,1440,17390,145635, 69951,122293,107848,169156,61713,141875, 85469,120967,103607,175919, 93551,170202,106823,167875, 96326,177556, 95119,178633, 92367,144739, 81246,120967,103607,174037, 96837,1,0, 91277,157011,0.3676,0.3685,0.0,0.3,0,0.1969
57,1,541609, 1,0.9819,430940,0.0009287740,0.9818,0.1551,22085,459616,1911,23458,4464,425,2427,27223,15364,373990,1393,16041,3685,324,1895,18248,131382,101517,113119,137699,156808,93479,133976,110478,113519,140965,165571,143537,161151,157064,159211,145417,169216,142918,171287,139727,133822,110793,113519,140965,165287,145733,0,0,131280,147524,0.4709,0.4707,0.2,0.2,0,0.2556
57,2,542616, 1,0.9819,419183,0.0009287740,0.9818,0.4085,23114,441702,3166,41134,3613,414,1947,27526,14544,353563,2388,26676,2981,318,1431,17282,147855, 76189,122993,118231,175956,65488,143494, 94380,122442,112907,178027,101246,172018,115395,169333,105441,179103,104103,181648, 99888,147574, 88573,122442,112907,176026,105214,0,0, 99326,159287,0.3841,0.3848,0.0,0.2,0,0.2556
58,1,544755, 1,0.8272,431137,0.0048744495,0.9886,0.2159,21016,463360,1872,23902,3875,382,2360,27988,14277,375019,1362,16636,3162,302,1841,18538,140017, 97622,117463,137903,167562,87901,139287,110501,120269,137492,175472,135038,169671,149551,167259,138880,178094,136197,180733,132142,141083,108482,120269,137492,174246,138362,1,0,126323,155582,0.4481,0.4483,0.2,0.3,0,0.2067
58,2,539470, 1,0.8272,418986,0.0048744495,0.9886,0.5019,24183,437958,3205,40690,4202,457,2014,26761,15631,352534,2419,26081,3504,340,1485,16992,139220, 80083,118649,118028,165202,71066,138182, 94357,115692,116380,168127,109745,163498,122908,161285,111978,170225,110824,172203,107472,140313, 90885,115692,116380,167068,112586,1,0,104284,151228,0.4081,0.4084,0.1,0.3,0,0.2067
59,1,544713, 1,0.7893,430760,0.0047969748,0.9859,0.2065,20338,458467,1844,29646,3872,387,2291,27868,13848,371761,1354,20167,3161,308,1786,18375,138425, 98446,115418,139152,166091,88442,137213,111942,117779,138805,171950,135238,165924,149919,163638,139154,174557,136597,177060,132500,139287,109495,117779,138805,170626,138682,1,0,127019,152805,0.4539,0.4541,0.2,0.2,0,0.2545
